variable,threshold,direction,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades
oi_accel,0.1,above,0.0,0.0,0.0,0.0,0
oi_accel,-0.1,below,0.002891661465539208,0.06351908737577723,0.013852828134536439,0.3333333333333333,3
funding_accel,-0.1,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_accel,0.1,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_accel,-0.05,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_accel,0.05,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_accel,0.0,above,0.5534394567890213,0.43089798990928607,0.37471863788146603,0.49429657794676807,526
funding_accel,0.0,below,-0.09997023370209468,0.12415872752273176,0.6275326847479455,0.49624060150375937,532
funding_accel,0.05,above,0.0,0.0,0.0,0.0,0
funding_accel,-0.05,below,0.0,0.0,0.0,0.0,0
funding_accel,0.1,above,0.0,0.0,0.0,0.0,0
funding_accel,-0.1,below,0.0,0.0,0.0,0.0,0
volatility_slope,-0.1,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
volatility_slope,0.1,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
volatility_slope,-0.05,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
volatility_slope,0.05,below,0.6763817248411259,0.46863209964327723,0.6177830651794429,0.5029045643153527,1205
volatility_slope,0.0,above,0.16064916195289425,0.2667022293174024,0.683865775444246,0.5019011406844106,526
volatility_slope,0.0,below,1.1455760916591808,0.6471270411219909,0.3109488810447915,0.5139664804469274,537
volatility_slope,0.05,above,-0.051637209625334246,-0.4569268041941205,0.051637209625334246,0.0,1
volatility_slope,-0.05,below,0.0,0.0,0.0,0.0,0
volatility_slope,0.1,above,0.0,0.0,0.0,0.0,0
volatility_slope,-0.1,below,0.0,0.0,0.0,0.0,0
oi_slope,-0.1,above,0.6472263912005896,0.461701173712323,0.637519681165125,0.502092050209205,1195
oi_slope,0.1,below,0.7017441520594663,0.4741637268535162,0.637519681165125,0.5041876046901173,1194
oi_slope,-0.05,above,0.6472263912005896,0.461701173712323,0.637519681165125,0.502092050209205,1195
oi_slope,0.05,below,0.7017441520594663,0.4741637268535162,0.637519681165125,0.5041876046901173,1194
oi_slope,0.0,above,-0.06577140378040192,-0.25581516525441816,0.15619355125871695,0.3333333333333333,12
oi_slope,0.0,below,-0.03485151840927048,-0.14212365205129376,0.1122954564089349,0.5454545454545454,11
oi_slope,0.05,above,-0.06577140378040192,-0.25581516525441816,0.15619355125871695,0.3333333333333333,12
oi_slope,-0.05,below,-0.03485151840927048,-0.14212365205129376,0.1122954564089349,0.5454545454545454,11
oi_slope,0.1,above,-0.06577140378040192,-0.25581516525441816,0.15619355125871695,0.3333333333333333,12
oi_slope,-0.1,below,-0.03485151840927048,-0.14212365205129376,0.1122954564089349,0.5454545454545454,11
funding_slope,-0.1,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_slope,0.1,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_slope,-0.05,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_slope,0.05,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_slope,0.0,above,-0.06977010996167521,0.15061261356626426,0.4882005873264211,0.4878048780487805,656
funding_slope,0.0,below,0.7090593060151258,0.48018038671544483,0.5539742142722001,0.52,550
funding_slope,0.05,above,0.0,0.0,0.0,0.0,0
funding_slope,-0.05,below,0.0,0.0,0.0,0.0,0
funding_slope,0.1,above,0.0,0.0,0.0,0.0,0
funding_slope,-0.1,below,0.0,0.0,0.0,0.0,0
volatility_delta_stability,-0.1,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
volatility_delta_stability,0.1,below,0.5231391292337042,0.4312288798251459,0.6448645758063802,0.5029387069689337,1191
volatility_delta_stability,-0.05,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
volatility_delta_stability,0.05,below,0.49049168561576995,0.4137825207970617,0.5143853474966794,0.5095419847328244,1048
volatility_delta_stability,0.0,above,1.4902610926904054,0.6295054917564238,0.6375196811651251,0.5079962370649106,1063
volatility_delta_stability,0.0,below,0.0,0.0,0.0,0.0,0
volatility_delta_stability,0.05,above,0.06663999916686492,0.17442432466899097,0.4021459569045581,0.45569620253164556,158
volatility_delta_stability,-0.05,below,0.0,0.0,0.0,0.0,0
volatility_delta_stability,0.1,above,0.04377730162002291,0.16427673353937317,0.09650895457278592,0.4666666666666667,15
volatility_delta_stability,-0.1,below,0.0,0.0,0.0,0.0,0
oi_delta_stability,-0.1,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
oi_delta_stability,0.1,below,0.6121508996431204,0.4537198830472134,0.637519681165125,0.5029045643153527,1205
oi_delta_stability,-0.05,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
oi_delta_stability,0.05,below,0.6552062584280895,0.4637984465071376,0.637519681165125,0.5033277870216306,1202
oi_delta_stability,0.0,above,-0.13005922498217393,-0.4109478272434,0.22816216729083053,0.4090909090909091,22
oi_delta_stability,0.0,below,0.0,0.0,0.0,0.0,0
oi_delta_stability,0.05,above,-0.03950456796046775,-0.47316487147739084,0.05632600266429269,0.25,4
oi_delta_stability,-0.05,below,0.0,0.0,0.0,0.0,0
oi_delta_stability,0.1,above,-0.013852828134536477,-0.4569268041941206,0.013852828134536477,0.0,1
oi_delta_stability,-0.1,below,0.0,0.0,0.0,0.0,0
long_short_momentum,-0.1,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
long_short_momentum,0.1,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
long_short_momentum,-0.05,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
long_short_momentum,0.05,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
long_short_momentum,0.0,above,0.0,0.0,0.0,0.0,0
long_short_momentum,0.0,below,0.0,0.0,0.0,0.0,0
long_short_momentum,0.05,above,0.0,0.0,0.0,0.0,0
long_short_momentum,-0.05,below,0.0,0.0,0.0,0.0,0
long_short_momentum,0.1,above,0.0,0.0,0.0,0.0,0
long_short_momentum,-0.1,below,0.0,0.0,0.0,0.0,0
ext_ls_momentum,-0.1,above,0.7490194976830542,0.4842785351245068,0.637519681165125,0.50251677852349,1192
ext_ls_momentum,0.1,below,0.7332012586076933,0.48134062753048246,0.637519681165125,0.50251677852349,1192
ext_ls_momentum,-0.05,above,0.7490194976830542,0.4842785351245068,0.637519681165125,0.50251677852349,1192
ext_ls_momentum,0.05,below,0.7332012586076933,0.48134062753048246,0.637519681165125,0.50251677852349,1192
ext_ls_momentum,0.0,above,-0.08272738528902779,-0.43476486169390227,0.14236516721891523,0.5,14
ext_ls_momentum,0.0,below,-0.14358197193191236,-0.3601355104408467,0.20828057287456192,0.4375,16
ext_ls_momentum,0.05,above,-0.08272738528902779,-0.43476486169390227,0.14236516721891523,0.5,14
ext_ls_momentum,-0.05,below,-0.0910232547953439,-0.2202183137424603,0.1596924347713975,0.5,14
ext_ls_momentum,0.1,above,-0.08272738528902779,-0.43476486169390227,0.14236516721891523,0.5,14
ext_ls_momentum,-0.1,below,-0.0910232547953439,-0.2202183137424603,0.1596924347713975,0.5,14
vol_oi_accel_product,-0.1,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
vol_oi_accel_product,0.1,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
vol_oi_accel_product,-0.05,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
vol_oi_accel_product,0.05,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
vol_oi_accel_product,0.0,above,-0.03881656345329931,-0.18525752534909512,0.07317652009067566,0.36363636363636365,11
vol_oi_accel_product,0.0,below,-0.09492741765992929,-0.37654374174522304,0.17559368103144318,0.45454545454545453,11
vol_oi_accel_product,0.05,above,0.0,0.0,0.0,0.0,0
vol_oi_accel_product,-0.05,below,0.0,0.0,0.0,0.0,0
vol_oi_accel_product,0.1,above,0.0,0.0,0.0,0.0,0
vol_oi_accel_product,-0.1,below,0.0,0.0,0.0,0.0,0
funding_taker_momentum,-0.1,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_taker_momentum,0.1,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_taker_momentum,-0.05,above,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_taker_momentum,0.05,below,0.5898180503034258,0.44837254876928945,0.637519681165125,0.5024875621890548,1206
funding_taker_momentum,0.0,above,0.08401938700683886,0.36903633205431263,0.08127093043681455,0.5333333333333333,15
funding_taker_momentum,0.0,below,-0.2934959201474244,-0.9130803329059511,0.2934959201474244,0.375,16
funding_taker_momentum,0.05,above,0.0,0.0,0.0,0.0,0
funding_taker_momentum,-0.05,below,0.0,0.0,0.0,0.0,0
funding_taker_momentum,0.1,above,0.0,0.0,0.0,0.0,0
funding_taker_momentum,-0.1,below,0.0,0.0,0.0,0.0,0
