variable,target,lag,pearson_correlation,pearson_pvalue,spearman_correlation,spearman_pvalue,sample_size,pearson_pvalue_fdr,is_significant_fdr,r_squared,coefficient,intercept
large_tx_count,price_direction_7d,0,,,,,274,,False,,,
large_tx_count,price_direction_7d,1,,,,,273,,False,,,
large_tx_count,price_direction_7d,3,,,,,271,,False,,,
large_tx_count,price_direction_7d,7,,,,,267,,False,,,
large_tx_count,price_direction_7d,14,,,,,260,,False,,,
large_tx_count,price_range,0,,,,,274,,False,,,
large_tx_count,price_range,1,,,,,273,,False,,,
large_tx_count,price_range,3,,,,,271,,False,,,
large_tx_count,price_range,7,,,,,267,,False,,,
large_tx_count,price_range,14,,,,,260,,False,,,
avg_funding_rate,price_static,0,0.3239098042512566,4.117142128731446e-08,0.30133450171789156,3.699046327115767e-07,274,4.117142128731446e-08,True,0.10491756129008756,103332674.42491248,99232.22082506413
avg_funding_rate,price_static,1,0.30869541652244165,1.9425886493505746e-07,0.2857363046365026,1.587287808472557e-06,273,1.9425886493505746e-07,True,0.09529286018196348,98322100.05522017,99498.89296518188
avg_funding_rate,price_static,3,0.2844703292724357,1.9356109242327926e-06,0.2610389994030951,1.3423153504285895e-05,271,1.9356109242327926e-06,True,0.08092336823636814,90613836.66561386,99913.88885387639
avg_funding_rate,price_static,7,0.23797186756524946,8.608071235873686e-05,0.2133733624441996,0.0004469165023202803,267,8.608071235873686e-05,True,0.056630609752492345,75797037.23831575,100699.44162499874
avg_funding_rate,price_static,14,0.16727659511545317,0.006864827805999762,0.133925143004557,0.030865125676222637,260,0.006864827805999762,True,0.027981459273419218,53924166.80681331,101918.76995291075
avg_funding_rate,price_change_1d,0,-0.016484529963244066,0.7858999712812202,-0.007924615430948391,0.8961090783669621,274,0.7858999712812202,False,,,
avg_funding_rate,price_change_1d,1,-0.019662560188894194,0.7463776394638336,-0.021019264176408627,0.7295381926754533,273,0.7463776394638336,False,,,
avg_funding_rate,price_change_1d,3,-0.022132937014468067,0.7168182504013548,-0.037432644028658375,0.5394890737907787,271,0.7168182504013548,False,,,
avg_funding_rate,price_change_1d,7,-0.07006943316499371,0.2538802933216672,-0.10207913636152238,0.09601020287826767,267,0.2538802933216672,False,,,
avg_funding_rate,price_change_1d,14,0.033120650578765384,0.5949843172812325,0.015180372427319504,0.8075322869112607,260,0.5949843172812325,False,,,
avg_funding_rate,price_change_7d,0,-0.10561645557707003,0.08095787105337442,-0.1378567186451465,0.022465110618081114,274,0.08095787105337442,False,,,
avg_funding_rate,price_change_7d,1,-0.1384120775363539,0.022168382065008777,-0.1587862422745638,0.008582887589664183,273,0.022168382065008777,True,0.01915790320792954,-195.329780145635,0.009563237889317946
avg_funding_rate,price_change_7d,3,-0.15713765182227066,0.009570556383444145,-0.19207545686361063,0.001488181981037527,271,0.009570556383444145,True,0.02469224162021688,-221.85846396732805,0.010925548027533255
avg_funding_rate,price_change_7d,7,-0.11094128927542475,0.07031420277740205,-0.13699064087782842,0.025188021955105774,267,0.07031420277740205,False,,,
avg_funding_rate,price_change_7d,14,0.06605646838979332,0.2886191042231419,0.05442863101450936,0.3820884947231782,260,0.2886191042231419,False,,,
avg_funding_rate,volatility_1d,0,-0.19983871881547224,0.000879715212835754,-0.12649283821856122,0.036378652612576105,274,0.000879715212835754,True,0.03993551353780955,-59.509105586703846,0.022315030042391687
avg_funding_rate,volatility_1d,1,-0.2027181926414848,0.0007540479289564404,-0.1190808262693807,0.049355323027185004,273,0.0007540479289564404,True,0.04109466562783004,-60.333442446087794,0.022378181399286712
avg_funding_rate,volatility_1d,3,-0.12654579886423278,0.0373466444437394,-0.13285430591269795,0.028768054940944886,271,0.0373466444437394,True,0.016013839210186953,-37.70408076448998,0.021378859737399673
avg_funding_rate,volatility_1d,7,-0.1414870505545046,0.02073821577816891,-0.12756034411664935,0.03724293220522522,267,0.02073821577816891,True,0.020018585474612993,-41.94025196814176,0.02151195519029798
avg_funding_rate,volatility_1d,14,-0.10127548673401807,0.10324074034138865,-0.11782201391206204,0.05779067988400962,260,0.10324074034138865,False,,,
avg_funding_rate,volatility_7d,0,-0.12634282049662732,0.036602736579532266,-0.11601359046912194,0.05510229110119051,274,0.036602736579532266,True,0.015962508291043065,-34.65422491771271,0.021774516116168874
avg_funding_rate,volatility_7d,1,-0.12342212450325948,0.041579103704327804,-0.11164048848667996,0.06548952800442248,273,0.041579103704327804,True,0.015233020816898035,-33.8316599505429,0.021761138427923647
avg_funding_rate,volatility_7d,3,-0.09837121189251156,0.10613097651125633,-0.05515900458820161,0.36571793838253575,271,0.10613097651125633,False,,,
avg_funding_rate,volatility_7d,7,-0.06069832020720159,0.3231150878388059,-0.03197623195574095,0.6029398281290423,267,0.3231150878388059,False,,,
avg_funding_rate,volatility_7d,14,-0.1453676208318806,0.019018973160288673,-0.165079116829519,0.007645894538325131,260,0.019018973160288673,True,0.021131745186321438,-40.39586802476114,0.02182539581972788
avg_funding_rate,price_direction_1d,0,-0.018201730088214126,0.7642231571096768,-0.016719663495557577,0.7829216102551408,274,0.7642231571096768,False,,,
avg_funding_rate,price_direction_1d,1,-0.03362298591295247,0.5801605214161091,-0.046199788641304584,0.4471055968586475,273,0.5801605214161091,False,,,
avg_funding_rate,price_direction_1d,3,-0.09589851875225944,0.11525098562128863,-0.10859622849685124,0.07430385481132634,271,0.11525098562128863,False,,,
avg_funding_rate,price_direction_1d,7,-0.09243590598805437,0.13192453986039776,-0.10166442757245032,0.09737517706957333,267,0.13192453986039776,False,,,
avg_funding_rate,price_direction_1d,14,-0.01699926283274667,0.7850039957130946,-0.02323973315406008,0.7091676185333895,260,0.7850039957130946,False,,,
avg_funding_rate,price_direction_7d,0,-0.10582889332995683,0.0803454555117579,-0.10659589603081576,0.07816542434060808,274,0.0803454555117579,False,,,
avg_funding_rate,price_direction_7d,1,-0.16628233060939845,0.005886683860373532,-0.1618028271589967,0.007388013457938402,273,0.005886683860373532,True,0.027649813472893192,-2275.855658936492,0.6351543337798723
avg_funding_rate,price_direction_7d,3,-0.22769179970426384,0.00015636699661489094,-0.23039290446074898,0.00012980802199687364,271,0.00015636699661489094,True,0.051843555652566375,-3110.9402532495137,0.6734785745740524
avg_funding_rate,price_direction_7d,7,-0.13532152959620108,0.02703740815589132,-0.1503960608021182,0.013894874504140507,267,0.02703740815589132,True,0.018311916372255044,-1839.0575181352306,0.6194640015816824
avg_funding_rate,price_direction_7d,14,0.07242701944871802,0.2445243401622031,0.07554551102181095,0.22474737680173323,260,0.2445243401622031,False,,,
avg_funding_rate,price_range,0,-0.17625309353033877,0.00342117565403821,-0.11598089117544526,0.05517133476393828,274,0.00342117565403821,True,0.031065152979014354,-104.1725616462749,0.03851744729233048
avg_funding_rate,price_range,1,-0.08609633655961027,0.15600015495958997,-0.07701779787546355,0.20458770171610413,273,0.15600015495958997,False,,,
avg_funding_rate,price_range,3,0.009023162716779129,0.8824560907669173,-0.009355218734893853,0.8781634212808123,271,0.8824560907669173,False,,,
avg_funding_rate,price_range,7,-0.03183390281344731,0.6045552410381724,-0.0010044047043946105,0.9869670472272332,267,0.6045552410381724,False,,,
avg_funding_rate,price_range,14,-0.06301148629172006,0.31147100608357026,-0.015147563301446598,0.8079401737097567,260,0.31147100608357026,False,,,
sum_open_interest,price_static,0,0.6828793120335447,5.726157426918996e-39,0.6510496802467606,1.9940804955441066e-34,274,5.726157426918996e-39,True,0.46632415480340794,1.1551057536436533,8459.675695568338
sum_open_interest,price_static,1,0.6809360196581693,1.5408192677658245e-38,0.6506447609925498,2.9809111292802586e-34,273,1.5408192677658245e-38,True,0.46367386286791035,1.1550362090686441,8551.646570798926
sum_open_interest,price_static,3,0.6719139120608592,6.026330912018509e-37,0.633505776234233,8.20939582437497e-32,271,6.026330912018509e-37,True,0.4514683052209292,1.1382134481392094,10023.289480374558
sum_open_interest,price_static,7,0.6532510332644497,7.154362932497582e-34,0.6125512086437795,6.823922953010302e-29,267,7.154362932497582e-34,True,0.4267369124610707,1.1056904962605871,12808.080360590655
sum_open_interest,price_static,14,0.6066008095157678,1.6055690900819437e-27,0.5474070508553266,9.974066337258639e-22,260,1.6055690900819437e-27,True,0.3679645421051848,1.0269721751173138,19399.54057055668
sum_open_interest,price_change_1d,0,-0.022656316683713314,0.7088788852042435,-0.0047359939330742255,0.9377988649239382,274,0.7088788852042435,False,,,
sum_open_interest,price_change_1d,1,-0.029381621147354757,0.6288536993596524,-0.014711190484054375,0.8088060828080963,273,0.6288536993596524,False,,,
sum_open_interest,price_change_1d,3,-0.019441614714317157,0.7500297756954478,9.647155295082362e-05,0.9987387195249808,271,0.7500297756954478,False,,,
sum_open_interest,price_change_1d,7,-0.0247182435357087,0.6876355502862056,-0.03381252056856883,0.5822739319309709,267,0.6876355502862056,False,,,
sum_open_interest,price_change_1d,14,-0.0053491762384992175,0.9315952846649113,0.009647388957733784,0.8769683216004883,260,0.9315952846649113,False,,,
sum_open_interest,price_change_7d,0,-0.08580581351425615,0.15664107631659416,-0.0960764782662593,0.11256907172868026,274,0.15664107631659416,False,,,
sum_open_interest,price_change_7d,1,-0.08954972827744047,0.14000248808270555,-0.10362769476122846,0.08745872610514957,273,0.14000248808270555,False,,,
sum_open_interest,price_change_7d,3,-0.0865932268051468,0.1551462403973171,-0.09302510672165545,0.12660637006048692,271,0.1551462403973171,False,,,
sum_open_interest,price_change_7d,7,-0.06536293575201793,0.28725324891336307,-0.0678652441938319,0.26916009512181455,267,0.28725324891336307,False,,,
sum_open_interest,price_change_7d,14,-0.04235171252428241,0.4965579527769099,-0.030617658203865094,0.6231214015221205,260,0.4965579527769099,False,,,
sum_open_interest,volatility_1d,0,-0.3908509151999315,1.9607653887554987e-11,-0.3130676622647426,1.209007347908102e-07,274,1.9607653887554987e-11,True,0.15276443791262428,-6.171335177605795e-07,0.07061520781903613
sum_open_interest,volatility_1d,1,-0.37989892249098123,8.40211310520684e-11,-0.31552592963069565,1.0034623057455157e-07,273,8.40211310520684e-11,True,0.14432319130980853,-6.021459479890259e-07,0.06937617470701761
sum_open_interest,volatility_1d,3,-0.29339613997403563,8.823917090852992e-07,-0.28795251187806,1.429262948150405e-06,271,8.823917090852992e-07,True,0.08608129495166406,-4.6488716563774033e-07,0.058061692539651516
sum_open_interest,volatility_1d,7,-0.22931211662099948,0.00015689029575295535,-0.2673756334488746,9.451244655759713e-06,267,0.00015689029575295535,True,0.05258404682920281,-3.612170196488391e-07,0.04944156876123457
sum_open_interest,volatility_1d,14,-0.24205606289948334,8.046017664002108e-05,-0.22578303957614304,0.0002419715521340203,260,8.046017664002108e-05,True,0.058591137586398556,-3.817665705206278e-07,0.051131357031779845
sum_open_interest,volatility_7d,0,-0.25913194460066385,1.3977137216545132e-05,-0.2527105011776545,2.307124738010798e-05,274,1.3977137216545132e-05,True,0.06714936471252164,-3.7686932606213246e-07,0.05134736540889083
sum_open_interest,volatility_7d,1,-0.26123664137412705,1.2271877920125108e-05,-0.26270471692326564,1.0916656568899316e-05,273,1.2271877920125108e-05,True,0.0682445827964342,-3.8135786464858277e-07,0.051726599630647255
sum_open_interest,volatility_7d,3,-0.24473919493883253,4.653238598155816e-05,-0.24493102283964013,4.587875064171359e-05,271,4.653238598155816e-05,True,0.05989727353930774,-3.562909985498467e-07,0.0495790535897838
sum_open_interest,volatility_7d,7,-0.22446550419744388,0.00021740259595568368,-0.1896759339233544,0.0018513489939353208,267,0.00021740259595568368,True,0.05038476257461266,-3.26001039289846e-07,0.046997648898269545
sum_open_interest,volatility_7d,14,-0.27246927306761753,8.316179705770836e-06,-0.22448511414028652,0.0002633111074267155,260,8.316179705770836e-06,True,0.07423950476599583,-3.9764380697502724e-07,0.05288186941877997
sum_open_interest,price_direction_1d,0,-0.007993450681165876,0.8952118104709571,-0.012550842034879786,0.8361568613198549,274,0.8952118104709571,False,,,
sum_open_interest,price_direction_1d,1,6.30254095504568e-05,0.9991729349548629,-0.010876446140272576,0.8580247853316195,273,0.9991729349548629,False,,,
sum_open_interest,price_direction_1d,3,-0.02743251082336115,0.6530037144910297,-0.033207074306331415,0.5862483102613109,271,0.6530037144910297,False,,,
sum_open_interest,price_direction_1d,7,-0.08815044428320055,0.1508800711101317,-0.09174368546431491,0.1348555309758937,267,0.1508800711101317,False,,,
sum_open_interest,price_direction_1d,14,-0.014202702940045372,0.8197086367433581,-0.008506584636404071,0.8914211892114756,260,0.8197086367433581,False,,,
sum_open_interest,price_direction_7d,0,-0.08339607132035286,0.1686549136382729,-0.08896857035659797,0.14186708666045192,274,0.1686549136382729,False,,,
sum_open_interest,price_direction_7d,1,-0.08709881644613296,0.15122035551049262,-0.09817084168971432,0.10555107779100895,273,0.15122035551049262,False,,,
sum_open_interest,price_direction_7d,3,-0.10627669529520217,0.08074192801547345,-0.10265284911498566,0.09169452638304007,271,0.08074192801547345,False,,,
sum_open_interest,price_direction_7d,7,-0.061392007390263174,0.31760575129298285,-0.05037256772899651,0.41235674236425457,267,0.31760575129298285,False,,,
sum_open_interest,price_direction_7d,14,-0.0362357332077502,0.5607961121480025,-0.03621720204688307,0.5609966656634107,260,0.5607961121480025,False,,,
sum_open_interest,price_range,0,-0.2753845378137672,3.7034275920696e-06,-0.19236092374778507,0.001376586088631395,274,3.7034275920696e-06,True,0.07583664366690201,-8.63019010693295e-07,0.10510492304695965
sum_open_interest,price_range,1,-0.1915294745941989,0.001475026848252029,-0.21274694605523287,0.0004006824773214646,273,0.001475026848252029,True,0.03668353963832982,-6.028896365707526e-07,0.08356218362084183
sum_open_interest,price_range,3,-0.19483165421398557,0.0012665475845313713,-0.2263825579432265,0.00017099648445812084,271,0.0012665475845313713,True,0.03795937348375811,-6.133800121098634e-07,0.08444726577893802
sum_open_interest,price_range,7,-0.15291813448267508,0.012359505227623833,-0.1698298656249882,0.005398137071571566,267,0.012359505227623833,True,0.023383955853661487,-4.782151852578738e-07,0.07324120202338072
sum_open_interest,price_range,14,-0.13197105706691847,0.03341777449395224,-0.12032540308402376,0.052637047702274044,260,0.03341777449395224,True,0.017416359903359768,-4.1236837985603164e-07,0.06777454273040609
long_short_ratio,price_static,0,,,,,274,,False,,,
long_short_ratio,price_static,1,,,,,273,,False,,,
long_short_ratio,price_static,3,,,,,271,,False,,,
long_short_ratio,price_static,7,,,,,267,,False,,,
long_short_ratio,price_static,14,,,,,260,,False,,,
long_short_ratio,price_change_1d,0,,,,,274,,False,,,
long_short_ratio,price_change_1d,1,,,,,273,,False,,,
long_short_ratio,price_change_1d,3,,,,,271,,False,,,
long_short_ratio,price_change_1d,7,,,,,267,,False,,,
long_short_ratio,price_change_1d,14,,,,,260,,False,,,
long_short_ratio,price_change_7d,0,,,,,274,,False,,,
long_short_ratio,price_change_7d,1,,,,,273,,False,,,
long_short_ratio,price_change_7d,3,,,,,271,,False,,,
long_short_ratio,price_change_7d,7,,,,,267,,False,,,
long_short_ratio,price_change_7d,14,,,,,260,,False,,,
long_short_ratio,volatility_1d,0,,,,,274,,False,,,
long_short_ratio,volatility_1d,1,,,,,273,,False,,,
long_short_ratio,volatility_1d,3,,,,,271,,False,,,
long_short_ratio,volatility_1d,7,,,,,267,,False,,,
long_short_ratio,volatility_1d,14,,,,,260,,False,,,
long_short_ratio,volatility_7d,0,,,,,274,,False,,,
long_short_ratio,volatility_7d,1,,,,,273,,False,,,
long_short_ratio,volatility_7d,3,,,,,271,,False,,,
long_short_ratio,volatility_7d,7,,,,,267,,False,,,
long_short_ratio,volatility_7d,14,,,,,260,,False,,,
long_short_ratio,price_direction_1d,0,,,,,274,,False,,,
long_short_ratio,price_direction_1d,1,,,,,273,,False,,,
long_short_ratio,price_direction_1d,3,,,,,271,,False,,,
long_short_ratio,price_direction_1d,7,,,,,267,,False,,,
long_short_ratio,price_direction_1d,14,,,,,260,,False,,,
long_short_ratio,price_direction_7d,0,,,,,274,,False,,,
long_short_ratio,price_direction_7d,1,,,,,273,,False,,,
long_short_ratio,price_direction_7d,3,,,,,271,,False,,,
long_short_ratio,price_direction_7d,7,,,,,267,,False,,,
long_short_ratio,price_direction_7d,14,,,,,260,,False,,,
long_short_ratio,price_range,0,,,,,274,,False,,,
long_short_ratio,price_range,1,,,,,273,,False,,,
long_short_ratio,price_range,3,,,,,271,,False,,,
long_short_ratio,price_range,7,,,,,267,,False,,,
long_short_ratio,price_range,14,,,,,260,,False,,,
volatility_24h,price_static,0,-0.3609256087566394,7.469635542072101e-10,-0.3389915194294757,8.561564186871587e-09,274,7.469635542072101e-10,True,0.13026729505635093,-192484.2561263303,110535.55751968207
volatility_24h,price_static,1,-0.3621135382013096,6.996337663972938e-10,-0.34160359820514397,6.892145661632274e-09,273,6.996337663972938e-10,True,0.13112621454867135,-193389.39746328417,110587.36002712067
volatility_24h,price_static,3,-0.34431253697606595,5.8549727858138746e-09,-0.3458077080770808,4.9811199272939404e-09,271,5.8549727858138746e-09,True,0.11855112311889471,-183779.3244271503,110322.75794920327
volatility_24h,price_static,7,-0.390389174559278,3.756970948103918e-11,-0.36407722307613744,8.627638877737228e-10,267,3.756970948103918e-11,True,0.1524037076130743,-210456.10136938927,111259.0477928168
volatility_24h,price_static,14,-0.37336606998832167,5.047045936496469e-10,-0.4041675627882524,1.2275300886759065e-11,260,5.047045936496469e-10,True,0.13940222221852405,-200689.82445409262,111189.33067467554
volatility_24h,price_change_1d,0,-0.044810572773484166,0.4600727128768777,-0.028803021795722528,0.6350053064089143,274,0.4600727128768777,False,,,
volatility_24h,price_change_1d,1,0.06954193315021821,0.25215283466576366,0.041054855406508474,0.4993518633408811,273,0.25215283466576366,False,,,
volatility_24h,price_change_1d,3,-0.13059560885738516,0.031622515564829326,-0.12501205894411885,0.039732435678450015,271,0.031622515564829326,True,0.017055213052831086,-0.12880005467721695,0.004522298635897385
volatility_24h,price_change_1d,7,-0.022202160503306537,0.7180032348804298,-0.06458751271941382,0.2930219392886897,267,0.7180032348804298,False,,,
volatility_24h,price_change_1d,14,-0.03156316715093771,0.6124251439062064,-0.04768664079008906,0.4438817711644153,260,0.6124251439062064,False,,,
volatility_24h,price_change_7d,0,-0.07746397243344934,0.20113784774110238,-0.05338515499099441,0.37871329395004816,274,0.20113784774110238,False,,,
volatility_24h,price_change_7d,1,-0.05945574514662689,0.3277140478370378,-0.05975658090299567,0.3252680835694378,273,0.3277140478370378,False,,,
volatility_24h,price_change_7d,3,-0.1129910346177206,0.06325117417017556,-0.09873622265634423,0.10483429642648955,271,0.06325117417017556,False,,,
volatility_24h,price_change_7d,7,0.07508291841913822,0.2213917844296058,0.03541513518829776,0.5645112384125328,267,0.2213917844296058,False,,,
volatility_24h,price_change_7d,14,0.03959486088752874,0.5250234849834869,0.06289578703371806,0.31236207454090487,260,0.5250234849834869,False,,,
volatility_24h,volatility_1d,0,0.5608064516514162,4.253385957102102e-24,0.4806991548597388,3.004245822420919e-17,274,4.253385957102102e-24,True,0.31450387621385256,0.2791777010299936,0.010048054670870374
volatility_24h,volatility_1d,1,0.6268773071796739,3.235373119608003e-31,0.47845075705745516,5.0391768110314565e-17,273,3.235373119608003e-31,True,0.3929751582568395,0.31283465875624045,0.008952890506414913
volatility_24h,volatility_1d,3,0.5055053128093906,5.513046371532249e-19,0.3813725490196079,8.229732158849745e-11,271,5.513046371532249e-19,True,0.2555356212785199,0.25237865423953404,0.011046796755075207
volatility_24h,volatility_1d,7,0.21480557254261973,0.00040802919900966223,0.20531308986872682,0.0007378068753073243,267,0.00040802919900966223,True,0.046141433995362635,0.10776978813954059,0.01596202281252357
volatility_24h,volatility_1d,14,0.058809687983505374,0.34490074584525704,0.09848256744808467,0.11315150138640946,260,0.34490074584525704,False,,,
volatility_24h,volatility_7d,0,0.33606428058350085,1.1690327032050971e-08,0.2230397339886391,0.00019758759613892578,274,1.1690327032050971e-08,True,0.11293920068410579,0.15409619529786744,0.014921033116728993
volatility_24h,volatility_7d,1,0.2765862157919415,3.487212178935909e-06,0.18607594638079825,0.00201929261303389,273,3.487212178935909e-06,True,0.0764999347661065,0.12712406013631225,0.015879892420828306
volatility_24h,volatility_7d,3,0.22063873999474015,0.00025162804455792066,0.18866941610592577,0.0018109803016125112,271,0.00025162804455792066,True,0.04868145358646647,0.10120846243019234,0.016692532749024082
volatility_24h,volatility_7d,7,0.123155140634342,0.04436876429392145,0.15235997927066533,0.012685784492362993,267,0.04436876429392145,True,0.0151671886646646,0.056968161539237124,0.018141955522018333
volatility_24h,volatility_7d,14,-0.03547222885445954,0.5690875876236361,0.009435733573664607,0.8796468546652592,260,0.5690875876236361,False,,,
volatility_24h,price_direction_1d,0,0.009520167033126359,0.8753473603674607,0.005352564985463438,0.9297206613346981,274,0.8753473603674607,False,,,
volatility_24h,price_direction_1d,1,0.073575206536111,0.22561693769767494,0.04025214682682073,0.5077844618052215,273,0.22561693769767494,False,,,
volatility_24h,price_direction_1d,3,-0.1427530891374195,0.018712771479140196,-0.12405483725234606,0.04128565506485371,271,0.018712771479140196,True,0.02037844445827619,-3.274683248207605,0.6098678941193739
volatility_24h,price_direction_1d,7,-0.08049922297484556,0.18974770659029117,-0.10243415728748718,0.09485382198963191,267,0.18974770659029117,False,,,
volatility_24h,price_direction_1d,14,-0.052758442537291714,0.3968861496199959,-0.07143481315148961,0.25106409761474124,260,0.3968861496199959,False,,,
volatility_24h,price_direction_7d,0,-0.034098238766817605,0.5741096229324085,-0.044299319335561776,0.4652126387178721,274,0.5741096229324085,False,,,
volatility_24h,price_direction_7d,1,-0.01726535202570408,0.7764236693929382,0.003725648640975876,0.9511397411185482,273,0.7764236693929382,False,,,
volatility_24h,price_direction_7d,3,-0.0905438872159221,0.13709247394545,-0.10662284880451552,0.07975349455166675,271,0.13709247394545,False,,,
volatility_24h,price_direction_7d,7,0.073109825822846,0.2338053668079649,0.0477418920448903,0.43722250503637594,267,0.2338053668079649,False,,,
volatility_24h,price_direction_7d,14,0.020556554897037494,0.7414738325305691,0.03601200543471943,0.563219710132636,260,0.7414738325305691,False,,,
volatility_24h,price_range,0,0.9994953346335599,0.0,0.9990362921749785,0.0,274,0.0,True,0.9989909239542522,0.9875550313291812,-1.8704726911483727e-05
volatility_24h,price_range,1,0.38501697189750145,4.456438332286063e-11,0.3277747370705722,2.942748109271598e-08,273,4.456438332286063e-11,True,0.1482380686491217,0.3815756760680785,0.020733364661205303
volatility_24h,price_range,3,0.2260434335331323,0.00017498939994440416,0.19989026360851844,0.0009367837646212386,271,0.00017498939994440416,True,0.05109563384344773,0.22423104063494267,0.026125321486895822
volatility_24h,price_range,7,0.26184357247218204,1.4619492379809481e-05,0.3105195068839296,2.2343099812625905e-07,267,1.4619492379809481e-05,True,0.06856205644499502,0.26080539586981333,0.02493109351478868
volatility_24h,price_range,14,-0.015002905820266576,0.8097391895837094,0.05539294504811745,0.3737000852267015,260,0.8097391895837094,False,,,
taker_buy_sell_ratio,price_static,0,0.13938763837710885,0.02099879930090601,0.14752984242035339,0.014514209644811604,274,0.02099879930090601,True,0.019428913732347786,19592.472967703245,81910.92781851364
taker_buy_sell_ratio,price_static,1,0.14707611774908622,0.015007962066888356,0.16326513761035016,0.006864076831057574,273,0.015007962066888356,True,0.02163138441214285,20806.89270170651,80572.40003747572
taker_buy_sell_ratio,price_static,3,0.17497660795062084,0.00385869340867378,0.197161324554422,0.0011033001400310623,271,0.00385869340867378,True,0.03061681332990529,24964.454048128795,75928.47994510041
taker_buy_sell_ratio,price_static,7,0.22782297481438224,0.0001735584145771155,0.222104607485509,0.00025420546691423777,267,0.0001735584145771155,True,0.05190330785327457,33542.62514234552,66286.61938680493
taker_buy_sell_ratio,price_static,14,0.25892212832762485,2.3663175965312563e-05,0.25574729712660743,2.998927445902488e-05,260,2.3663175965312563e-05,True,0.06704066853770707,39363.82319069987,59831.165755464965
taker_buy_sell_ratio,price_change_1d,0,0.050998319754876044,0.4004261154901169,0.07216637377221319,0.23378788422959884,274,0.4004261154901169,False,,,
taker_buy_sell_ratio,price_change_1d,1,0.0011836911679561006,0.9844677206107524,-0.007867829894450762,0.897038456703772,273,0.9844677206107524,False,,,
taker_buy_sell_ratio,price_change_1d,3,0.13072975787899382,0.03144647822660411,0.14704013216602754,0.015410758338259653,271,0.03144647822660411,True,0.017090269595100405,0.03446356460883799,-0.038698053365049924
taker_buy_sell_ratio,price_change_1d,7,0.00782761822029867,0.8986980622928725,0.03286746969721806,0.5928686531253434,267,0.8986980622928725,False,,,
taker_buy_sell_ratio,price_change_1d,14,0.01220381136042957,0.844735652089722,0.036933864520071406,0.553265834500459,260,0.844735652089722,False,,,
taker_buy_sell_ratio,price_change_7d,0,0.18466078642967212,0.0021467369817448232,0.15975936472286836,0.008062609821847089,274,0.0021467369817448232,True,0.03409960604482498,0.11561589887916583,-0.1290596276485426
taker_buy_sell_ratio,price_change_7d,1,0.18698000940300258,0.0019179645941245452,0.13609576340362087,0.024523540569461228,273,0.0019179645941245452,True,0.03496152391634677,0.11720165820248592,-0.13128713827873667
taker_buy_sell_ratio,price_change_7d,3,0.15360979935039393,0.011338382813327972,0.08572582784651377,0.15934025236527352,271,0.011338382813327972,True,0.023595970456468107,0.09714024637845269,-0.10864697899781893
taker_buy_sell_ratio,price_change_7d,7,0.05454748696692285,0.37465231450614356,0.023167931567977466,0.7062913510013957,267,0.37465231450614356,False,,,
taker_buy_sell_ratio,price_change_7d,14,0.05981746618113214,0.33668250987746745,0.1391722908964288,0.024819184614233207,260,0.33668250987746745,False,,,
taker_buy_sell_ratio,volatility_1d,0,-0.29735533967180133,5.345877258195821e-07,-0.3161635444847124,8.927496342346158e-08,274,5.345877258195821e-07,True,0.08842019803133261,-0.03901494040757742,0.06348761365589013
taker_buy_sell_ratio,volatility_1d,1,-0.290328740266417,1.0579843282538155e-06,-0.27110394972138213,5.514270368563931e-06,273,1.0579843282538155e-06,True,0.08429077742468438,-0.03837951787463574,0.06282079222435108
taker_buy_sell_ratio,volatility_1d,3,-0.17622681937178483,0.003608951013186236,-0.17119721197211973,0.004711436655051433,271,0.003608951013186236,True,0.031055891865895746,-0.023517825527574688,0.04615151669063523
taker_buy_sell_ratio,volatility_1d,7,-0.13500652253587397,0.027399210652276983,-0.1181414461863194,0.05383676602870592,267,0.027399210652276983,True,0.01822676112722954,-0.018498734185147137,0.04048429706586819
taker_buy_sell_ratio,volatility_1d,14,-0.08832832265832818,0.15555934052248988,-0.13093889645613782,0.034837107369582544,260,0.15555934052248988,False,,,
taker_buy_sell_ratio,volatility_7d,0,-0.17007390020527696,0.004758420893602005,-0.17665283621488004,0.0033477050104550867,274,0.004758420893602005,True,0.028925131531034598,-0.02055392243076951,0.043314245949484104
taker_buy_sell_ratio,volatility_7d,1,-0.1406331138215802,0.020096431413279058,-0.1489036939874209,0.013787652014836244,273,0.020096431413279058,True,0.01977767270315367,-0.017122295465539287,0.03948778952642076
taker_buy_sell_ratio,volatility_7d,3,-0.14892715253726446,0.014126977506357465,-0.1710301955960736,0.004752762773375028,271,0.014126977506357465,True,0.02217929676285746,-0.018260270622025954,0.04071708483022845
taker_buy_sell_ratio,volatility_7d,7,-0.1804903443866971,0.0030789388329904013,-0.2529880377616858,2.880606114931916e-05,267,0.0030789388329904013,True,0.03257676441682855,-0.022801814538514053,0.045808047340388666
taker_buy_sell_ratio,volatility_7d,14,-0.07551878615088578,0.2249118865020568,-0.138006138006138,0.02606660706841016,260,0.2249118865020568,False,,,
taker_buy_sell_ratio,price_direction_1d,0,0.03355163432002325,0.5802667659936958,0.03082339146801359,0.6114490601206903,274,0.5802667659936958,False,,,
taker_buy_sell_ratio,price_direction_1d,1,-0.0700944009620135,0.24839533859330795,-0.010783485062150587,0.8592255935994039,273,0.24839533859330795,False,,,
