symbol,week_end_date,avg_funding_rate,sum_open_interest,oi_growth_7d,funding_rate_zscore,created_at
BTCUSDT,2022-12-18,6.0762857142857144e-05,98498.729,-0.09837084126994622,0.675540292570793,2025-12-15 07:57:26
BTCUSDT,2022-12-25,4.781857142857143e-05,97407.092,-0.011082752143938834,0.5630903505924796,2025-12-15 07:57:26
BTCUSDT,2023-01-01,7.179904761904762e-05,108830.564,0.11727556757366275,0.7128406886787441,2025-12-15 07:57:26
BTCUSDT,2023-01-08,5.151142857142857e-05,104119.714,-0.04328609378519799,0.5454234560288032,2025-12-15 07:57:26
BTCUSDT,2023-01-15,9.125380952380953e-05,94253.916,-0.0947543709157711,0.8153922350728988,2025-12-15 07:57:26
BTCUSDT,2023-01-22,0.0001,94239.026,-0.00015797752106128105,0.8500522416353005,2025-12-15 07:57:26
BTCUSDT,2023-01-29,9.978142857142859e-05,103234.124,0.0954498192712645,0.8197359850969247,2025-12-15 07:57:26
BTCUSDT,2023-02-05,0.0001,102564.024,-0.006491070723862458,0.7954370282013853,2025-12-15 07:57:26
BTCUSDT,2023-02-12,8.862380952380953e-05,99006.882,-0.03468216106653543,0.6877132966231138,2025-12-15 07:57:26
BTCUSDT,2023-02-19,9.26347619047619e-05,107075.046,0.08149094120548117,0.7000500856192818,2025-12-15 07:57:26
BTCUSDT,2023-02-26,6.712476190476191e-05,106761.605,-0.002927302034500201,0.487353974288506,2025-12-15 07:57:26
BTCUSDT,2023-03-05,4.359571428571429e-05,99418.997,-0.06877573637076728,0.29298628532686954,2025-12-15 07:57:26
BTCUSDT,2023-03-12,2.9974761904761905e-05,86517.236,-0.12977158681252843,0.18710745397444103,2025-12-15 07:57:26
BTCUSDT,2023-03-19,0.00011925142857142858,111961.309,0.29409253203604413,0.8773168493135429,2025-12-15 07:57:26
BTCUSDT,2023-03-26,4.013666666666667e-05,102629.095,-0.08335213372683947,0.21576595021747497,2025-12-15 07:57:26
BTCUSDT,2023-04-02,5.118333333333333e-05,104861.668,0.021753801882399948,0.277181203558449,2025-12-15 07:57:26
BTCUSDT,2023-04-09,9.465238095238095e-06,103683.473,-0.011235707217627011,-0.09768077887235246,2025-12-15 07:57:26
BTCUSDT,2023-04-16,7.176857142857142e-05,99974.779,-0.03576938438395094,0.5885042313457907,2025-12-15 07:57:26
BTCUSDT,2023-04-23,5.970190476190476e-05,103239.72,0.03265764658504522,0.28918530498651923,2025-12-15 07:57:26
BTCUSDT,2023-04-30,5.266714285714285e-05,98603.845,-0.0449039865664107,0.12010531938284295,2025-12-15 07:57:26
BTCUSDT,2023-05-07,5.502380952380953e-05,99776.713,0.011894749134782723,0.1507793322996441,2025-12-15 07:57:26
BTCUSDT,2023-05-14,3.4254761904761905e-05,107787.92,0.08029135014700262,-0.3175468309474176,2025-12-15 07:57:26
BTCUSDT,2023-05-21,4.929666666666667e-05,106075.082,-0.015890815965277083,0.004989790802681122,2025-12-15 07:57:26
BTCUSDT,2023-05-28,7.511238095238095e-05,111123.88,0.047596456253505615,0.5518028876860531,2025-12-15 07:57:26
BTCUSDT,2023-06-04,7.510095238095238e-05,108910.339,-0.019919579841884527,0.5202212652795205,2025-12-15 07:57:26
BTCUSDT,2023-06-11,5.0257619047619044e-05,99498.324,-0.08641984853247053,-0.20121644720827103,2025-12-15 07:57:26
BTCUSDT,2023-06-18,5.1192857142857146e-05,104265.911,0.04791625434816371,-0.2604448069623122,2025-12-15 07:57:26
BTCUSDT,2023-06-25,7.45304761904762e-05,113831.688,0.09174405045959855,0.4714181837163226,2025-12-15 07:57:26
BTCUSDT,2023-07-02,9.513047619047619e-05,108567.819,-0.04624256296717655,1.1888281439992756,2025-12-15 07:57:26
BTCUSDT,2023-07-09,6.67752380952381e-05,102280.534,-0.057911129263819916,0.036986627250189856,2025-12-15 07:57:26
BTCUSDT,2023-07-16,4.409619047619047e-05,100914.517,-0.013355591201743122,-0.8445024908300104,2025-12-15 07:57:26
BTCUSDT,2023-07-23,5.110428571428572e-05,100438.528,-0.004716754478446328,-0.5714090768997138,2025-12-15 07:57:26
BTCUSDT,2023-07-30,6.890095238095239e-05,106354.161,0.0588980455786845,0.14332822120344269,2025-12-15 07:57:26
BTCUSDT,2023-08-06,8.730238095238094e-05,111146.048,0.04505594285116876,0.8254764366212937,2025-12-15 07:57:26
BTCUSDT,2023-08-13,8.981190476190477e-05,114752.923,0.03245167115613512,0.9287573210705931,2025-12-15 07:57:26
BTCUSDT,2023-08-20,5.79104761904762e-05,89701.308,-0.2183091667303324,-0.29325837927097287,2025-12-15 07:57:26
BTCUSDT,2023-08-27,1.3657142857142858e-05,86583.037,-0.03476282642389128,-1.9260164995861278,2025-12-15 07:57:26
BTCUSDT,2023-09-03,2.967333333333333e-05,80375.001,-0.07170037244131311,-1.2152056171831938,2025-12-15 07:57:26
BTCUSDT,2023-09-10,1.112142857142857e-05,81718.789,0.016718979574258386,-1.7922091082072662,2025-12-15 07:57:26
BTCUSDT,2023-09-17,5.6385714285714286e-06,84798.877,0.03769130744215987,-1.8378530707897835,2025-12-15 07:57:26
BTCUSDT,2023-09-24,6.725238095238094e-06,90344.694,0.06539965146000704,-1.6427908840285754,2025-12-15 07:57:26
BTCUSDT,2023-10-01,8.483333333333332e-06,87461.208,-0.031916495284161406,-1.4787771091714028,2025-12-15 07:57:26
BTCUSDT,2023-10-08,1.1002857142857141e-05,92112.403,0.05318009099531307,-1.3380730154196048,2025-12-15 07:57:26
BTCUSDT,2023-10-15,4.0526666666666666e-05,97510.743,0.05860600553434692,-0.2780481654483417,2025-12-15 07:57:26
BTCUSDT,2023-10-22,2.964761904761905e-06,93112.919,-0.045100917752211256,-1.572568129068034,2025-12-15 07:57:26
BTCUSDT,2023-10-29,9.451809523809523e-05,88104.187,-0.05379201998811778,1.5924349923072116,2025-12-15 07:57:26
BTCUSDT,2023-11-05,0.0001,86026.657,-0.023580377627228977,1.6464140713204785,2025-12-15 07:57:26
BTCUSDT,2023-11-12,0.00012814380952380953,80872.319,-0.05991559104755173,2.3000432579536976,2025-12-15 07:57:26
BTCUSDT,2023-11-19,0.00012823476190476193,80902.714,0.0003758393523993764,2.058716192793774,2025-12-15 07:57:26
BTCUSDT,2023-11-26,0.0001,79115.368,-0.02209253449766846,1.1863147325955385,2025-12-15 07:57:26
BTCUSDT,2023-12-03,9.784e-05,79911.584,0.010063986556948068,1.065419213218224,2025-12-15 07:57:26
BTCUSDT,2023-12-10,0.0001416261904761905,83109.411,0.04001706435953012,2.0042519640741037,2025-12-15 07:57:26
BTCUSDT,2023-12-17,0.00010447714285714286,76370.764,-0.08108163586913153,1.00733999115545,2025-12-15 07:57:26
BTCUSDT,2023-12-24,0.00017557761904761905,77297.416,0.012133596044685335,2.395405433785565,2025-12-15 07:57:26
BTCUSDT,2023-12-31,0.00034103714285714287,74018.381,-0.042421017023389296,3.9273558298454985,2025-12-15 07:57:26
BTCUSDT,2024-01-07,0.0002006,70293.254,-0.050327053222090745,1.684774768547111,2025-12-15 07:57:26
BTCUSDT,2024-01-14,0.0001,76980.282,0.09513043741011051,0.2457973608698111,2025-12-15 07:57:26
BTCUSDT,2024-01-21,0.0001,74639.086,-0.030412930937301685,0.2336439013466142,2025-12-15 07:57:26
BTCUSDT,2024-01-28,9.618619047619047e-05,75159.253,0.006969096593707036,0.17935773119544968,2025-12-15 07:57:26
BTCUSDT,2024-02-04,8.942238095238097e-05,77296.717,0.02843913310314572,0.07341984406473716,2025-12-15 07:57:26
BTCUSDT,2024-02-11,8.478857142857144e-05,89416.506,0.15679565019559605,-0.011173357305964481,2025-12-15 07:57:26
BTCUSDT,2024-02-18,0.00011331619047619048,85504.804,-0.04374697888553136,0.3649694352210699,2025-12-15 07:57:26
BTCUSDT,2024-02-25,0.0001282852380952381,86416.011,0.01065679303820155,0.5474246488289276,2025-12-15 07:57:26
BTCUSDT,2024-03-03,0.00045510333333333337,75540.753,-0.1258477205109595,3.636043390413632,2025-12-15 07:57:26
BTCUSDT,2024-03-10,0.00047505428571428576,77404.994,0.024678612880652873,3.0384797333148286,2025-12-15 07:57:26
BTCUSDT,2024-03-17,0.0003525338095238095,78535.72,0.01460792051737636,1.8136308048997754,2025-12-15 07:57:26
BTCUSDT,2024-03-24,0.00017207238095238094,77033.64,-0.019126074097238877,0.34008944102084,2025-12-15 07:57:26
BTCUSDT,2024-03-31,0.0002837590476190476,82700.764,0.07356687286229757,1.1563355112145801,2025-12-15 07:57:26
BTCUSDT,2024-04-07,0.00015166809523809523,80048.156,-0.032074770191965696,0.07030554948597724,2025-12-15 07:57:26
BTCUSDT,2024-04-14,0.0001491195238095238,67002.787,-0.16296901330244262,0.011186952164733293,2025-12-15 07:57:26
BTCUSDT,2024-04-21,4.7152857142857144e-05,66883.888,-0.0017745381248095438,-0.8545259295653588,2025-12-15 07:57:26
BTCUSDT,2024-04-28,3.1753809523809524e-05,65747.694,-0.016987559096444893,-0.9973811341599216,2025-12-15 07:57:26
BTCUSDT,2024-05-05,5.5196666666666666e-05,72614.07,0.1044352369225301,-0.8224694230924434,2025-12-15 07:57:26
BTCUSDT,2024-05-12,5.128952380952381e-05,69740.49,-0.03957332236025335,-0.8614267790059011,2025-12-15 07:57:26
BTCUSDT,2024-05-19,4.809523809523809e-05,75130.213,0.07728255135574758,-0.915124765240908,2025-12-15 07:57:26
BTCUSDT,2024-05-26,9.376857142857143e-05,71075.227,-0.053972773909212846,-0.5172868873910474,2025-12-15 07:57:26
BTCUSDT,2024-06-02,0.00010460714285714286,76090.207,0.07055876163434549,-0.4245512793035052,2025-12-15 07:57:26
BTCUSDT,2024-06-09,0.00010863333333333332,83577.764,0.09840368813821199,-0.38314767615540646,2025-12-15 07:57:26
BTCUSDT,2024-06-16,0.0001,80884.799,-0.0322210701879988,-0.4487620358930637,2025-12-15 07:57:26
BTCUSDT,2024-06-23,7.328428571428571e-05,77593.986,-0.040685184863969215,-0.6696521915831426,2025-12-15 07:57:26
BTCUSDT,2024-06-30,9.436666666666667e-05,85675.692,0.10415376779329244,-0.4864624660899981,2025-12-15 07:57:26
BTCUSDT,2024-07-07,8.877000000000002e-05,81293.278,-0.051151194670245426,-0.517116165730546,2025-12-15 07:57:26
BTCUSDT,2024-07-14,7.672e-05,84969.235,0.045218461974186885,-0.6101449910111624,2025-12-15 07:57:26
BTCUSDT,2024-07-21,1.4816190476190476e-05,80653.708,-0.0507892886172272,-1.0720765782656112,2025-12-15 07:57:26
BTCUSDT,2024-07-28,7.55704761904762e-05,85860.258,0.0645543785786018,-0.5122521322658451,2025-12-15 07:57:26
BTCUSDT,2024-08-04,7.632666666666667e-05,88098.464,0.02606800925289554,-0.47024495296530133,2025-12-15 07:57:26
BTCUSDT,2024-08-11,1.7272857142857142e-05,70092.777,-0.2043813953441913,-0.9514745396900571,2025-12-15 07:57:26
BTCUSDT,2024-08-18,-9.357142857142857e-06,82695.127,0.17979527334178802,-1.1256364120601439,2025-12-15 07:57:26
BTCUSDT,2024-08-25,-1.4713333333333332e-05,87953.834,0.06359149796093799,-1.1152025123605782,2025-12-15 07:57:26
BTCUSDT,2024-09-01,1.4312380952380953e-05,82146.888,-0.06602265911455318,-0.843504245735174,2025-12-15 07:57:26
BTCUSDT,2024-09-08,4.079047619047617e-06,84701.211,0.03109458023534617,-0.8935290842926814,2025-12-15 07:57:26
BTCUSDT,2024-09-15,-2.833047619047619e-05,86288.806,0.018743474635799506,-1.0936242095842945,2025-12-15 07:57:26
BTCUSDT,2024-09-22,4.94052380952381e-05,85730.221,-0.006473435268069316,-0.45540192795260537,2025-12-15 07:57:26
BTCUSDT,2024-09-29,4.053285714285714e-05,85611.604,-0.0013836077711731898,-0.48504322082348394,2025-12-15 07:57:26
BTCUSDT,2024-10-06,5.010333333333333e-05,86185.674,0.006705516228851405,-0.3555931714112082,2025-12-15 07:57:26
BTCUSDT,2024-10-13,3.499619047619047e-05,85774.197,-0.004774308546916961,-0.5285989249685973,2025-12-15 07:57:26
BTCUSDT,2024-10-20,9.631142857142857e-05,86609.797,0.009741857449274693,0.5006391195317348,2025-12-15 07:57:26
BTCUSDT,2024-10-27,9.621333333333333e-05,82206.349,-0.050842377566131525,0.8106126381277973,2025-12-15 07:57:26
BTCUSDT,2024-11-03,9.922428571428572e-05,82985.243,0.009474864283292694,0.9762371212858808,2025-12-15 07:57:26
BTCUSDT,2024-11-10,0.00010938857142857143,85939.832,0.03560378801324937,1.3234170355491897,2025-12-15 07:57:26
BTCUSDT,2024-11-17,0.00017333761904761907,84052.753,-0.021958141598415026,2.492927158241946,2025-12-15 07:57:26
BTCUSDT,2024-11-24,0.0001461547619047619,87507.222,0.041098820403895564,1.7206974325323208,2025-12-15 07:57:26
BTCUSDT,2024-12-01,0.00017030047619047618,86613.045,-0.010218322323156337,1.9929382496411152,2025-12-15 07:57:26
BTCUSDT,2024-12-08,0.0002289452380952381,89375.095,0.031889538117497285,2.6307376691936515,2025-12-15 07:57:26
BTCUSDT,2024-12-15,0.00011309714285714285,98884.509,0.10639892466687728,0.6193059282281678,2025-12-15 07:57:26
BTCUSDT,2024-12-22,9.382904761904762e-05,86862.228,-0.12157901294731621,0.2922748717682549,2025-12-15 07:57:26
BTCUSDT,2024-12-29,9.317666666666667e-05,89934.175,0.035365740330768336,0.28840642768729646,2025-12-15 07:57:26
BTCUSDT,2025-01-05,8.609904761904762e-05,90096.533,0.0018052981527878487,0.18164885575098427,2025-12-15 07:57:26
BTCUSDT,2025-01-12,6.888809523809524e-05,87549.292,-0.02827235316590926,-0.09515929439365614,2025-12-15 07:57:26
BTCUSDT,2025-01-19,7.108380952380953e-05,84146.129,-0.03887139372868942,-0.05624644205434093,2025-12-15 07:57:26
BTCUSDT,2025-01-26,8.73647619047619e-05,81648.075,-0.02968709350848453,0.22719704557805181,2025-12-15 07:57:26
BTCUSDT,2025-02-02,6.785571428571428e-05,83568.38,0.023519293014562903,-0.09584853292800108,2025-12-15 07:57:26
BTCUSDT,2025-02-09,4.094333333333333e-05,74484.248,-0.1087029807206984,-0.5350960622030967,2025-12-15 07:57:26
BTCUSDT,2025-02-16,4.025571428571429e-05,76101.566,0.021713557475937728,-0.5679612464183025,2025-12-15 07:57:26
BTCUSDT,2025-02-23,5.273333333333333e-05,80419.492,0.05673899010172789,-0.3382690177718653,2025-12-15 07:57:26
BTCUSDT,2025-03-02,3.1001904761904764e-05,79049.404,-0.017036765166335566,-0.6816869046907811,2025-12-15 07:57:26
BTCUSDT,2025-03-09,2.1862857142857144e-05,70149.234,-0.1125899696852869,-0.8427890225434398,2025-12-15 07:57:26
BTCUSDT,2025-03-16,2.399095238095238e-05,68524.906,-0.023155320555602876,-0.8439008247949167,2025-12-15 07:57:26
BTCUSDT,2025-03-23,2.6775714285714286e-05,72903.525,0.06389821242512883,-0.8445095420968461,2025-12-15 07:57:26
BTCUSDT,2025-03-30,1.5447619047619047e-05,69934.069,-0.0407313089456236,-1.0508867349077082,2025-12-15 07:57:26
BTCUSDT,2025-04-06,3.734e-05,73134.17,0.045758827503659116,-0.6886140826530183,2025-12-15 07:57:26
BTCUSDT,2025-04-13,4.534333333333333e-05,77524.942,0.06003721652956484,-0.6236653802445024,2025-12-15 07:57:26
BTCUSDT,2025-04-20,2.9112380952380954e-05,77416.471,-0.0013991755066387057,-0.920180939140595,2025-12-15 07:57:26
BTCUSDT,2025-04-27,1.4452380952380958e-06,84165.372,0.08717655187356699,-1.3948514044777058,2025-12-15 07:57:26
BTCUSDT,2025-05-04,-1.726047619047619e-05,81781.683,-0.028321493071996384,-1.6302370638492818,2025-12-15 07:57:26
BTCUSDT,2025-05-11,4.465190476190476e-05,81331.618,-0.005503249425669043,-0.5177458428875357,2025-12-15 07:57:26
BTCUSDT,2025-05-18,5.593285714285714e-05,80978.929,-0.004336431619988201,-0.28893669508728065,2025-12-15 07:57:26
BTCUSDT,2025-05-25,6.744238095238096e-05,87959.179,0.08619834920266722,-0.06235750548918168,2025-12-15 07:57:26
BTCUSDT,2025-06-01,5.2453333333333335e-05,82804.416,-0.05860403722049301,-0.3084414691104112,2025-12-15 07:57:26
BTCUSDT,2025-06-08,1.3408095238095236e-05,82511.392,-0.003538748464816055,-0.9580684979669091,2025-12-15 07:57:26
BTCUSDT,2025-06-15,3.612809523809524e-05,78624.389,-0.047108682883449715,-0.49454343899000935,2025-12-15 07:57:26
BTCUSDT,2025-06-22,3.587142857142858e-05,78683.302,0.0007492967608306866,-0.44870705507163444,2025-12-15 07:57:26
BTCUSDT,2025-06-29,1.9695714285714286e-05,77916.541,-0.00974490114814952,-0.7432468407135145,2025-12-15 07:57:26
BTCUSDT,2025-07-06,3.002809523809524e-05,77925.439,0.00011419911466559185,-0.5419607470573332,2025-12-15 07:57:26
BTCUSDT,2025-07-13,6.689476190476191e-05,89419.39,0.14749934228795292,0.8127756026640949,2025-12-15 07:57:26
BTCUSDT,2025-07-20,9.907190476190476e-05,89276.476,-0.0015982439602865162,1.9582840396523349,2025-12-15 07:57:26
BTCUSDT,2025-07-27,0.0001,90391.576,0.012490412367979209,1.9528901005126034,2025-12-15 07:57:26
BTCUSDT,2025-08-03,7.110809523809524e-05,85207.636,-0.05734981321710775,0.9651705049961415,2025-12-15 07:57:26
BTCUSDT,2025-08-10,6.702238095238096e-05,86956.39,0.02052344228866998,0.8205163056526472,2025-12-15 07:57:26
BTCUSDT,2025-08-17,8.009238095238096e-05,89560.072,0.029942388362718342,1.2696423163133497,2025-12-15 07:57:26
BTCUSDT,2025-08-24,6.383666666666667e-05,93742.251,0.04669691422311506,0.7376186150225479,2025-12-15 07:57:26
BTCUSDT,2025-08-31,6.0900476190476194e-05,89832.067,-0.041712077086777155,0.6413537087252152,2025-12-15 07:57:26
BTCUSDT,2025-09-07,5.434428571428572e-05,88888.088,-0.010508263157297582,0.37805951953898337,2025-12-15 07:57:26
BTCUSDT,2025-09-14,5.6279047619047615e-05,87747.168,-0.012835465647545452,0.4291722899258396,2025-12-15 07:57:26
BTCUSDT,2025-09-21,4.1789047619047624e-05,88679.926,0.010630063867132389,-0.09747145573572574,2025-12-15 07:57:26
BTCUSDT,2025-09-28,4.8996190476190474e-05,86092.045,-0.029182263864315883,0.1497689101733711,2025-12-15 07:57:26
BTCUSDT,2025-10-05,6.90804761904762e-05,99288.679,0.15328517286353227,0.8441357113316439,2025-12-15 07:57:26
BTCUSDT,2025-10-12,4.244714285714286e-05,75918.435,-0.2353767240674035,-0.18007739716736382,2025-12-15 07:57:26
BTCUSDT,2025-10-19,-1.6169047619047618e-05,80787.727,0.06413846650026445,-2.1686582891512227,2025-12-15 07:57:26
BTCUSDT,2025-10-26,1.930238095238095e-05,81741.863,0.011810407786321253,-0.9353072535513131,2025-12-15 07:57:26
BTCUSDT,2025-11-02,6.790238095238096e-05,76022.226,-0.06997194326241385,0.7328265814574337,2025-12-15 07:57:26
BTCUSDT,2025-11-09,5.39152380952381e-05,85498.204,0.12464746822856787,0.23447251463572785,2025-12-15 07:57:26
BTCUSDT,2025-11-16,6.185238095238095e-05,9292862101.444632,108689.72877185387,0.4746465455262582,2025-12-15 07:57:26
BTCUSDT,2025-11-23,5.615333333333334e-05,8504266359.553215,-0.08486037275521652,0.2222468977581535,2025-12-15 07:57:26
BTCUSDT,2025-11-30,1.6216666666666667e-05,8163752221.7843685,-0.040040389537697396,-1.4032529314294064,2025-12-15 07:57:26
BTCUSDT,2025-12-07,2.4504285714285714e-05,7887929592.072584,-0.03378625688513326,-1.0255968419046175,2025-12-15 07:57:26
BTCUSDT,2025-12-14,3.857809523809524e-05,7923613336.2481165,0.004523841618895075,-0.44739060367708167,2025-12-15 07:57:26
ETHUSDT,2022-08-14,4.8670833333333335e-05,1075782.435,0.0,0.0,2025-12-15 07:57:27
ETHUSDT,2022-08-21,1.7896666666666664e-05,870960.193,-0.19039374071951642,-0.7071067811865475,2025-12-15 07:57:27
ETHUSDT,2022-08-28,-4.9982857142857136e-05,996235.591,0.14383596289113076,-1.099742069775806,2025-12-15 07:57:27
ETHUSDT,2022-09-04,-5.7149047619047626e-05,1004880.393,0.008677467536893024,-0.9079206866886541,2025-12-15 07:57:27
ETHUSDT,2022-09-11,-0.00011497142857142858,1004565.512,-0.0003133517204569891,-1.292761898823863,2025-12-15 07:57:27
ETHUSDT,2022-09-18,-0.0005596309523809524,968687.037,-0.035715415840395615,-1.9712112553929677,2025-12-15 07:57:27
ETHUSDT,2022-09-25,-6.416666666666666e-05,957855.996,-0.011181156128137526,0.23005390967641218,2025-12-15 07:57:27
ETHUSDT,2022-10-02,3.0232380952380953e-05,1090234.08,0.13820249030418985,0.6310121481177553,2025-12-15 07:57:27
ETHUSDT,2022-10-09,2.5820952380952385e-05,1062211.857,-0.02570294170220766,0.5651371561266366,2025-12-15 07:57:27
ETHUSDT,2022-10-16,1.7695714285714285e-05,1063734.212,0.0014331933784843542,0.4907344364529286,2025-12-15 07:57:27
ETHUSDT,2022-10-23,3.7670952380952385e-05,1327749.633,0.2481967939186671,0.56642268645861,2025-12-15 07:57:27
ETHUSDT,2022-10-30,4.931571428571428e-05,1235385.409,-0.06956448844298035,0.5981129594764566,2025-12-15 07:57:27
ETHUSDT,2022-11-06,3.413857142857143e-05,1089130.934,-0.11838773060982466,0.4846633716040986,2025-12-15 07:57:27
ETHUSDT,2022-11-13,-0.00011722095238095236,978524.06,-0.10155516710353563,-0.42473728376316383,2025-12-15 07:57:27
ETHUSDT,2022-11-20,-1.3620476190476192e-05,1098829.225,0.12294553595340307,0.22334570559228573,2025-12-15 07:57:27
ETHUSDT,2022-11-27,-2.2308571428571426e-05,1213084.737,0.10397931671320437,0.16131098346795308,2025-12-15 07:57:27
ETHUSDT,2022-12-04,2.413714285714286e-05,1188109.131,-0.020588508978989783,0.4596430163372898,2025-12-15 07:57:27
ETHUSDT,2022-12-11,3.0033809523809523e-05,1164119.568,-0.02019138004587906,0.4838158165595442,2025-12-15 07:57:27
ETHUSDT,2022-12-18,6.0762857142857144e-05,1031693.564,-0.11375635943265916,0.675540292570793,2025-12-15 07:57:27
ETHUSDT,2022-12-25,4.781857142857143e-05,1050609.728,0.018335060583938967,0.5630903505924796,2025-12-15 07:57:27
ETHUSDT,2023-01-01,7.623190476190477e-05,1130614.899,0.07615118046955693,0.7433764913464574,2025-12-15 07:57:27
ETHUSDT,2023-01-08,7.59352380952381e-05,1271941.671,0.12499992006562088,0.7156317419572815,2025-12-15 07:57:27
ETHUSDT,2023-01-15,0.00014953190476190478,1058217.151,-0.16803012659532557,1.1993367793741543,2025-12-15 07:57:27
ETHUSDT,2023-01-22,0.00010199190476190477,1102450.777,0.041800140886206316,0.8164305934814085,2025-12-15 07:57:27
ETHUSDT,2023-01-29,0.00010016952380952381,1053747.938,-0.044176883010169865,0.7768802725779176,2025-12-15 07:57:27
ETHUSDT,2023-02-05,0.0001,1037331.535,-0.015579060615917517,0.7521395994518097,2025-12-15 07:57:27
ETHUSDT,2023-02-12,8.134523809523809e-05,970258.714,-0.06465900123242663,0.5950303627377901,2025-12-15 07:57:27
ETHUSDT,2023-02-19,7.778428571428571e-05,955626.944,-0.015080276826042516,0.5544565186804999,2025-12-15 07:57:27
ETHUSDT,2023-02-26,7.618142857142857e-05,966730.736,0.011619379371538452,0.530088391172527,2025-12-15 07:57:27
ETHUSDT,2023-03-05,5.634857142857143e-05,926033.881,-0.04209740466967005,0.36639552730024183,2025-12-15 07:57:27
ETHUSDT,2023-03-12,3.298761904761905e-05,752531.552,-0.1873606706621137,0.18332551092680857,2025-12-15 07:57:27
ETHUSDT,2023-03-19,0.00011047571428571429,810022.516,0.07639674887678316,0.7726876591714733,2025-12-15 07:57:27
ETHUSDT,2023-03-26,5.604904761904762e-05,734652.267,-0.09304710364372137,0.3129083093924551,2025-12-15 07:57:27
ETHUSDT,2023-04-02,5.3000952380952375e-05,850026.398,0.15704590618244163,0.26065912921532336,2025-12-15 07:57:27
ETHUSDT,2023-04-09,3.540047619047619e-05,823646.481,-0.031034232656854566,0.08125087401973576,2025-12-15 07:57:27
ETHUSDT,2023-04-16,6.877095238095239e-05,1025256.583,0.24477747025061336,0.4268738263451189,2025-12-15 07:57:27
ETHUSDT,2023-04-23,5.641857142857143e-05,859173.023,-0.16199219078801075,0.12453438551355671,2025-12-15 07:57:27
ETHUSDT,2023-04-30,5.50847619047619e-05,774185.09,-0.09891829785721762,0.07976320061356716,2025-12-15 07:57:27
ETHUSDT,2023-05-07,5.979714285714285e-05,792677.284,0.023886011547961994,0.15523519705140776,2025-12-15 07:57:27
ETHUSDT,2023-05-14,3.431619047619047e-05,835029.248,0.0534290118499221,-0.39361124638175893,2025-12-15 07:57:27
ETHUSDT,2023-05-21,3.097e-05,816821.687,-0.021804698510392795,-0.45869560705842066,2025-12-15 07:57:27
ETHUSDT,2023-05-28,4.272571428571429e-05,832436.11,0.019116073004070477,-0.20610007868233243,2025-12-15 07:57:27
ETHUSDT,2023-06-04,7.192142857142857e-05,862784.567,0.036457400916930505,0.3824689130526541,2025-12-15 07:57:27
ETHUSDT,2023-06-11,4.4886666666666665e-05,828342.816,-0.0399192942448634,-0.40945747171887803,2025-12-15 07:57:27
ETHUSDT,2023-06-18,2.1162857142857144e-05,765814.266,-0.07548631893971791,-1.190280834358981,2025-12-15 07:57:27
ETHUSDT,2023-06-25,6.381952380952381e-05,754292.204,-0.015045504519238029,0.02131611160217773,2025-12-15 07:57:27
