date,upbit_price,upbit_open,upbit_high,upbit_low,binance_price,binance_open,binance_high,binance_low,bitget_price,bitget_open,bitget_high,bitget_low,krw_usd
2025-10-19,164806000.0,163631000.0,165996000.0,161250000.0,108642.78,107185.0,109450.07,106103.36,111145.33,108489.75,111723.02,107423.0,1419.4
2025-10-20,165911000.0,164806000.0,167468000.0,163398000.0,110532.09,108642.77,111705.56,107402.52,113418.73,111145.33,113562.5,107475.06,1419.5
2025-10-21,163400000.0,165911000.0,169336000.0,162011000.0,108297.67,110532.09,114000.0,107473.72,108403.53,113418.73,113994.97,106746.57,1420.2
2025-10-22,163153000.0,163400000.0,164406000.0,162500000.0,107567.44,108297.66,109163.88,106666.69,109906.06,108403.53,110294.12,106707.4,1423.7
2025-10-23,165546000.0,163153000.0,166400000.0,163035000.0,110078.18,107567.45,111293.61,107500.0,110049.65,109906.06,112119.61,109333.33,1430.1
2025-10-24,165703000.0,165546000.0,167381000.0,164420000.0,111004.89,110078.19,112104.98,109700.01,111387.02,110049.65,111948.76,109801.01,1436.6
2025-10-25,166310000.0,165703000.0,166849000.0,165331000.0,111646.27,111004.9,111943.19,110672.86,113705.38,111387.02,114023.68,111179.38,1436.35
2025-10-26,169514000.0,166330000.0,170000000.0,166104000.0,114559.4,111646.27,115466.8,111260.45,114974.96,113705.38,116400.0,112911.01,1436.225
2025-10-27,168980000.0,169514000.0,171500000.0,168793000.0,114107.65,114559.41,116400.0,113830.01,114642.0,114974.96,116089.5,113456.64,1436.1
2025-10-28,168263000.0,168980000.0,170859000.0,167550000.0,112898.45,114107.65,116086.0,112211.0,111520.7,114642.0,115586.02,111403.49,1432.5
2025-10-29,164617000.0,168263000.0,168401000.0,164000000.0,110021.29,112898.44,113643.73,109200.0,107710.39,111520.7,112022.33,107327.26,1434.3
2025-10-30,164258000.0,164597000.0,166201000.0,162000000.0,108322.88,110021.3,111592.0,106304.34,110200.02,107710.39,111158.52,106294.12,1433.0
