date,krw_usd
2025-09-25,1394.9
2025-09-26,1400.4
2025-09-27,1406.0
2025-09-28,1408.8
2025-09-29,1411.6
2025-09-30,1402.2
2025-10-01,1403.2
2025-10-02,1406.0
2025-10-03,1403.95
2025-10-04,1402.9250000000002
2025-10-05,1402.4125000000001
2025-10-06,1402.15625
2025-10-07,1402.028125
2025-10-08,1401.9640625000002
2025-10-09,1401.9320312500001
2025-10-10,1401.9
2025-10-11,1411.2
2025-10-12,1415.85
2025-10-13,1420.5
2025-10-14,1427.7
2025-10-15,1428.4
2025-10-16,1424.4
2025-10-17,1419.1
2025-10-18,1419.3
2025-10-19,1419.4
2025-10-20,1419.5
2025-10-21,1420.2
2025-10-22,1423.7
2025-10-23,1430.1
2025-10-24,1436.6
2025-10-25,1436.35
2025-10-26,1436.225
2025-10-27,1436.1
2025-10-28,1432.5
2025-10-29,1434.3
2025-10-30,1433.0
2025-10-31,1423.2
2025-11-01,1425.3000000000002
2025-11-02,1426.3500000000001
2025-11-03,1427.4
2025-11-04,1429.0
2025-11-05,1437.7
2025-11-06,1447.0
2025-11-07,1445.6
2025-11-08,1449.8
2025-11-09,1451.9
2025-11-10,1454.0
2025-11-11,1453.7
2025-11-12,1463.2
2025-11-13,1466.4
2025-11-14,1469.5
2025-11-15,1464.0
2025-11-16,1461.25
2025-11-17,1458.5
2025-11-18,1458.3
2025-11-19,1465.2
2025-11-20,1465.0
2025-11-21,1468.4
2025-11-22,1470.2
2025-11-23,1471.1
2025-11-24,1472.0
2025-11-25,1473.5
2025-11-26,1473.5
2025-11-27,1462.7
2025-11-28,1464.8
2025-11-29,1473.5
2025-11-30,1473.5
2025-12-01,1465.9
2025-12-02,1469.1
2025-12-03,1469.6
2025-12-04,1468.7
2025-12-05,1471.5
2025-12-06,1471.8
2025-12-07,1471.9499999999998
2025-12-08,1472.1
2025-12-09,1469.0
2025-12-10,1470.4
2025-12-11,1470.4
2025-12-12,1469.5
2025-12-13,1469.5
2025-12-14,1469.5
