symbol,date,open,high,low,close,volume,quote_volume,atr,rsi,upper_shadow,lower_shadow,upper_shadow_ratio,lower_shadow_ratio,weekly_range,weekly_range_pct,body_size,body_size_pct,volatility_ratio
BTCUSDT,2022-09-25,19417.45,19956.0,18125.98,18807.38,2285541.48793,43488049829.07041,,,,,,,1830.0200000000004,10.096116182407796,,,
ETHUSDT,2022-10-02,1294.62,1400.0,1253.2,1276.72,4714233.4876,6248873409.02993,,,,,,,146.79999999999995,11.714012128949884,,,
BTCUSDT,2022-10-02,18809.13,20385.86,18471.28,19056.8,2777070.91238,53761170640.89073,,,,,,,1914.5800000000017,10.36517231074404,,,
ETHUSDT,2022-10-09,1276.72,1383.99,1263.04,1323.13,2899060.4732,3880579020.471679,,,,,,,120.95000000000005,9.576102102862938,,,
BTCUSDT,2022-10-09,19057.74,20475.0,18959.68,19439.02,1690215.44019,33498469288.87016,,,,,,,1515.3199999999997,7.992328984455432,,,
ETHUSDT,2022-10-16,1323.13,1343.12,1190.0,1305.95,3388589.4231,4359774327.631974,,,,,,,153.1199999999999,12.867226890756292,,,
BTCUSDT,2022-10-16,19439.96,19951.87,18190.0,19262.98,1666942.47921,31973285240.12004,,,,,,,1761.869999999999,9.685926333150077,,,
ETHUSDT,2022-10-23,1305.96,1371.55,1252.65,1364.2,2951869.4931,3860712484.14561,,,,,,,118.89999999999986,9.491877220292967,,,
BTCUSDT,2022-10-23,19262.98,19706.66,18650.0,19570.4,1439566.24878,27726087449.710506,,,,,,,1056.6599999999999,5.665737265415549,,,
ETHUSDT,2022-10-30,1364.19,1663.06,1324.17,1590.44,6094414.837,9226735015.23757,,,,,,,338.8899999999999,25.59263538669505,,,
BTCUSDT,2022-10-30,19570.4,21085.0,19157.0,20627.48,2026392.42105,41163103270.30045,,,,,,,1928.0,10.064206295348958,,,
ETHUSDT,2022-11-06,1590.45,1680.0,1502.32,1568.29,4581252.7508,7266447583.428436,,,,,,,177.68000000000006,11.827040843495398,,,
BTCUSDT,2022-11-06,20627.48,21480.65,20031.24,20905.58,2205754.83045,45589276905.342834,,,,,,,1449.4099999999999,7.2357477619957615,,,
ETHUSDT,2022-11-13,1568.25,1608.04,1073.53,1221.49,9856350.1681,12856429014.81681,280.2485714285714,32.62636784921531,,,,,534.51,49.78994532057791,,,0.22943173618168908
BTCUSDT,2022-11-13,20905.58,21069.77,15588.0,16329.85,3234391.873932,58481935198.61975,2429.5992857142855,26.6342208281892,,,,,5481.77,35.16660251475494,,,0.1487827068659103
ETHUSDT,2022-11-20,1221.5,1291.2,1132.65,1142.21,3872561.5274,4732252766.127394,264.91499999999996,31.41404199475066,,,,,158.54999999999995,13.99814594093497,,,0.2319319564703513
BTCUSDT,2022-11-20,16331.78,17190.0,15815.21,16280.23,1626234.48043,27077469872.70158,2357.593571428571,26.557007152952124,,,,,1374.7900000000009,8.692834303180298,,,0.14481328405241026
ETHUSDT,2022-11-27,1142.21,1235.66,1075.0,1193.88,3852198.0722,4462097443.678077,241.47642857142858,38.64481903976789,,,,,160.66000000000008,14.945116279069776,,,0.20226189279611734
BTCUSDT,2022-11-27,16279.5,16812.63,15476.0,16428.78,1561058.479583,25506770070.360386,2135.2514285714287,32.428826944240825,,,,,1336.630000000001,8.636792452830196,,,0.12997017603080868
BTCUSDT,2022-12-04,16428.77,17324.0,15995.27,17105.7,1572173.55626,26360161543.308464,2060.1607142857147,40.714304665380524,,,,,1328.7299999999996,8.30701826227378,,,0.12043708905719816
ETHUSDT,2022-12-04,1193.88,1309.77,1151.02,1279.41,3279474.5966,4094604345.545465,231.53,45.819265143992055,,,,,158.75,13.792114819898874,,,0.1809662266200827
ETHUSDT,2022-12-11,1279.4,1305.11,1218.01,1263.01,2267254.9617,2862688271.100078,221.47142857142853,40.275377737327275,,,,,87.09999999999991,7.1510086124087575,,,0.1753520784248965
BTCUSDT,2022-12-11,17106.65,17424.25,16678.83,17085.05,1443791.97519,24639487914.908703,2039.387142857143,38.58359421075345,,,,,745.4199999999983,4.469258335266911,,,0.1193667646777237
BTCUSDT,2022-12-18,17085.05,18387.95,16527.32,16738.21,1511897.62621,26143428661.14803,1933.0585714285717,27.46002863197286,,,,,1860.630000000001,11.25790509290073,,,0.11548777147786841
ETHUSDT,2022-12-18,1263.0,1352.72,1155.32,1183.06,3300225.297,4143543432.630187,214.26142857142855,30.811255553727165,,,,,197.4000000000001,17.086175258802765,,,0.1811078293336167
BTCUSDT,2022-12-25,16739.0,17061.27,16256.3,16832.11,1148035.81471,19261867584.5081,1742.0571428571432,35.59811353774096,,,,,804.9700000000012,4.9517417862613335,,,0.10349606453719368
ETHUSDT,2022-12-25,1183.06,1237.99,1150.51,1218.51,1978460.2941,2386533155.009929,187.83499999999998,44.83572255364616,,,,,87.48000000000002,7.60358449730989,,,0.15415138160540331
BTCUSDT,2023-01-01,16832.11,16972.83,16333.0,16616.75,1028681.78419,17128649384.378353,1657.0435714285718,37.23089119068299,,,,,639.8300000000017,3.9174064776832287,,,0.09972127951787033
ETHUSDT,2023-01-01,1218.52,1233.73,1181.06,1200.34,1565275.6649,1881312176.942144,178.1042857142857,45.719499904665916,,,,,52.67000000000007,4.459553282644411,,,0.14837819760591642
BTCUSDT,2023-01-08,16617.17,17176.99,16548.7,17127.83,1112349.61417,18710795015.112286,1565.1657142857146,39.08893140004369,,,,,628.2900000000009,3.796612422728075,,,0.0913814367777888
ETHUSDT,2023-01-08,1200.33,1296.0,1193.0,1290.16,1874373.9047,2333950635.870206,174.97571428571428,50.57274354385068,,,,,103.0,8.633696563285834,,,0.13562326710308353
ETHUSDT,2023-01-15,1290.15,1599.98,1285.44,1552.52,4219468.6884,5995974332.998142,188.80357142857142,58.255893467698385,,,,,314.53999999999996,24.4694423699278,,,0.12161103974736004
BTCUSDT,2023-01-15,17127.83,21258.0,17104.66,20871.5,2145455.73458,40310160794.01672,1753.5957142857146,55.870357742341575,,,,,4153.34,24.28192083327,,,0.08401867207846656
BTCUSDT,2023-01-22,20872.99,23371.8,20407.15,22707.88,2108890.06922,45622643727.577324,1839.5085714285717,62.42632364929696,,,,,2964.649999999998,14.52750629068732,,,0.08100749922179312
ETHUSDT,2023-01-22,1552.52,1679.26,1501.39,1627.44,3509158.2566,5563072183.617033,190.57142857142858,61.108922660142774,,,,,177.8699999999999,11.847021759835878,,,0.11709889677741027
BTCUSDT,2023-01-29,22706.02,23960.54,22300.0,23742.3,1946352.796,44778423206.51019,1882.6428571428573,64.29878738441079,,,,,1660.5400000000009,7.446367713004489,,,0.0792948811674883
ETHUSDT,2023-01-29,1627.43,1660.0,1518.0,1644.72,3426332.1614,5471217280.111512,192.2214285714286,59.975676021678204,,,,,142.0,9.354413702239789,,,0.11687182533892006
BTCUSDT,2023-02-05,23743.37,24255.0,22500.0,22932.91,1949971.72168,45526556536.272514,1870.2857142857144,58.03811692808046,,,,,1755.0,7.8,,,0.08155466158833373
ETHUSDT,2023-02-05,1644.73,1714.68,1535.0,1629.02,3234339.8978,5268538692.169582,180.8492857142857,51.613577809750055,,,,,179.68000000000006,11.705537459283393,,,0.11101722858791525
ETHUSDT,2023-02-12,1629.01,1697.91,1490.0,1514.83,2973123.9347,4742110523.124836,183.00857142857143,47.92391574499814,,,,,207.91000000000008,13.95369127516779,,,0.12081129329929526
BTCUSDT,2023-02-12,22932.91,23452.0,21451.0,21783.54,1976378.51282,44353818613.73314,1909.6850000000002,52.8857708580399,,,,,2001.0,9.32823644585334,,,0.08766642152744687
BTCUSDT,2023-02-19,21782.37,25250.0,21351.07,24271.76,2497565.47508,58739519125.7017,1796.6250000000002,80.25634754277728,,,,,3898.9300000000003,18.261052022217157,,,0.07402120818597417
ETHUSDT,2023-02-19,1514.82,1742.97,1461.93,1679.75,3974311.7909,6421789933.460156,164.90357142857144,70.72374371404797,,,,,281.03999999999996,19.223902649237647,,,0.09817149660876406
BTCUSDT,2023-02-26,24272.51,25250.0,22722.0,23554.85,2237983.72753,53750017281.893585,1878.997142857143,76.37325746139334,,,,,2528.0,11.125781181234046,,,0.0797711360020184
ETHUSDT,2023-02-26,1679.74,1719.89,1557.33,1641.36,3113162.2863,5123368045.573016,165.19000000000005,73.43977459497533,,,,,162.56000000000017,10.438378506803323,,,0.10064215041185362
BTCUSDT,2023-03-05,23554.85,24000.0,21971.13,22430.24,1698503.29143,39224677036.713524,1928.4428571428573,70.31952122602543,,,,,2028.869999999999,9.234254223610707,,,0.08597513255064847
ETHUSDT,2023-03-05,1641.37,1677.86,1544.39,1564.58,3002562.809,4831157752.481016,163.24785714285716,67.0067715119373,,,,,133.4699999999998,8.642247100797066,,,0.10433973152082805
ETHUSDT,2023-03-12,1564.57,1594.19,1368.39,1580.33,5261721.2704,7800469660.256953,168.03714285714287,64.7498235432515,,,,,225.79999999999995,16.501143679798883,,,0.1063304138104971
BTCUSDT,2023-03-12,22430.24,22602.19,19549.09,21997.11,2718623.72856,57109899451.5641,2051.6121428571428,66.83914064581694,,,,,3053.0999999999985,15.617606753050902,,,0.0932673493407608
ETHUSDT,2023-03-19,1580.33,1841.36,1565.0,1780.68,6262787.8403,10651976477.200106,181.55571428571426,71.49738793883873,,,,,276.3599999999999,17.658785942492006,,,0.10195864180297091
BTCUSDT,2023-03-19,21998.05,28390.1,21813.88,27972.87,3775888.94983,95305973200.80875,2468.097857142857,76.58283786740004,,,,,6576.2199999999975,30.146952307429935,,,0.08823184239382148
BTCUSDT,2023-03-26,27972.87,28868.05,26601.8,27968.05,1437828.84706,40105785082.654655,2497.070714285714,77.88356966423036,,,,,2266.25,8.519160357569788,,,0.08928297519082361
ETHUSDT,2023-03-26,1780.67,1857.16,1710.12,1773.88,4323928.0818,7671877696.937458,177.95857142857145,76.12213497453311,,,,,147.0400000000002,8.598227025004105,,,0.10032165164981365
ETHUSDT,2023-04-02,1773.88,1847.28,1686.13,1794.51,3373183.9183,6014711890.497768,183.2207142857143,75.80506424385786,,,,,161.14999999999986,9.557388813436678,,,0.10210069282740933
