symbol,date,open,high,low,close,volume,quote_volume,atr,rsi,upper_shadow,lower_shadow,upper_shadow_ratio,lower_shadow_ratio,weekly_range,weekly_range_pct,body_size,body_size_pct,volatility_ratio
BTCUSDT,2023-04-02,27968.05,29184.68,26508.14,28171.87,500795.73087,13977682781.951063,2630.7542857142857,78.0036390684222,,,,,2676.540000000001,10.0970494346265,,,0.09338230957740064
BTCUSDT,2023-04-09,28171.87,28775.0,27200.24,28323.76,306532.39014,8605878331.589554,2697.5349999999994,79.00147992391794,,,,,1574.7599999999984,5.789507739637585,,,0.09523929732493142
ETHUSDT,2023-04-09,1794.51,1942.98,1762.77,1858.92,2964842.5896,5499843557.054501,192.3307142857143,78.33089563795922,,,,,180.21000000000004,10.22311475688831,,,0.10346368551939529
BTCUSDT,2023-04-16,28323.76,31000.0,28170.0,30304.65,377573.74044,11332769446.671257,2854.7999999999997,80.42684526316569,,,,,2830.0,10.046148384806532,,,0.09420336483014982
ETHUSDT,2023-04-16,1858.91,2141.54,1846.4,2118.67,3684963.8428,7344658098.943279,206.05499999999998,81.09485599333448,,,,,295.1399999999999,15.984618717504326,,,0.09725676957714036
BTCUSDT,2023-04-23,30304.66,30485.0,27125.0,27590.6,430421.84646,12389863959.154465,2798.132857142857,66.2897856151624,,,,,3360.0,12.387096774193548,,,0.1014161655470652
ETHUSDT,2023-04-23,2118.66,2125.0,1825.0,1862.0,3606341.1812,7086965465.607825,205.01642857142855,61.66493283278303,,,,,300.0,16.43835616438356,,,0.1101054933251496
BTCUSDT,2023-04-30,27590.59,30036.0,26942.82,29233.21,444613.47701,12771602994.747986,2807.3135714285713,65.97005661802388,,,,,3093.1800000000003,11.48053544506477,,,0.09603165616873999
ETHUSDT,2023-04-30,1862.01,1964.72,1785.0,1870.09,3455930.7413,6505337788.982606,205.14857142857142,59.63118495526747,,,,,179.72000000000003,10.068347338935576,,,0.10969983873961757
BTCUSDT,2023-05-07,29233.2,29820.0,27666.95,28430.1,360117.97447,10354875658.978004,2842.492857142857,61.60428109302733,,,,,2153.0499999999993,7.782028738259907,,,0.09998181002328015
ETHUSDT,2023-05-07,1870.08,2019.0,1806.12,1870.4,3206970.9473,6070225084.00406,210.21142857142857,59.079936269855324,,,,,212.8800000000001,11.786592253006452,,,0.11238848832946352
ETHUSDT,2023-05-14,1870.41,1887.47,1740.0,1799.21,3088278.6267,5624882961.753958,207.91071428571428,56.55469369834313,,,,,147.47000000000003,8.475287356321841,,,0.11555666891897792
BTCUSDT,2023-05-14,28430.09,28631.01,25811.46,26917.62,338765.74243,9246865802.238815,2918.532142857143,59.532037392227515,,,,,2819.5499999999993,10.923636245295691,,,0.10842459856618612
BTCUSDT,2023-05-21,26917.61,27663.59,26361.2,26747.78,230394.72253,6232670750.250422,2868.6314285714284,62.45910328910448,,,,,1302.3899999999994,4.940556575573188,,,0.10724745861418886
ETHUSDT,2023-05-21,1799.2,1846.7,1771.12,1804.91,1877652.6148,3407350956.478124,198.45857142857145,62.19089885184999,,,,,75.58000000000015,4.267356249153087,,,0.10995482956411756
ETHUSDT,2023-05-28,1804.91,1918.65,1761.41,1908.64,2198755.7685,4016568564.039565,189.6157142857143,60.14088875105223,,,,,157.24,8.926939213471027,,,0.09934598158150006
BTCUSDT,2023-05-28,26747.78,28261.32,25871.89,28065.0,251061.07389,6732832133.081762,2760.81,60.11469169341171,,,,,2389.4300000000003,9.235622136612363,,,0.09837199358631747
ETHUSDT,2023-06-04,1908.64,1927.62,1840.0,1890.01,1810516.8326,3418990750.083204,184.2628571428571,61.21267327447037,,,,,87.61999999999989,4.761956521739124,,,0.09749305937156792
BTCUSDT,2023-06-04,28065.01,28447.14,26505.0,27115.21,233113.44204,6370610147.837866,2718.962857142857,59.37725518620397,,,,,1942.1399999999994,7.327447651386529,,,0.10027445323649926
ETHUSDT,2023-06-11,1890.0,1898.29,1715.03,1752.76,2735840.9155,4970373524.978636,187.81928571428574,58.046969878384616,,,,,183.26,10.685527366868218,,,0.1071563053209143
BTCUSDT,2023-06-11,27115.2,27391.77,25351.02,25925.55,347786.76863,9123681850.269142,2719.8114285714287,59.17448988323314,,,,,2040.75,8.049971953791209,,,0.10490853341863253
ETHUSDT,2023-06-18,1752.77,1770.13,1626.01,1720.95,2052207.1051,3501748038.764581,181.98499999999999,55.931731515540115,,,,,144.12000000000012,8.863414124144384,,,0.10574682588105405
BTCUSDT,2023-06-18,25925.54,26839.99,24800.0,26339.97,265685.74051,6864197309.52217,2647.446428571428,61.410346414886526,,,,,2039.9900000000016,8.225766129032266,,,0.1005106091074298
BTCUSDT,2023-06-25,26339.98,31431.94,26256.61,30462.66,408189.22942,11977753742.2716,2547.382857142857,57.24733063248045,,,,,5175.329999999998,19.710579545493488,,,0.08362312605474562
ETHUSDT,2023-06-25,1720.95,1936.42,1698.0,1898.8,2571304.7446,4756279887.339061,179.27500000000003,55.079032008393376,,,,,238.42000000000007,14.041224970553598,,,0.0944148936170213
ETHUSDT,2023-07-02,1898.8,1959.2,1816.56,1937.48,2555824.0945,4814136025.350568,178.96071428571432,56.84690717334896,,,,,142.6400000000001,7.852204166116182,,,0.09236777375029126
BTCUSDT,2023-07-02,30462.67,31282.0,29500.0,30617.03,294881.44198,8977334209.174368,2512.7935714285713,57.64415207850941,,,,,1782.0,6.040677966101695,,,0.08207176108945156
BTCUSDT,2023-07-09,30617.02,31500.0,29701.02,30160.71,244056.69119,7465890814.405819,2450.110714285714,55.65675389405973,,,,,1798.9799999999996,6.056963700236556,,,0.081235180282086
ETHUSDT,2023-07-09,1937.49,1976.16,1826.0,1862.8,1745434.2954,3332053832.414675,178.1757142857143,52.73433433433434,,,,,150.16000000000008,8.223439211391023,,,0.09564940642350993
ETHUSDT,2023-07-16,1862.81,2029.11,1846.63,1922.11,2021480.9564,3896307470.325721,178.33785714285713,52.540505769308076,,,,,182.4799999999998,9.881784656374032,,,0.09278233667316498
BTCUSDT,2023-07-16,30160.71,31804.2,29900.0,30231.99,269249.39031,8259233660.698027,2473.6421428571425,55.4524814086508,,,,,1904.2000000000007,6.3685618729097015,,,0.08182200850348066
ETHUSDT,2023-07-23,1922.12,1936.18,1851.18,1888.73,1454848.7617,2760466926.697755,163.32785714285714,38.698293488518395,,,,,85.0,4.591665856372692,,,0.0864749631460596
BTCUSDT,2023-07-23,30232.0,30417.46,29512.0,30083.75,180919.27148,5421859687.909929,2336.1749999999997,49.29497359901137,,,,,905.4599999999991,3.068107888316614,,,0.07765571113973489
BTCUSDT,2023-07-30,30083.75,30099.58,28861.9,29281.09,168154.81375,4928069284.783114,2184.5807142857143,56.14514031214081,,,,,1237.6800000000003,4.288283169160728,,,0.07460721968634755
ETHUSDT,2023-07-30,1888.74,1890.86,1833.19,1861.79,1234833.0557,2301021465.901742,146.01857142857145,49.986667513173764,,,,,57.669999999999845,3.1458823144354837,,,0.07842913079808757
BTCUSDT,2023-08-06,29281.09,30047.5,28585.7,29088.42,190359.38216,5563549381.822339,2068.053571428571,49.41164997257157,,,,,1461.7999999999993,5.113745684030824,,,0.07109542462012619
ETHUSDT,2023-08-06,1861.79,1879.74,1813.8,1830.28,1323802.4295,2440238407.563495,137.89142857142858,47.54553189390483,,,,,65.94000000000005,3.6354614621237213,,,0.07533898014043129
BTCUSDT,2023-08-13,29088.43,30244.0,28701.03,29303.84,178844.98681,5273077531.6069975,2024.4764285714284,53.72849503203022,,,,,1542.9700000000012,5.376009153678461,,,0.06908570441865054
ETHUSDT,2023-08-13,1830.28,1876.51,1802.0,1840.73,1076853.3198,1987961748.621808,128.00785714285715,48.193299314342774,,,,,74.50999999999999,4.134850166481686,,,0.06954189758566283
ETHUSDT,2023-08-20,1840.73,1856.5,1550.0,1685.24,2319472.4485,3999013698.582966,139.36714285714285,43.706166267215956,,,,,306.5,19.774193548387096,,,0.08269869149625149
BTCUSDT,2023-08-20,29303.85,29695.32,25166.0,26189.99,307223.55373,8459713612.093009,2146.602857142857,47.2683341805303,,,,,4529.32,17.99777477549074,,,0.08196272152615777
ETHUSDT,2023-08-27,1685.23,1702.11,1580.0,1658.33,1662375.1205,2749362776.169276,142.69071428571428,42.090608879583854,,,,,122.1099999999999,7.7284810126582215,,,0.08604482478500315
BTCUSDT,2023-08-27,26190.0,26819.27,25300.0,26101.77,188618.43325,4923481690.987551,2162.094285714286,47.559797262331344,,,,,1519.2700000000004,6.005019762845851,,,0.08283324409472177
BTCUSDT,2023-09-03,26101.78,28142.85,25333.75,25971.21,258183.08813,6876152878.867963,2192.070714285714,41.31218283589831,,,,,2809.0999999999985,11.088370257068135,,,0.08440387314590711
ETHUSDT,2023-09-03,1658.33,1745.84,1602.33,1635.84,1763401.206,2948217467.960305,141.70999999999998,33.8652440322695,,,,,143.51,8.956332341028379,,,0.08662827660406885
ETHUSDT,2023-09-10,1635.84,1670.0,1600.0,1617.42,1308523.2053,2135106175.697674,140.45142857142858,33.8736585539004,,,,,70.0,4.375,,,0.0868367081966518
BTCUSDT,2023-09-10,25971.21,26445.5,25372.51,25841.61,156769.66561,4053984258.001291,2129.9885714285715,44.32945442370232,,,,,1072.9900000000016,4.22894699814879,,,0.08242476267649622
BTCUSDT,2023-09-17,25841.6,26888.0,24901.0,26527.51,221247.03537,5773266974.892976,2126.1492857142857,52.806026365348394,,,,,1987.0,7.979599212883016,,,0.08014884494301523
ETHUSDT,2023-09-17,1617.42,1654.08,1531.01,1622.48,1646998.1296,2641972770.20211,136.15214285714285,40.86369884148223,,,,,123.06999999999994,8.03848439918746,,,0.0839160685229666
BTCUSDT,2023-09-24,26527.5,27483.57,26122.08,26248.38,191220.58923,5139867700.209755,2077.685,49.5676008954849,,,,,1361.489999999998,5.212027526138799,,,0.07915478974321462
ETHUSDT,2023-09-24,1622.48,1669.5,1567.77,1580.71,1263736.9807,2045249408.559388,133.1242857142857,40.30071651865992,,,,,101.73000000000002,6.488834459136227,,,0.08421803222240999
BTCUSDT,2023-10-01,26248.39,28065.51,25990.46,27992.57,189937.16919,5073578850.209523,1856.2364285714284,34.96123549603588,,,,,2075.0499999999993,7.983891012317594,,,0.0663117544609669
ETHUSDT,2023-10-01,1580.71,1751.0,1563.01,1733.79,1522616.2518,2495362719.084514,129.52214285714282,38.18267757136514,,,,,187.99,12.027434245462281,,,0.07470463138969703
BTCUSDT,2023-10-08,27992.58,28580.0,27160.5,27917.05,217523.39638,6040607903.040582,1830.3435714285713,33.40222485602861,,,,,1419.5,5.226339721286427,,,0.0655636455652933
ETHUSDT,2023-10-08,1733.8,1744.0,1606.73,1632.84,1508277.4331,2494966852.120136,129.1385714285714,29.969491347114825,,,,,137.26999999999998,8.543439159037298,,,0.07908831938743012
BTCUSDT,2023-10-15,27917.06,27987.93,26538.66,27154.15,164897.39085,4470534793.716654,1805.3642857142856,32.18892103685485,,,,,1449.2700000000004,5.460976552697086,,,0.06648575947743846
ETHUSDT,2023-10-15,1632.85,1636.0,1521.0,1557.77,1491107.7151,2333403403.114516,126.62714285714283,29.954129043281668,,,,,115.0,7.5608152531229464,,,0.08128744478141371
ETHUSDT,2023-10-22,1557.78,1667.8,1541.61,1663.7,1768361.9508,2817652632.758305,122.60642857142855,33.99838999318844,,,,,126.19000000000005,8.185598173338267,,,0.0736950343039181
BTCUSDT,2023-10-22,27154.14,30379.99,27112.66,29992.46,294677.81127,8499515365.787606,1902.7307142857142,48.93135376727576,,,,,3267.3300000000017,12.050938565231156,,,0.06344030180537756
ETHUSDT,2023-10-29,1663.69,1865.54,1657.07,1795.14,2612130.0596,4642763718.313896,131.42571428571426,44.83219401221412,,,,,208.47000000000003,12.580639321211537,,,0.0732119580008881
BTCUSDT,2023-10-29,29992.46,35280.0,29883.6,34525.89,373306.40874,12510582555.688179,2223.512142857143,64.24460440882586,,,,,5396.4000000000015,18.058065293338156,,,0.0644012983548619
ETHUSDT,2023-11-05,1795.14,1912.67,1777.11,1891.71,2246065.6763,4104503766.554167,136.98928571428573,51.53413868777816,,,,,135.56000000000017,7.6281153108136355,,,0.07241558469019338
BTCUSDT,2023-11-05,34525.88,35984.99,34025.0,35011.88,249862.2126,8674977274.689405,2275.1057142857144,68.75787607630163,,,,,1959.989999999998,5.760440852314469,,,0.0649809640123785
ETHUSDT,2023-11-12,1891.71,2136.99,1850.32,2044.68,3217824.3491,6424564928.008387,152.75571428571428,59.77567025351085,,,,,286.66999999999985,15.492995806130825,,,0.07470886118400644
BTCUSDT,2023-11-12,35011.89,37972.24,34523.06,37064.13,261060.64807,9471933747.1349,2417.0614285714287,73.27278764793319,,,,,3449.1800000000003,9.990945182727142,,,0.06521295464297769
ETHUSDT,2023-11-19,2044.69,2118.0,1904.0,2011.47,2909811.5943,5837102318.256619,162.7192857142857,57.62667953116066,,,,,214.0,11.239495798319329,,,0.08089570598332846
BTCUSDT,2023-11-19,37064.13,37980.0,34800.0,37359.86,255993.59565,9352112203.070751,2533.992142857143,73.39746903676787,,,,,3180.0,9.137931034482758,,,0.06782659632175128
ETHUSDT,2023-11-26,2011.47,2133.02,1928.41,2062.33,2436005.7188,4972138606.288015,155.44142857142856,68.5808047460901,,,,,204.6099999999999,10.610295528440524,,,0.07537175358523057
BTCUSDT,2023-11-26,37359.85,38414.0,35632.01,37447.43,229889.97507,8562639983.079347,2409.182857142857,89.66876449155352,,,,,2781.989999999998,7.8075584285029045,,,0.06433506537412198
