id,chain_type,address,name_tag,balance,percentage,txn_count,created_at
VTC239,VTC,VnqpVz6G3PnBAYx76UDJgfSs3j4hgztBi7,Vertcoin,"20,000 VTC",0.03%,1,2025-12-15 08:19:39
VTC240,VTC,Vtfvna6ppA8Tx8CUJhr5NxsgHEWGZe4RUi,Vertcoin,"20,000 VTC",0.03%,1,2025-12-15 08:19:39
VTC241,VTC,VgZDBC96SyMyQzxyHM6vVGJwxyXo8x3fgt,Vertcoin,"19,950 VTC",0.03%,1,2025-12-15 08:19:39
VTC242,VTC,VpWrkENM6eoPAQGJqRbu6QqwEiHXcuJxMg,Vertcoin,"19,945 VTC",0.03%,10,2025-12-15 08:19:39
VTC243,VTC,Vuo1jaAGkT3wJaFnPqKTrHighAfqA79bCT,Vertcoin,"19,892 VTC",0.03%,1,2025-12-15 08:19:39
VTC244,VTC,VgZUH5KZcN4ir2ZzySR1SQgDs1FUdQrKQT,Vertcoin,"19,866 VTC",0.03%,7,2025-12-15 08:19:39
VTC245,VTC,VopWnTYVRQCdWzCzwsjAcey43CCsqrHsrT,Vertcoin,"19,818 VTC",0.03%,3,2025-12-15 08:19:39
VTC246,VTC,VnEs5aq3rKTNTgnCaoAakTjAc6y1e811dx,Vertcoin,"19,800 VTC",0.03%,1,2025-12-15 08:19:39
VTC247,VTC,VtDwxZCwu4HqJvXoEmWKRknXaZ5bvN4SLx,Vertcoin,"19,782 VTC",0.03%,1,2025-12-15 08:19:39
VTC248,VTC,VjaeABdFCYnyaJtMykthMwcig7stZTtqHh,Vertcoin,"19,756 VTC",0.03%,1,2025-12-15 08:19:39
VTC249,VTC,VuDLQMfmRNuFuoHP3V8FPErJjRQuEDnDnG,Vertcoin,"19,754 VTC",0.03%,1,2025-12-15 08:19:39
VTC250,VTC,Vmy7Etm6iP84SLWpxjt8xiXNZua2xY1jg4,Vertcoin,"19,750 VTC",0.03%,1,2025-12-15 08:19:39
VTC251,VTC,Vgjqz1a63dgcDMzgLco3w5yPH4nTTzfLzB,Vertcoin,"19,747 VTC",0.03%,1,2025-12-15 08:19:39
VTC252,VTC,VbqRHm5PmP8SnJiNVpF5f4XjZQcz5Fbv9d,Vertcoin,"19,718 VTC",0.03%,1,2025-12-15 08:19:39
VTC253,VTC,VngD4o3sjQy7TLTAki9GFf6yHRsGyDCPHp,Vertcoin,"19,678 VTC",0.03%,1,2025-12-15 08:19:39
VTC254,VTC,VbeFCeXHGiFHuLExHaRfZ4emcprn5B24Uk,Vertcoin,"19,661 VTC",0.03%,1,2025-12-15 08:19:39
VTC255,VTC,Vg6RGCHLMbKve47yuh5HLQwFEnPu3LwfwT,Vertcoin,"19,648 VTC",0.03%,1,2025-12-15 08:19:39
VTC256,VTC,VwSyACY1rnUWxsXESnviJR3jvVyyfnKAjW,Vertcoin,"19,579 VTC",0.03%,1,2025-12-15 08:19:39
VTC257,VTC,VdzXrTQDjWeZZUdrTsSiB1bfwMWTDJwVSy,Vertcoin,"19,552 VTC",0.03%,1,2025-12-15 08:19:39
VTC258,VTC,VsQbQvbuz7qYoLZZ466hz49kYbQG4pv5C1,Vertcoin,"19,380 VTC",0.03%,1,2025-12-15 08:19:39
VTC259,VTC,Vf4dtYoXpCbvnawnMUzMMhX1QcyWBNEfZt,Vertcoin,"19,373 VTC",0.03%,1,2025-12-15 08:19:39
VTC260,VTC,VqcyH2LCuUJ3VTmcTZ5H79hWomvDVvdZiG,Vertcoin,"19,255 VTC",0.03%,222342,2025-12-15 08:19:39
VTC261,VTC,VuaBT7mfwXPSPV1hNiPR5pVEd9S2ewT3CW,Vertcoin,"19,152 VTC",0.03%,1,2025-12-15 08:19:39
VTC262,VTC,ViJEdZKszsiQECHzHtZT96Fb9H232qevzW,Vertcoin,"19,074 VTC",0.03%,66,2025-12-15 08:19:39
VTC263,VTC,VkYrP47UaBxBFQhg4Hrg13Sa7HYMcSGwam,Vertcoin,"19,046 VTC",0.03%,507,2025-12-15 08:19:39
VTC264,VTC,Vma3vhbyDUiwJRKaJMmwCCzmKmp1QBVegv,Vertcoin,"19,014 VTC",0.03%,8,2025-12-15 08:19:39
VTC265,VTC,VxbwBQ7ge2qNWNY1Szy95EPWXDDs4hz1NE,Vertcoin,"18,780 VTC",0.03%,1,2025-12-15 08:19:39
VTC266,VTC,VvH3sLEeP15x1JWxukSoFCZw6tU3eoK1gn,Vertcoin,"18,778 VTC",0.03%,27,2025-12-15 08:19:39
VTC267,VTC,VnUDE7oT9XFMkDtq6vKiAQWrbvM3TczWfk,Vertcoin,"18,575 VTC",0.03%,55,2025-12-15 08:19:39
VTC268,VTC,VgKetX8FiuJ4gHDVwpHtbM8JvAUPNe7eGK,Vertcoin,"18,489 VTC",0.03%,1,2025-12-15 08:19:39
VTC269,VTC,VxPkRLA5fKnKDeMuch5DfPfGG82HXpB1N6,Vertcoin,"18,479 VTC",0.03%,1,2025-12-15 08:19:39
VTC270,VTC,VpXANKLnzgGyWzL26DWauuVHEzHKitb6yF,Vertcoin,"18,441 VTC",0.03%,1,2025-12-15 08:19:39
VTC271,VTC,Vxa8wyCzJs3rkoiodX9i7xmf7TGPmcBMmE,Vertcoin,"18,407 VTC",0.03%,1,2025-12-15 08:19:39
VTC272,VTC,VnxhLGEAtNsgD5omGtGMdc8i9GB6auAh4A,Vertcoin,"18,391 VTC",0.03%,1,2025-12-15 08:19:39
VTC273,VTC,VpStUHupmsbAbbWfkSU8rHEK9CzeMFVufX,Vertcoin,"18,370 VTC",0.03%,2,2025-12-15 08:19:39
VTC274,VTC,VxgAtvTZRfsqPrVZcrBKAG348MFfheakQi,Vertcoin,"18,006 VTC",0.02%,13,2025-12-15 08:19:39
VTC275,VTC,VeWcovaAs4gMA1hUKPAfA28XVbknegTYMy,Vertcoin,"17,952 VTC",0.02%,1,2025-12-15 08:19:39
VTC276,VTC,VvvoAYHjZJYQx94wJzTFjVU1sGxoYsP2dp,Vertcoin,"17,853 VTC",0.02%,1,2025-12-15 08:19:39
VTC277,VTC,VvMQ3bbnwov6gXstvyeFbtv512MLSuxtev,Vertcoin,"17,655 VTC",0.02%,1315,2025-12-15 08:19:39
VTC278,VTC,Vw8uPEZLndXhJA7cDCQ9B3A2KU2DQ4HrKy,Vertcoin,"17,500 VTC",0.02%,4,2025-12-15 08:19:39
VTC279,VTC,VkutUbmuHQyqZT1tt6G3kw3xK1TLVD6SpY,Vertcoin,"17,463 VTC",0.02%,1,2025-12-15 08:19:39
VTC280,VTC,VtPJsYsWaKjxAbDkgxLtMC3c7zokDzvGrY,Vertcoin,"17,442 VTC",0.02%,1,2025-12-15 08:19:39
VTC281,VTC,VpQv3UWARHKc2NuwnGmKLkQXjSVJBH6GXL,Vertcoin,"17,419 VTC",0.02%,1,2025-12-15 08:19:39
VTC282,VTC,VqxxRk14GzmUpYZUYjSmMzxEmwcZ5gBszg,Vertcoin,"17,343 VTC",0.02%,1,2025-12-15 08:19:39
VTC283,VTC,VuHCctK93gyAweW8aaKgAVWPKkFT4Ddqnr,Vertcoin,"17,211 VTC",0.02%,1,2025-12-15 08:19:39
VTC284,VTC,Vuz5rfoxWx4YX7htrziHnndvsx1o9RDA6u,Vertcoin,"17,185 VTC",0.02%,2,2025-12-15 08:19:39
VTC285,VTC,VedX2cpnAytemwMxLtgtwzmJUhyi1w1Epq,Vertcoin,"17,101 VTC",0.02%,3,2025-12-15 08:19:39
VTC286,VTC,VjCbHhugzTS9CSVsdYpLGYQtrvHTzhcVHh,Vertcoin,"16,990 VTC",0.02%,2,2025-12-15 08:19:39
VTC287,VTC,Vw4s4ZUoY9PWGkJbKW3c6MUmrG4auuZeN8,Vertcoin,"16,908 VTC",0.02%,1626,2025-12-15 08:19:39
VTC288,VTC,Vj2csjH1Sk5XWVRx4bXPhqM56SuSFbQWTj,Vertcoin,"16,667 VTC",0.02%,1,2025-12-15 08:19:39
VTC289,VTC,VefSbJ6gHCQxxA1vt8fHWBqMUJbkNcfPE5,Vertcoin,"16,541 VTC",0.02%,1,2025-12-15 08:19:39
VTC290,VTC,Vt6JZGa9xYbFMCHP3fmnUhjr4w2j8T5QFf,Vertcoin,"16,500 VTC",0.02%,1,2025-12-15 08:19:39
VTC291,VTC,VsGxDA37wJju6TpeGkghwzc1fpSEUUDb6U,Vertcoin,"16,302 VTC",0.02%,1,2025-12-15 08:19:39
VTC292,VTC,Vvjo5ZmMuPQd3szDZLixFfn3kM4Shipxhp,Vertcoin,"16,218 VTC",0.02%,3,2025-12-15 08:19:39
VTC293,VTC,VtnmUB77pR3xSW53GXqYaZAiHgopgHTdsS,Vertcoin,"16,207 VTC",0.02%,1,2025-12-15 08:19:39
VTC294,VTC,VjZcRiW4bAVYGrb753Tr95MxyFZdaGAe2t,Vertcoin,"16,184 VTC",0.02%,16,2025-12-15 08:19:39
VTC295,VTC,VgsLwRed5gUN1BNQEv9kZy8pnpfU2roktf,Vertcoin,"16,061 VTC",0.02%,1,2025-12-15 08:19:39
VTC296,VTC,VcibfL86dFXnTbZXryUB6GEGArEu1DyVnF,Vertcoin,"16,031 VTC",0.02%,1,2025-12-15 08:19:39
VTC297,VTC,Vy4D7bgEttu7SL6aMYtmXK1G3RtP4q7sQ8,Vertcoin,"16,000 VTC",0.02%,1,2025-12-15 08:19:39
VTC298,VTC,VtaVadqGSxzuBXTFeTLW8AwHBF45kbPdvE,Vertcoin,"16,000 VTC",0.02%,2,2025-12-15 08:19:39
VTC299,VTC,VjMWuP9h7GFP8yT3JqinWKKkAh7SM97CPr,Vertcoin,"15,905 VTC",0.02%,18,2025-12-15 08:19:39
VTC300,VTC,Vw9PJyGAS9VXWFeyvV7onuRkw8BpF65ha1,Vertcoin,"15,899 VTC",0.02%,1,2025-12-15 08:19:39
