id,chain_type,address,name_tag,balance,percentage,txn_count,created_at
VTC062,VTC,VjiqdXkQHrfGs2cW2pfNLCt5UyQdkyf2bb,Vertcoin,"77,885 VTC",0.11%,2,2025-12-15 08:19:39
VTC063,VTC,VxjdsdrXgjQAddBJDU7xfCxDZhAy3Qiq91,Vertcoin,"74,752 VTC",0.10%,2,2025-12-15 08:19:39
VTC064,VTC,Vh1jF19MB9dZtLY4Rfph22qYCsbRpmccoH,Vertcoin,"72,909 VTC",0.10%,7,2025-12-15 08:19:39
VTC065,VTC,VckAeyz1ZvgPbxXYyYWvGGZFKqqxAX9nZs,Vertcoin,"70,589 VTC",0.10%,14061,2025-12-15 08:19:39
VTC066,VTC,VnFEZAx7veTJKPwcsuz1i4Niss8vkg8sau,Vertcoin,"70,369 VTC",0.10%,2,2025-12-15 08:19:39
VTC067,VTC,VhZVvG7NKaVHiEygQNE1kqfo4LqpdxUBss,Vertcoin,"69,000 VTC",0.09%,2,2025-12-15 08:19:39
VTC068,VTC,VurffrBa9a7qiewjJNRYbnKnNEFQytAMx7,Vertcoin,"68,518 VTC",0.09%,533,2025-12-15 08:19:39
VTC069,VTC,VxKAWJaV6ioeqNyqRJtyXv9Ep5wBQ37Fdo,Vertcoin,"67,980 VTC",0.09%,1,2025-12-15 08:19:39
VTC070,VTC,VvhBEwEUYQDrYQi9qbbNCd8TRoPDc2KQX5,Vertcoin,"67,843 VTC",0.09%,143,2025-12-15 08:19:39
VTC071,VTC,Vmuy2nawWkwzJFeU6pg82nHmEnh2ZAYbJB,Vertcoin,"67,526 VTC",0.09%,7,2025-12-15 08:19:39
VTC072,VTC,VeP6yNa6TDZeuk5SkS8LsrjTd32wP7DuqY,Vertcoin,"59,971 VTC",0.08%,1,2025-12-15 08:19:39
VTC073,VTC,VwSymrcL7vccga5PinoT2SDP95kTPBJHk1,Vertcoin,"59,387 VTC",0.08%,1,2025-12-15 08:19:39
VTC074,VTC,VjZpKAi3dr6py59imXsFLZEuQfVvPhfnvy,Vertcoin,"58,504 VTC",0.08%,1,2025-12-15 08:19:39
VTC075,VTC,VnFB58j6rHvTBoduLyw16uBakmufrCFVJA,Vertcoin,"57,874 VTC",0.08%,1,2025-12-15 08:19:39
VTC076,VTC,VqqyPFBruMBeCM2r52AnGJhuRcnFY4HRAn,Vertcoin,"55,892 VTC",0.08%,64,2025-12-15 08:19:39
VTC077,VTC,VvTSZ2ZJwux56njd3xzb9Rhafz5aXvvg3F,Vertcoin,"54,272 VTC",0.07%,5,2025-12-15 08:19:39
VTC078,VTC,VkoFh6iJwZuxDVDsDkLbbzt4gcghpZmGSN,Vertcoin,"54,205 VTC",0.07%,3,2025-12-15 08:19:39
VTC079,VTC,Vad4XYkhurQv2NopjYG5w3DeGLvrrVWnS3,Vertcoin,"54,109 VTC",0.07%,5,2025-12-15 08:19:39
VTC080,VTC,Vsh27wQx3Xo63g5BFja1Y7Gx1zWZtMcdk3,Vertcoin,"54,047 VTC",0.07%,23,2025-12-15 08:19:39
VTC081,VTC,VduNBmHDjq5F8A5nKGufn4WS1svoRRoBUd,Vertcoin,"52,159 VTC",0.07%,1,2025-12-15 08:19:39
VTC082,VTC,Ve1ycmm4w8YbczEg3RG1hakgD75CkqUKyY,Vertcoin,"51,863 VTC",0.07%,88180,2025-12-15 08:19:39
VTC083,VTC,Vhh91nnuUjhk4R6Kh7QEjY6pL3kYWeQzPP,Vertcoin,"51,830 VTC",0.07%,2661,2025-12-15 08:19:39
VTC084,VTC,VbEWry6emhLFHzWZdaGfYnZW9pwegbKYzR,Vertcoin,"51,636 VTC",0.07%,2,2025-12-15 08:19:39
VTC085,VTC,VuEKqSYdcMABjY1gpvMtEqME8AhgdSLHMu,Vertcoin,"51,000 VTC",0.07%,3,2025-12-15 08:19:39
VTC086,VTC,Vx4cRVAXJzYvib6qokVjt4pXNQVyM9eAgi,Vertcoin,"50,663 VTC",0.07%,13,2025-12-15 08:19:39
VTC087,VTC,Vv4YfREMEvvftEpku36uZGo7QJ3nTQDc3p,Vertcoin,"50,520 VTC",0.07%,1,2025-12-15 08:19:39
VTC088,VTC,VdVSnQTMiLd6ZqMMFucL5W4i7QQ938UaKE,Vertcoin,"50,447 VTC",0.07%,98,2025-12-15 08:19:39
VTC089,VTC,VdmD4CFepRqnaSF6EFgaN3kVmgBjGGDwf7,Vertcoin,"50,221 VTC",0.07%,1,2025-12-15 08:19:39
VTC090,VTC,VaYYpjYKY9Y6pXYgGqZxPFMoQ5bAbiBv9Z,Vertcoin,"50,183 VTC",0.07%,27,2025-12-15 08:19:39
VTC091,VTC,VoezpjuwBTvVcdkvxP2otC1Y5StYMoiTaX,Vertcoin,"50,000 VTC",0.07%,1,2025-12-15 08:19:39
VTC092,VTC,VrRqUiB9xYjYEqo1b1LP59qqLvAyBM2t5n,Vertcoin,"50,000 VTC",0.07%,1,2025-12-15 08:19:39
VTC093,VTC,VvBiidYUJ6JkTcgUJdYKMwg2pAP4wtna9U,Vertcoin,"50,000 VTC",0.07%,1,2025-12-15 08:19:39
VTC094,VTC,VjoRNY42JnqjUiECkXTN6tW89BLtgnDTrZ,Vertcoin,"50,000 VTC",0.07%,1,2025-12-15 08:19:39
VTC095,VTC,VxgeppWfyDZZrDUc5n3P2bb4FCSqTGkQsg,Vertcoin,"50,000 VTC",0.07%,1,2025-12-15 08:19:39
VTC096,VTC,Vm4v97UWABqAQm7k3wKenyK3P8gqVhT3Sg,Vertcoin,"50,000 VTC",0.07%,2,2025-12-15 08:19:39
VTC097,VTC,VkZrwSj6jGHQ4WvUbu7Sx6RJxaVgcHBMND,Vertcoin,"49,988 VTC",0.07%,1,2025-12-15 08:19:39
VTC098,VTC,VbpSEgATBcH8DA3YDxtTbU8zDWzUj1u6sp,Vertcoin,"49,880 VTC",0.07%,1,2025-12-15 08:19:39
VTC099,VTC,VuTb9ffyWKF9BnA9YcRMEMgmdaVrd5SjfQ,Vertcoin,"49,863 VTC",0.07%,1,2025-12-15 08:19:39
VTC100,VTC,Vr55By2d4reui961g9p8udAuXC9JJXrXxP,Vertcoin,"49,500 VTC",0.07%,1,2025-12-15 08:19:39
VTC101,VTC,VmZ4AmBAdWdtxmbHqrERrb6x75Nr7CDcsP,Vertcoin,"49,500 VTC",0.07%,1,2025-12-15 08:19:39
VTC102,VTC,VpH88KMmWECquGgNh9dBxwhBRDS2GcACvb,Vertcoin,"49,500 VTC",0.07%,1,2025-12-15 08:19:39
VTC103,VTC,VuNxzaun93dFuSTyJjgKQsMn66cThFMCrj,Vertcoin,"49,500 VTC",0.07%,1,2025-12-15 08:19:39
VTC104,VTC,VtyAA6FxPWjBmZbmpEtLFw1bdebRewUmWn,Vertcoin,"49,500 VTC",0.07%,1,2025-12-15 08:19:39
VTC105,VTC,VuLYXq9qWYuAGpTP2NdX16VFTZRkXr2MG6,Vertcoin,"49,500 VTC",0.07%,1,2025-12-15 08:19:39
VTC106,VTC,Vc1TTsZtBt89sKHTrCa4vB8FFi67S4kNB6,Vertcoin,"49,500 VTC",0.07%,1,2025-12-15 08:19:39
VTC107,VTC,VtTWwvWPaGrT5HvRx2jGw5StbAU6C97iYS,Vertcoin,"49,179 VTC",0.07%,1,2025-12-15 08:19:39
VTC108,VTC,Vdz6qUszDNDMXaCbRUfPDT9fKuWr8Z5aY7,Vertcoin,"48,537 VTC",0.07%,1008,2025-12-15 08:19:39
VTC109,VTC,VbLoD3FrBaSiZ9q4TuipJSr9NZr32G5PkB,Vertcoin,"48,527 VTC",0.07%,2,2025-12-15 08:19:39
VTC110,VTC,VgvV21bUQ4hMPWqnT2t8WeF4QAYLsYsADr,Vertcoin,"47,879 VTC",0.07%,1,2025-12-15 08:19:39
VTC111,VTC,VejRLbqdC1U6ZHQDVGTStWuuMk2exQciMc,Vertcoin,"46,753 VTC",0.06%,1,2025-12-15 08:19:39
VTC112,VTC,Vfk2ELSnNow88C9Qqj82wQhc29RisQkXWB,Vertcoin,"46,273 VTC",0.06%,36,2025-12-15 08:19:39
VTC113,VTC,Vk9i3vjp9FigYxGnjRkDZty3bUHJTQ9R4T,Vertcoin,"45,934 VTC",0.06%,1,2025-12-15 08:19:39
VTC114,VTC,VuYmcT3zMDFbQUhTBwuBgrxw38esvuvSxk,Vertcoin,"45,342 VTC",0.06%,1,2025-12-15 08:19:39
VTC115,VTC,VidfHxCQHp5qKWoxoohqmstRWHtoFF9ocV,Vertcoin,"45,022 VTC",0.06%,3784,2025-12-15 08:19:39
VTC116,VTC,VxfzB1DNPPs7mehbLvMYyT3YcGrihwGpSL,Vertcoin,"44,242 VTC",0.06%,1,2025-12-15 08:19:39
VTC117,VTC,VxFmnMC9WqNVdHEq1vb4zFYpiEvUT67PJp,Vertcoin,"44,012 VTC",0.06%,53,2025-12-15 08:19:39
VTC118,VTC,VdDPZWgCZbjHQqVEyTJ8sPJdCt4HPF7UCQ,Vertcoin,"43,991 VTC",0.06%,2,2025-12-15 08:19:39
VTC119,VTC,VmjLUNYvQo1XrvL3TrVEXNPbfAv6P1jHoJ,Vertcoin,"43,885 VTC",0.06%,4631,2025-12-15 08:19:39
VTC120,VTC,VxAQiVchLh9pSLAzX2zEEnFQoTKkmiKoik,Vertcoin,"43,527 VTC",0.06%,11,2025-12-15 08:19:39
VTC121,VTC,VxGeao4AkYzHctBg1xifJBN1h178sJsTP6,Vertcoin,"43,268 VTC",0.06%,5,2025-12-15 08:19:39
VTC122,VTC,VmG58HPpoDFuPqhZymgUrat6bp6yKgX2bY,Vertcoin,"42,446 VTC",0.06%,1,2025-12-15 08:19:39
VTC123,VTC,Vsz7KtnTH6Dg79XuesCdFrQHXXWMzZyKzk,Vertcoin,"42,437 VTC",0.06%,1,2025-12-15 08:19:39
VTC124,VTC,VinesLDCWx6ErTbon1D4WPH7J1A13kEdWN,Vertcoin,"41,826 VTC",0.06%,9,2025-12-15 08:19:39
VTC125,VTC,ViizYnSwPxqm847zhoEMSK3ydPTztgbLzK,Vertcoin,"41,471 VTC",0.06%,1,2025-12-15 08:19:39
VTC126,VTC,VvjUwVmxfp3enBJ1TrhpHMLDvYaxbx8RAU,Vertcoin,"41,418 VTC",0.06%,1,2025-12-15 08:19:39
VTC127,VTC,VnSXUFCLa16hytHrtWGURNQoMmffKmrWZD,Vertcoin,"41,094 VTC",0.06%,2,2025-12-15 08:19:39
VTC128,VTC,VfqzpD959fd3vWGm1mdb5sw5GZTgpBfVNC,Vertcoin,"40,678 VTC",0.06%,6,2025-12-15 08:19:39
VTC129,VTC,VhTTqLPWJdMetEKYgciBtyvpRejz6zt2uK,Vertcoin,"40,154 VTC",0.05%,2,2025-12-15 08:19:39
VTC130,VTC,VsSpF8zeAJYfzaxJhrUYUhrHLi8uEkhYTV,Vertcoin,"40,124 VTC",0.05%,2091,2025-12-15 08:19:39
VTC131,VTC,Vip6EsHUTinqD1tCkWBfiSufD6tZYtdRS9,Vertcoin,"40,106 VTC",0.05%,20,2025-12-15 08:19:39
VTC132,VTC,VxQjcuyuHZQF9CiPmYojkmwt1XQ8ibLFt5,Vertcoin,"40,000 VTC",0.05%,1,2025-12-15 08:19:39
VTC133,VTC,VaeBsBmxYL9J6DQjAuUYJAaNHnXFD3NG22,Vertcoin,"39,991 VTC",0.05%,2,2025-12-15 08:19:39
VTC134,VTC,VnsJMqGBiN3vGcX3vz6LWcjYWJ4er2aU5G,Vertcoin,"39,900 VTC",0.05%,10,2025-12-15 08:19:39
VTC135,VTC,VgB77iRtodzNayoUCoNzNxpd9Ruff98tmK,Vertcoin,"39,021 VTC",0.05%,37089,2025-12-15 08:19:39
VTC136,VTC,VdEemh2cxRnx8GpxwPs9DHBnps7HJhKCkU,Vertcoin,"38,994 VTC",0.05%,1,2025-12-15 08:19:39
VTC137,VTC,VkzdCz5kk7bizACDHPGMbWxtXoZ3eB5CCt,Vertcoin,"38,179 VTC",0.05%,2,2025-12-15 08:19:39
VTC138,VTC,Vk3EFxKU7EvD6fbwAqZzghVQsvfKrogx3D,Vertcoin,"37,440 VTC",0.05%,3,2025-12-15 08:19:39
VTC139,VTC,VwdigaEqRL2zjStfLNBd3Btbk9F2cUXqqD,Vertcoin,"36,717 VTC",0.05%,9,2025-12-15 08:19:39
VTC140,VTC,VxxuaVVMrB9HVZQzh3PygH1Pxtyt93tpn8,Vertcoin,"36,616 VTC",0.05%,13466,2025-12-15 08:19:39
VTC141,VTC,VdNHB7xjSmZ9umr4EyqChNjUmJaZPZbRdW,Vertcoin,"36,412 VTC",0.05%,6,2025-12-15 08:19:39
VTC142,VTC,VnzMeqUiHtQsbPnSsE3Gf25PeWLhiwhyic,Vertcoin,"36,123 VTC",0.05%,1,2025-12-15 08:19:39
VTC143,VTC,VsqbsRUssGRqYKUGYSe1AMde3WDENL1GbJ,Vertcoin,"35,497 VTC",0.05%,1,2025-12-15 08:19:39
VTC144,VTC,VuAn25FHU9NGrn7fwtojUTJQSaFtohYdxD,Vertcoin,"35,266 VTC",0.05%,1,2025-12-15 08:19:39
VTC145,VTC,VjBjtQKjcZRuWko4T5qkzN6SVcd9T3n8HX,Vertcoin,"35,000 VTC",0.05%,1,2025-12-15 08:19:39
VTC146,VTC,Va5yQjfHpYnj79NM3MHz7QV2HkunAUBvnR,Vertcoin,"34,995 VTC",0.05%,1,2025-12-15 08:19:39
VTC147,VTC,VqPb18oUufv9eaWFdUQVziSTUuaiyNBLT1,Vertcoin,"34,500 VTC",0.05%,4,2025-12-15 08:19:39
VTC148,VTC,Vve15NXBN2JYd98Qn1cvau2MwTrjeg1aVT,Vertcoin,"34,242 VTC",0.05%,2,2025-12-15 08:19:39
VTC149,VTC,Vn3TBru9Pa7Jv2R6AHKSmy5aWudQrrtnUu,Vertcoin,"33,499 VTC",0.05%,1,2025-12-15 08:19:39
VTC150,VTC,VcJR6T2b9nkji2DCK84bh8m3tXUrfsE1Cy,Vertcoin,"33,422 VTC",0.05%,1,2025-12-15 08:19:39
VTC151,VTC,VcfRnT4RdnhkKbNbkkCXgE3w7KmmJthCiA,Vertcoin,"33,409 VTC",0.05%,2450,2025-12-15 08:19:39
VTC152,VTC,VbpTa2zZU37v1fEUGd7TZpdCHvwSCKucK3,Vertcoin,"32,708 VTC",0.04%,47,2025-12-15 08:19:39
VTC153,VTC,VkB1eHaki4sLauPzxY6s4eegrRRvkQMpjU,Vertcoin,"32,501 VTC",0.04%,2464,2025-12-15 08:19:39
VTC154,VTC,ViP8Fz1LzGZNDkuarxDNQDMekXiEzywCbP,Vertcoin,"32,434 VTC",0.04%,4,2025-12-15 08:19:39
VTC155,VTC,VwhAmfC9qgUawQDFkNmvKA5owwZTprc8YD,Vertcoin,"32,000 VTC",0.04%,1,2025-12-15 08:19:39
VTC156,VTC,VmAfb1fpgRouwU61hdaZJkZVHpH7GdgCPa,Vertcoin,"32,000 VTC",0.04%,1,2025-12-15 08:19:39
VTC157,VTC,VitfkoRLdf2gSQQisxmNdXVUy1dr7mwZwg,Vertcoin,"31,821 VTC",0.04%,402,2025-12-15 08:19:39
VTC158,VTC,VnyUnR7GK3TtBF2YkRwpd4Dr9kXHm6xXFh,Vertcoin,"31,700 VTC",0.04%,1,2025-12-15 08:19:39
VTC159,VTC,Vhu3aBFdCk3JpfyEF89ZRpBUePH1EmwASw,Vertcoin,"31,334 VTC",0.04%,18069,2025-12-15 08:19:39
VTC160,VTC,VkfBu6djqjk6HLGw9pmyeRXFhdX4Mu4YEn,Vertcoin,"31,014 VTC",0.04%,21,2025-12-15 08:19:39
VTC161,VTC,VspXBJjrkR9J3q9gNUxD4Ef2ZnkW3voHE7,Vertcoin,"31,013 VTC",0.04%,1,2025-12-15 08:19:39
VTC162,VTC,VrEExkeDxEsVGFmR9vY19wb5xanZEv5aL4,Vertcoin,"30,540 VTC",0.04%,2331,2025-12-15 08:19:39
VTC163,VTC,VtZnuywzNuRRVhyvfiXMXFS1w3E7ZU7AFz,Vertcoin,"30,418 VTC",0.04%,1,2025-12-15 08:19:39
VTC164,VTC,Vvr2ew3vJJ8FVVZcxNT4X1s4u7GtdKHGMz,Vertcoin,"30,307 VTC",0.04%,1,2025-12-15 08:19:39
VTC165,VTC,VapSkipDJQX6jeoYh45i9VNXTJyfMPLZZB,Vertcoin,"30,300 VTC",0.04%,8,2025-12-15 08:19:39
VTC166,VTC,VdjmU1PAvAqQ6n87RWb3XTcMpVJeZgPWeo,Vertcoin,"30,024 VTC",0.04%,7,2025-12-15 08:19:39
VTC167,VTC,VnUBp8AgmLfqyDLgM8iEyU29Cvn8GDRBT6,Vertcoin,"30,000 VTC",0.04%,1,2025-12-15 08:19:39
VTC168,VTC,VwTuGiW5e1CWjq7saKRwue2ZVKLg9m8z77,Vertcoin,"30,000 VTC",0.04%,1,2025-12-15 08:19:39
VTC169,VTC,VjWD8VtSnBrFNi2U74S3bnSEkiChpnBQDk,Vertcoin,"29,673 VTC",0.04%,2,2025-12-15 08:19:39
VTC170,VTC,VtAqmisrEKqmE27T2Co9BE1T5iapuHqE1K,Vertcoin,"29,603 VTC",0.04%,1,2025-12-15 08:19:39
VTC171,VTC,VeAENkBjWMnK9JC4eBBk1ShMnWU4Zt7Kke,Vertcoin,"28,711 VTC",0.04%,2,2025-12-15 08:19:39
VTC172,VTC,VuBqBwMruFAEaHZe5VdA6qkse2zb5qWmtC,Vertcoin,"28,671 VTC",0.04%,10,2025-12-15 08:19:39
VTC173,VTC,VqfFzpjwdm6DxdME226KHvqmn8ME9Fko6n,Vertcoin,"28,314 VTC",0.04%,11,2025-12-15 08:19:39
VTC174,VTC,Vrjrv5Pbt4tbeH6maewTWojq38HJyCG1dW,Vertcoin,"28,240 VTC",0.04%,725341,2025-12-15 08:19:39
VTC175,VTC,Vuhf49i5K5Pa4yGLJR3bxpKYqCCkGeMvxR,Vertcoin,"27,960 VTC",0.04%,1,2025-12-15 08:19:39
VTC176,VTC,Vbbkf7wVCBtE9savVx6qqMt4yAAapqAeXd,Vertcoin,"27,639 VTC",0.04%,1,2025-12-15 08:19:39
VTC177,VTC,VcSJq5hHFkxgLgR1EKzWGsJzGVyCgFjXS7,Vertcoin,"27,276 VTC",0.04%,1,2025-12-15 08:19:39
VTC178,VTC,Ve4csE3ujRZeYriCwNe8VoKP8fjcBvJuxy,Vertcoin,"27,144 VTC",0.04%,5,2025-12-15 08:19:39
VTC179,VTC,VhkqF6MxT8qDjZbKKAo1ShSNaedKKduuwj,Vertcoin,"27,104 VTC",0.04%,1,2025-12-15 08:19:39
VTC180,VTC,Vbexy4pRMRJvVHt7vQGQxBUFdCsuR4yBWV,Vertcoin,"26,936 VTC",0.04%,1,2025-12-15 08:19:39
VTC181,VTC,VmrCLtMw9vF2EMnWirMGvf9nAH6gbotnBV,Vertcoin,"26,773 VTC",0.04%,6095,2025-12-15 08:19:39
VTC182,VTC,VrB9AWd1SjZ4ZLdsFAEaXXZnnUMTp6Ld4b,Vertcoin,"26,773 VTC",0.04%,2178,2025-12-15 08:19:39
VTC183,VTC,VxvepUbGFed8cPijFKMQ6trt77rvsRZb2J,Vertcoin,"26,729 VTC",0.04%,3,2025-12-15 08:19:39
VTC184,VTC,Vt8weGFaTFiVA4DFiSPLW8PH45FGuNBi3A,Vertcoin,"26,724 VTC",0.04%,47,2025-12-15 08:19:39
VTC185,VTC,VryedqTdiQgZUQknJ4nLH9wKDa94mBqxEJ,Vertcoin,"26,685 VTC",0.04%,1,2025-12-15 08:19:39
VTC186,VTC,VfH6igbKUZ22egs1HNJAkX8VGV5umsk6Wf,Vertcoin,"26,496 VTC",0.04%,1,2025-12-15 08:19:39
VTC187,VTC,VsWSFRgjWx567tiLCU2DVMgGJp6YADNyHk,Vertcoin,"26,368 VTC",0.04%,1,2025-12-15 08:19:39
VTC188,VTC,VkFhF7R8sjrJQ1uKksnwzgpHpu4sV2Ygs5,Vertcoin,"25,596 VTC",0.03%,1,2025-12-15 08:19:39
VTC189,VTC,VsacZuwVkpdfVUvCbR3ydwkby1Z3k9bLRp,Vertcoin,"25,355 VTC",0.03%,1,2025-12-15 08:19:39
VTC190,VTC,VkBSL1V84TCfvQ1b5vHxAj32dbjVBU529B,Vertcoin,"25,143 VTC",0.03%,1,2025-12-15 08:19:39
VTC191,VTC,VhbmjZt1GGTvrJ6VVXnMonuW25b9UYUqU5,Vertcoin,"25,000 VTC",0.03%,2,2025-12-15 08:19:39
VTC192,VTC,Vgudsau5JjNrUbgZbt52TrDMwFxzT1vXjN,Vertcoin,"25,000 VTC",0.03%,1,2025-12-15 08:19:39
VTC193,VTC,VhJhdZWBHHMnxBRutwMNtw43pr2ucurxxk,Vertcoin,"24,989 VTC",0.03%,1,2025-12-15 08:19:39
VTC194,VTC,Vba4UpbmvZo8nqTygBgVm3Y2jKtcJy92aE,Vertcoin,"24,681 VTC",0.03%,1,2025-12-15 08:19:39
VTC195,VTC,VfivGR4jNiZ9gahMGQgTpG8U7NTMCCJTpF,Vertcoin,"24,678 VTC",0.03%,5,2025-12-15 08:19:39
VTC196,VTC,VwUb1nhGJaB8pJ6c9K8wcA6FiY4fdpghi7,Vertcoin,"24,600 VTC",0.03%,1,2025-12-15 08:19:39
VTC197,VTC,VmsTKC1tZktmy6VKTNosSHawXPfCtajV8D,Vertcoin,"24,500 VTC",0.03%,1,2025-12-15 08:19:39
VTC198,VTC,VjmFWRtgmc5c1YnsqL4ZhbUBg9gzCibAxZ,Vertcoin,"23,987 VTC",0.03%,1,2025-12-15 08:19:39
VTC199,VTC,Vw5FLRrBzabjCBpS5p8yd1aSELsy75PcQ5,Vertcoin,"23,859 VTC",0.03%,21576,2025-12-15 08:19:39
VTC200,VTC,VitoyaF7zUBgyXndmWepHdEsqMfgYbDU1R,Vertcoin,"23,765 VTC",0.03%,1,2025-12-15 08:19:39
VTC201,VTC,Vj8AR3j3BqgQ6KuivYsqgMFGEy5BvMg8Qt,Vertcoin,"23,418 VTC",0.03%,61398,2025-12-15 08:19:39
VTC202,VTC,VneScy3ZimTsVqA8eeTSjbYDFhjCbah99A,Vertcoin,"23,169 VTC",0.03%,1,2025-12-15 08:19:39
VTC203,VTC,VhnjqBfDLu5j5WVVtqyr3EC9QPACCTKVXk,Vertcoin,"23,155 VTC",0.03%,129,2025-12-15 08:19:39
VTC204,VTC,VmQzZxURX7ys9etMJEKMyQEyiDxRnbTc6R,Vertcoin,"23,120 VTC",0.03%,1,2025-12-15 08:19:39
VTC205,VTC,VxA2jdUYH5XbEJLNiBKkmbtoN3bwgjSzBi,Vertcoin,"23,077 VTC",0.03%,1,2025-12-15 08:19:39
VTC206,VTC,VtREwuNHzU8W5j8J1mTRQMMjNeJZBX3kJD,Vertcoin,"23,027 VTC",0.03%,1,2025-12-15 08:19:39
VTC207,VTC,VjyUYGSeRH8ACC1CM9VR8mGmGUwokuSEAb,Vertcoin,"22,979 VTC",0.03%,1,2025-12-15 08:19:39
VTC208,VTC,VrBWcmo1Vycpuw7H69GxnBNzRVMcJxiYN8,Vertcoin,"22,936 VTC",0.03%,2,2025-12-15 08:19:39
VTC209,VTC,VnKmPhfmSYXHjSQDr1RNM7JNRBq371Ucsr,Vertcoin,"22,890 VTC",0.03%,163,2025-12-15 08:19:39
VTC210,VTC,Vp9HiGZCMCggWcJTBzTAiPjP9L5en3YZwV,Vertcoin,"22,748 VTC",0.03%,1,2025-12-15 08:19:39
VTC211,VTC,VnhiS9ebX4LAMjsBfiDvqMRhpx6fn7RKrF,Vertcoin,"22,639 VTC",0.03%,2,2025-12-15 08:19:39
VTC212,VTC,VmqizA57bVX6fhA9ibkhEusvVMFhuNWj1Y,Vertcoin,"22,011 VTC",0.03%,1,2025-12-15 08:19:39
VTC213,VTC,VwpESJhbsg8wYJuBPPfXZesk1t5oYKV3tY,Vertcoin,"21,702 VTC",0.03%,1,2025-12-15 08:19:39
VTC214,VTC,VimjtTey2dDYBnWqZHqFZRQpCpePvNVWQk,Vertcoin,"21,554 VTC",0.03%,2,2025-12-15 08:19:39
VTC215,VTC,VbaMDqCf9aRS2vMKFGFvQqHnogyfxeyHNk,Vertcoin,"21,479 VTC",0.03%,1,2025-12-15 08:19:39
VTC216,VTC,Vbb9KzvXBoGnrvAimid9siR7qeC2BnTYGP,Vertcoin,"21,308 VTC",0.03%,2,2025-12-15 08:19:39
VTC217,VTC,Ve1Pm7hNdqhQTKrifTdFoATucShwt23Ax2,Vertcoin,"21,186 VTC",0.03%,1,2025-12-15 08:19:39
VTC218,VTC,VqspNKCc3ufsUSJb6Vq2TcEVX1Wn9EdHjP,Vertcoin,"21,151 VTC",0.03%,481392,2025-12-15 08:19:39
VTC219,VTC,VcgD1gVgQgmGVvMoMA4VK1QP6ABiyQTSp8,Vertcoin,"21,008 VTC",0.03%,1,2025-12-15 08:19:39
VTC220,VTC,VgHpLCsYFz8iJbuZaacasQTEYsN9T8r57n,Vertcoin,"20,992 VTC",0.03%,1,2025-12-15 08:19:39
VTC221,VTC,VtEievw6dzUWN7tQhCYQ8pCJPocHAkN6VC,Vertcoin,"20,915 VTC",0.03%,1,2025-12-15 08:19:39
VTC222,VTC,VcCJ5NryHsSpPS9ZHLMNZUijvS8xmFaCvo,Vertcoin,"20,914 VTC",0.03%,303,2025-12-15 08:19:39
VTC223,VTC,VmZw59pSTtXt3mhHR15PQ9qh53RPmW5GoQ,Vertcoin,"20,809 VTC",0.03%,1,2025-12-15 08:19:39
VTC224,VTC,VdafrmJ2fSHNvej5tiN7DmCPVSrp7zBaCo,Vertcoin,"20,787 VTC",0.03%,1,2025-12-15 08:19:39
VTC225,VTC,Vx89FnVe51gRiRBFDczfh28PZuJGuGoeG7,Vertcoin,"20,727 VTC",0.03%,1,2025-12-15 08:19:39
VTC226,VTC,VnSUow2s2CNr2hHQARUycNgh5LFgR7psiX,Vertcoin,"20,539 VTC",0.03%,1748,2025-12-15 08:19:39
VTC227,VTC,Vu4h7q94iH2iYxGfw1tKEWQ2Pwie8WQKQ6,Vertcoin,"20,439 VTC",0.03%,1,2025-12-15 08:19:39
VTC228,VTC,VwbPMwpW1gditKeQ2i3xMcbMWQiq2oax3p,Vertcoin,"20,182 VTC",0.03%,1,2025-12-15 08:19:39
VTC229,VTC,VcFzJ2Ex9djSWhT81xihaZmsRT9gW4gYhN,Vertcoin,"20,080 VTC",0.03%,1,2025-12-15 08:19:39
VTC230,VTC,Vaujcb4FwaWwL3nJDywWvyNhg6LcvnDBHQ,Vertcoin,"20,057 VTC",0.03%,2,2025-12-15 08:19:39
VTC231,VTC,VphwgbmveZjP3dhHHy9KeSr1mKxBj9r1Vs,Vertcoin,"20,004 VTC",0.03%,59,2025-12-15 08:19:39
VTC232,VTC,VngDGcvvDQZH34HPgTaQ4uxQYgQtK2WN2T,Vertcoin,"20,001 VTC",0.03%,2,2025-12-15 08:19:39
VTC233,VTC,Vt6NaoCFMSt9oAe3iBg6xwWGAw7wCpqBBw,Vertcoin,"20,000 VTC",0.03%,1,2025-12-15 08:19:39
VTC234,VTC,VeM5GWwjCPRpZUobU9UZvwKtc2KG6Vu3Wt,Vertcoin,"20,000 VTC",0.03%,1,2025-12-15 08:19:39
VTC235,VTC,Vb9kzahRRpPXRgyQarcwr6z2gAvGhnXq1s,Vertcoin,"20,000 VTC",0.03%,1,2025-12-15 08:19:39
VTC236,VTC,VeCnWVVygHn7Jtyq94wSYGJaqgRoy1gaum,Vertcoin,"20,000 VTC",0.03%,1,2025-12-15 08:19:39
VTC237,VTC,VqJpobmkLVxH52bUCPmnY4VSKYXxT39sPd,Vertcoin,"20,000 VTC",0.03%,1,2025-12-15 08:19:39
VTC238,VTC,VdQCGLBwPd3sYScwXWr7U8X5JCSspttDgU,Vertcoin,"20,000 VTC",0.03%,1,2025-12-15 08:19:39
