symbol,date,close,volume,quote_volume,open,high,low
BTCUSDT,2023-05-13,26775.28,22814.90421,612062852.0866882,26795.01,27045.45,26692.03
ETHUSDT,2023-05-13,1795.11,212895.4373,383397322.744781,1807.45,1817.03,1785.23
ETHUSDT,2023-05-14,1799.21,218101.0977,393557662.80186,1795.12,1824.0,1789.82
BTCUSDT,2023-05-14,26917.62,21594.8036,580801698.0002693,26775.27,27200.0,26560.53
ETHUSDT,2023-05-15,1816.2,388171.9261,708011632.174709,1799.2,1846.7,1785.05
BTCUSDT,2023-05-15,27162.14,40430.08333,1104633264.131574,26917.61,27663.59,26726.0
ETHUSDT,2023-05-16,1824.21,311238.6786,565367254.106777,1816.21,1832.64,1796.2
BTCUSDT,2023-05-16,27033.84,33270.45451,900273404.6010331,27162.15,27296.89,26852.11
BTCUSDT,2023-05-17,27405.61,42958.97785,1159714527.6352634,27033.85,27500.0,26544.71
ETHUSDT,2023-05-17,1822.12,352097.9913,637776970.833855,1824.21,1837.5,1783.68
BTCUSDT,2023-05-18,26821.28,49198.65143,1330745572.6946373,27405.62,27485.33,26361.2
ETHUSDT,2023-05-18,1800.56,293755.311,531357170.827152,1822.12,1831.92,1771.12
BTCUSDT,2023-05-19,26880.26,28754.13544,772864757.1633048,26821.28,27183.6,26630.0
ETHUSDT,2023-05-19,1812.32,243116.4676,440291732.350879,1800.56,1829.54,1796.81
ETHUSDT,2023-05-20,1819.42,127754.4349,232010582.306628,1812.31,1828.87,1807.06
BTCUSDT,2023-05-20,27102.43,14434.54718,389225653.7451669,26880.26,27150.0,26825.11
BTCUSDT,2023-05-21,26747.78,21347.87279,575213570.2794422,27102.42,27277.55,26666.03
ETHUSDT,2023-05-21,1804.91,161517.8053,292535613.878124,1819.42,1828.98,1797.21
ETHUSDT,2023-05-22,1817.35,237498.9423,430673377.916653,1804.91,1828.27,1792.01
BTCUSDT,2023-05-22,26849.27,26458.83828,709594996.7242744,26747.78,27099.89,26538.21
ETHUSDT,2023-05-23,1854.05,396869.6097,734581474.722466,1817.36,1872.5,1815.24
BTCUSDT,2023-05-23,27219.61,38700.83858,1054565781.6023751,26849.28,27495.83,26798.11
BTCUSDT,2023-05-24,26329.01,54393.0657,1442636235.4543552,27219.61,27219.61,26080.5
ETHUSDT,2023-05-24,1799.89,420846.1445,761360360.597887,1854.06,1854.09,1777.6
BTCUSDT,2023-05-25,26473.79,37435.44895,984117789.7017612,26329.0,26631.98,25871.89
ETHUSDT,2023-05-25,1805.6,350633.0089,628769352.442571,1799.89,1818.81,1761.41
BTCUSDT,2023-05-26,26705.92,35061.18713,932817724.59401,26473.8,26932.16,26327.24
ETHUSDT,2023-05-26,1827.79,275690.6854,501773973.879937,1805.61,1838.2,1796.99
BTCUSDT,2023-05-27,26854.27,15095.6867,403337263.0344908,26705.93,26895.0,26551.0
ETHUSDT,2023-05-27,1829.89,138824.9406,253710138.250563,1827.8,1836.12,1812.18
ETHUSDT,2023-05-28,1908.64,378392.4371,705699886.229488,1829.89,1918.65,1823.6
BTCUSDT,2023-05-28,28065.0,43916.00855,1205762341.9704952,26854.28,28261.32,26764.36
BTCUSDT,2023-05-29,27736.4,42385.41945,1182678581.634669,28065.01,28447.14,27524.6
ETHUSDT,2023-05-29,1892.6,313593.4942,596236148.909885,1908.64,1927.62,1873.65
ETHUSDT,2023-05-30,1900.59,272665.8402,519059196.247416,1892.6,1917.0,1881.19
BTCUSDT,2023-05-30,27694.4,32686.75371,908653906.0072742,27736.39,28038.59,27554.0
BTCUSDT,2023-05-31,27210.35,46588.80573,1265952178.7798684,27694.39,27835.51,26839.01
ETHUSDT,2023-05-31,1873.63,319255.5681,597360395.544034,1900.58,1907.13,1846.95
ETHUSDT,2023-06-01,1861.78,270496.6097,504448237.27338,1873.63,1889.2,1840.0
BTCUSDT,2023-06-01,26817.93,39217.8088,1055132509.8658342,27210.36,27350.0,26605.05
ETHUSDT,2023-06-02,1906.68,313004.0658,591169483.099447,1861.78,1910.0,1847.51
BTCUSDT,2023-06-02,27242.59,36380.90269,983857061.6408418,26817.93,27300.0,26505.0
BTCUSDT,2023-06-03,27069.22,16595.34117,450588672.4704081,27242.59,27333.29,26914.93
ETHUSDT,2023-06-03,1892.06,148818.2427,282550389.946688,1906.69,1907.92,1881.6
ETHUSDT,2023-06-04,1890.01,172683.0119,328166899.062354,1892.05,1914.63,1884.22
BTCUSDT,2023-06-04,27115.21,19258.41049,523747237.4389696,27069.22,27455.02,26951.0
BTCUSDT,2023-06-05,25728.2,65805.60305,1722665798.0920303,27115.2,27129.33,25388.0
ETHUSDT,2023-06-05,1810.5,555361.2683,1017689609.362256,1890.0,1890.63,1778.0
BTCUSDT,2023-06-06,27230.08,68392.60438,1797636024.0812125,25728.2,27355.33,25351.02
ETHUSDT,2023-06-06,1884.64,491407.2174,907660359.425966,1810.49,1898.29,1797.18
BTCUSDT,2023-06-07,26339.34,59619.44364,1589291467.5372329,27230.07,27391.77,26125.01
ETHUSDT,2023-06-07,1832.13,429196.7064,796856688.866713,1884.65,1897.8,1821.18
BTCUSDT,2023-06-08,26498.61,31075.51083,823023638.236875,26339.34,26810.0,26210.0
ETHUSDT,2023-06-08,1845.64,189270.4853,349160385.10498,1832.12,1861.28,1828.31
BTCUSDT,2023-06-09,26477.81,27934.7097,741158215.0539023,26498.62,26783.33,26269.91
ETHUSDT,2023-06-09,1840.37,198324.3252,365037779.742887,1845.65,1855.0,1827.0
BTCUSDT,2023-06-10,25841.21,64944.60108,1673795235.4008923,26477.8,26533.87,25358.0
ETHUSDT,2023-06-10,1751.53,652324.6695,1148312156.525596,1840.37,1844.99,1715.03
BTCUSDT,2023-06-11,25925.55,30014.29595,776111471.8669971,25841.22,26206.88,25634.7
ETHUSDT,2023-06-11,1752.76,219956.2434,385656545.950238,1751.52,1778.25,1738.72
ETHUSDT,2023-06-12,1742.57,302132.4819,525467514.619609,1752.77,1759.33,1720.0
BTCUSDT,2023-06-12,25905.19,29900.50893,773303698.8633221,25925.54,26106.48,25602.11
ETHUSDT,2023-06-13,1740.12,284268.0018,495907901.668493,1742.57,1770.13,1724.22
BTCUSDT,2023-06-13,25934.25,41065.60853,1068985236.5126554,25905.2,26433.21,25712.57
ETHUSDT,2023-06-14,1650.95,415847.327,705586390.233981,1740.12,1750.03,1630.43
BTCUSDT,2023-06-14,25128.6,45077.31608,1152808416.919793,25934.24,26098.0,24820.56
ETHUSDT,2023-06-15,1666.96,370774.7696,611499814.542176,1650.95,1680.91,1626.01
BTCUSDT,2023-06-15,25598.49,48664.86063,1224436974.8502872,25128.6,25759.01,24800.0
ETHUSDT,2023-06-16,1717.92,311734.5904,525393264.962201,1666.96,1729.5,1649.86
BTCUSDT,2023-06-16,26345.0,51596.91662,1335158158.639614,25598.49,26518.0,25175.56
ETHUSDT,2023-06-17,1727.76,210914.9216,366944179.320637,1717.91,1770.0,1714.26
BTCUSDT,2023-06-17,26516.99,27842.2195,738491809.8811625,26345.01,26839.99,26181.0
ETHUSDT,2023-06-18,1720.95,156535.0128,270948973.417484,1727.75,1747.84,1712.0
BTCUSDT,2023-06-18,26339.97,21538.31022,571013013.8553362,26516.99,26700.0,26255.85
BTCUSDT,2023-06-19,26844.35,35872.65974,954193987.2948112,26339.98,27068.09,26256.61
ETHUSDT,2023-06-19,1737.11,245162.7589,422827205.775489,1720.95,1752.19,1698.0
BTCUSDT,2023-06-20,28307.99,69666.95525,1912797983.5310054,26844.35,28402.74,26652.0
ETHUSDT,2023-06-20,1791.99,328855.6846,577529266.789217,1737.1,1796.99,1714.72
BTCUSDT,2023-06-21,29993.89,108926.40412,3210301129.366291,28308.0,30800.0,28257.99
ETHUSDT,2023-06-21,1889.11,613755.8869,1132377905.488902,1791.99,1901.0,1787.38
BTCUSDT,2023-06-22,29884.92,59054.5646,1775822103.7632556,29993.89,30500.0,29525.61
ETHUSDT,2023-06-22,1872.01,416714.5719,791056016.146176,1889.1,1933.17,1865.98
ETHUSDT,2023-06-23,1892.63,401147.9324,760352485.336681,1872.0,1936.42,1861.01
BTCUSDT,2023-06-23,30688.5,73931.89635,2265077496.195469,29884.92,31431.94,29800.0
BTCUSDT,2023-06-24,30527.43,30513.30135,933244397.7040021,30688.51,30800.0,30250.0
ETHUSDT,2023-06-24,1874.96,226910.2941,427721477.76198,1892.63,1906.0,1864.77
BTCUSDT,2023-06-25,30462.66,30223.44801,926316644.4167665,30527.44,31046.01,30277.49
ETHUSDT,2023-06-25,1898.8,338757.6158,644415530.040616,1874.95,1930.0,1868.83
BTCUSDT,2023-06-26,30267.99,45180.41489,1367837657.5451825,30462.67,30666.0,29930.0
ETHUSDT,2023-06-26,1858.97,458743.861,859537162.355614,1898.8,1909.1,1837.18
BTCUSDT,2023-06-27,30692.44,42699.64157,1306206257.0193572,30267.99,30994.97,30226.17
ETHUSDT,2023-06-27,1889.58,366634.5707,690855987.041332,1858.97,1912.53,1855.19
BTCUSDT,2023-06-28,30077.41,40463.51937,1224103637.6132562,30692.44,30709.74,29858.8
ETHUSDT,2023-06-28,1828.02,337836.5792,626358502.58848,1889.58,1890.19,1816.56
BTCUSDT,2023-06-29,30447.31,36330.62903,1107940389.9242406,30077.4,30843.98,30049.98
ETHUSDT,2023-06-29,1851.99,241844.8281,448678322.176822,1828.03,1880.0,1827.84
BTCUSDT,2023-06-30,30472.0,89419.07618,2726355505.5063505,30447.31,31282.0,29500.0
ETHUSDT,2023-06-30,1933.79,716538.1035,1353630452.615445,1851.99,1948.6,1825.01
BTCUSDT,2023-07-01,30585.9,17501.75075,533859338.1325383,30471.99,30661.6,30320.57
ETHUSDT,2023-07-01,1924.5,178373.3688,343093755.612736,1933.8,1944.56,1909.44
BTCUSDT,2023-07-02,30617.03,23286.41019,711031423.4334425,30585.9,30791.0,30155.0
ETHUSDT,2023-07-02,1937.48,255852.7832,491981842.960139,1924.5,1959.2,1885.75
BTCUSDT,2023-07-03,31156.2,43761.64311,1352635339.5043936,30617.02,31380.0,30570.27
ETHUSDT,2023-07-03,1955.54,322102.4295,631158998.811416,1937.49,1976.16,1933.55
ETHUSDT,2023-07-04,1936.2,205525.0984,401186997.249838,1955.55,1967.08,1931.58
BTCUSDT,2023-07-04,30766.51,33206.11943,1028794008.5245212,31156.2,31350.69,30620.0
BTCUSDT,2023-07-05,30504.81,33215.67122,1013694790.3170501,30766.52,30878.07,30200.0
ETHUSDT,2023-07-05,1910.36,267633.4783,512774138.218949,1936.19,1942.5,1894.51
BTCUSDT,2023-07-06,29895.43,71319.6261,2181763648.99527,30504.8,31500.0,29850.45
ETHUSDT,2023-07-06,1846.17,456362.741,868009586.22327,1910.35,1958.0,1846.0
ETHUSDT,2023-07-07,1870.91,232944.3466,432733381.054967,1846.17,1878.0,1826.0
BTCUSDT,2023-07-07,30344.7,34070.53895,1027461795.2332091,29895.42,30449.0,29701.02
BTCUSDT,2023-07-08,30284.63,13094.59042,395759717.5724278,30344.7,30386.81,30044.47
ETHUSDT,2023-07-08,1865.24,125819.8273,234001180.804625,1870.92,1876.0,1842.8
BTCUSDT,2023-07-09,30160.71,15388.50196,465781514.2589476,30284.63,30445.52,30061.12
ETHUSDT,2023-07-09,1862.8,135046.3743,252189550.05161,1865.24,1879.36,1856.15
ETHUSDT,2023-07-10,1880.4,247868.1494,464186441.163382,1862.81,1905.5,1846.63
BTCUSDT,2023-07-10,30411.57,41262.87652,1254289037.7420728,30160.71,31045.78,29950.0
BTCUSDT,2023-07-11,30622.1,28476.83311,868966244.2412692,30411.57,30813.63,30300.0
ETHUSDT,2023-07-11,1878.3,177771.6117,333339876.932696,1880.41,1891.99,1862.38
ETHUSDT,2023-07-12,1871.82,264406.8673,498567734.559133,1878.31,1902.0,1864.37
BTCUSDT,2023-07-12,30380.0,38108.99669,1166497472.433173,30622.1,30983.25,30210.0
ETHUSDT,2023-07-13,2004.49,548861.4207,1069502144.026194,1871.82,2012.63,1862.59
BTCUSDT,2023-07-13,31454.23,70772.51836,2194927210.224416,30380.0,31804.2,30251.0
ETHUSDT,2023-07-14,1937.83,498724.0359,982369872.0199,2004.49,2029.11,1898.39
BTCUSDT,2023-07-14,30312.01,60749.48424,1869443273.7476244,31454.23,31630.0,29900.0
ETHUSDT,2023-07-15,1931.41,135181.7663,261553961.167515,1937.82,1946.37,1926.23
BTCUSDT,2023-07-15,30289.52,14118.55329,427921094.3021783,30312.0,30390.9,30200.0
ETHUSDT,2023-07-16,1922.11,148667.1051,286787440.456901,1931.41,1943.55,1914.0
BTCUSDT,2023-07-16,30231.99,15760.1281,477189328.0072937,30289.52,30441.46,30064.29
ETHUSDT,2023-07-17,1911.2,277159.0349,528662412.297658,1922.12,1936.18,1873.26
BTCUSDT,2023-07-17,30138.0,30882.76839,929647644.243343,30232.0,30336.96,29659.2
BTCUSDT,2023-07-18,29859.13,30003.8601,897157095.4774112,30138.01,30239.78,29512.0
ETHUSDT,2023-07-18,1897.21,215780.5006,409583830.876333,1911.21,1917.19,1875.73
ETHUSDT,2023-07-19,1888.63,218045.0005,415268112.543401,1897.21,1922.04,1882.17
BTCUSDT,2023-07-19,29909.21,25657.36137,769254865.2851151,29859.14,30189.09,29761.96
BTCUSDT,2023-07-20,29800.0,37540.68193,1125950643.7116494,29909.21,30417.46,29570.96
ETHUSDT,2023-07-20,1891.59,292907.5164,556981450.455301,1888.64,1929.05,1878.0
BTCUSDT,2023-07-21,29901.72,23881.40865,713123417.7612139,29800.0,30061.7,29726.34
ETHUSDT,2023-07-21,1891.73,165554.0428,313414135.895111,1891.59,1905.74,1884.64
BTCUSDT,2023-07-22,29794.0,14660.40467,437785700.3396102,29901.72,29999.0,29625.1
ETHUSDT,2023-07-22,1866.52,131901.6487,247820592.768613,1891.73,1897.35,1851.18
ETHUSDT,2023-07-23,1888.73,153501.0178,288736391.861338,1866.52,1905.25,1857.82
BTCUSDT,2023-07-23,30083.75,18292.78637,548940321.0915866,29793.99,30350.0,29730.0
ETHUSDT,2023-07-24,1850.0,276504.5547,512402907.457845,1888.74,1890.86,1833.19
BTCUSDT,2023-07-24,29176.5,39628.99691,1162562413.8190155,30083.75,30099.58,28861.9
BTCUSDT,2023-07-25,29228.91,21565.7478,629531351.1145664,29176.5,29376.0,29047.65
ETHUSDT,2023-07-25,1857.66,152251.21,282696600.921257,1850.0,1868.71,1845.45
BTCUSDT,2023-07-26,29351.96,33931.63366,995569172.1396836,29228.91,29690.0,29096.94
ETHUSDT,2023-07-26,1872.0,272090.5333,507049348.717311,1857.66,1888.0,1848.35
ETHUSDT,2023-07-27,1861.28,163766.4259,306463587.40202,1871.99,1886.11,1854.84
BTCUSDT,2023-07-27,29222.78,22476.47626,659594157.3443576,29351.95,29567.49,29083.85
BTCUSDT,2023-07-28,29314.14,23993.61627,702705076.837866,29222.78,29542.22,29123.12
ETHUSDT,2023-07-28,1874.19,138695.7147,259228467.502262,1861.29,1883.39,1856.52
BTCUSDT,2023-07-29,29352.9,10851.36844,318276733.8766431,29314.14,29406.92,29256.18
ETHUSDT,2023-07-29,1880.46,72867.0269,136676328.67955,1874.2,1886.58,1869.54
ETHUSDT,2023-07-30,1861.79,158657.5902,296504225.221497,1880.45,1885.3,1848.17
BTCUSDT,2023-07-30,29281.09,15706.97441,459830379.6509824,29352.9,29449.0,29033.24
BTCUSDT,2023-07-31,29232.25,22605.48964,663025204.2072346,29281.09,29530.0,29101.8
ETHUSDT,2023-07-31,1856.14,168204.4534,313517086.161755,1861.79,1877.4,1851.02
BTCUSDT,2023-08-01,29705.99,44719.65162,1299160215.077924,29232.26,29739.25,28585.7
ETHUSDT,2023-08-01,1873.47,358476.0966,659100582.108448,1856.13,1875.62,1813.8
ETHUSDT,2023-08-02,1839.9,254213.0553,470466371.262786,1873.48,1879.74,1821.21
BTCUSDT,2023-08-02,29186.01,48181.65141,1419729744.649752,29705.99,30047.5,28927.5
ETHUSDT,2023-08-03,1835.81,171148.052,315081750.38648,1839.9,1859.12,1826.0
BTCUSDT,2023-08-03,29193.64,26476.91994,773302705.4947629,29186.0,29433.33,28968.0
BTCUSDT,2023-08-04,29113.99,23551.95217,686643453.3930904,29193.65,29333.08,28807.54
ETHUSDT,2023-08-04,1830.23,187699.4552,344687096.602038,1835.81,1851.31,1815.74
BTCUSDT,2023-08-05,29072.13,11645.52018,338478560.1218247,29114.0,29152.23,28978.64
ETHUSDT,2023-08-05,1836.48,93657.3255,171683574.022643,1830.24,1839.0,1827.5
ETHUSDT,2023-08-06,1830.28,90403.9915,165701947.019345,1836.48,1838.58,1825.86
BTCUSDT,2023-08-06,29088.42,13178.1972,383209498.8777505,29072.13,29205.09,28991.88
ETHUSDT,2023-08-07,1829.1,224092.9059,409166592.891649,1830.28,1847.0,1802.0
BTCUSDT,2023-08-07,29211.06,30966.87746,899492595.6812717,29088.43,29276.78,28701.03
BTCUSDT,2023-08-08,29770.42,45700.53392,1352934531.6659672,29211.06,30244.0,29146.45
ETHUSDT,2023-08-08,1856.3,236336.03,436891258.634858,1829.1,1876.51,1826.33
ETHUSDT,2023-08-09,1855.35,191926.8343,356559464.883318,1856.3,1871.99,1846.28
BTCUSDT,2023-08-09,29581.99,38003.88725,1130396850.0974114,29770.41,30160.0,29376.67
BTCUSDT,2023-08-10,29455.75,23463.45373,692863472.0877249,29581.99,29738.0,29320.2
ETHUSDT,2023-08-10,1852.47,127321.4553,236043286.656351,1855.36,1865.95,1845.38
BTCUSDT,2023-08-11,29426.03,20637.0443,607176051.3015367,29455.76,29564.52,29252.45
ETHUSDT,2023-08-11,1848.84,113209.3103,209237745.63836,1852.47,1857.26,1838.05
BTCUSDT,2023-08-12,29430.17,8971.48068,263949405.5434029,29426.02,29481.35,29381.56
ETHUSDT,2023-08-12,1849.93,63292.6476,117106742.569844,1848.84,1854.01,1846.08
BTCUSDT,2023-08-13,29303.84,11101.70947,326264625.2296824,29430.18,29474.65,29272.32
ETHUSDT,2023-08-13,1840.73,120674.1364,222956657.347428,1849.94,1862.0,1834.51
BTCUSDT,2023-08-14,29430.93,31443.11532,924613476.681799,29303.85,29695.32,29102.45
ETHUSDT,2023-08-14,1845.5,150196.1203,277387603.677403,1840.73,1856.5,1835.0
BTCUSDT,2023-08-15,29200.0,27503.87691,806683957.3100156,29430.92,29499.26,29059.6
ETHUSDT,2023-08-15,1828.98,186081.6989,341622741.956271,1845.5,1847.36,1814.0
ETHUSDT,2023-08-16,1807.81,205430.7368,373631455.899558,1828.98,1831.52,1798.17
BTCUSDT,2023-08-16,28730.51,32996.69854,959870747.0063142,29200.01,29259.85,28723.08
BTCUSDT,2023-08-17,26623.41,100271.54033,2755821274.340605,28730.51,28783.48,25166.0
ETHUSDT,2023-08-17,1681.49,812138.2159,1390504308.003381,1807.81,1809.99,1550.0
ETHUSDT,2023-08-18,1661.59,538083.1018,901117750.717323,1681.49,1699.4,1641.02
BTCUSDT,2023-08-18,26054.0,69790.65711,1834219523.699404,26623.41,26832.6,25619.0
BTCUSDT,2023-08-19,26100.01,26160.75343,680623880.8247554,26054.0,26281.0,25801.09
ETHUSDT,2023-08-19,1669.67,231919.0485,387407573.3804,1661.6,1696.72,1654.31
BTCUSDT,2023-08-20,26189.99,19056.91209,497880752.2301158,26100.01,26299.0,25971.05
ETHUSDT,2023-08-20,1685.24,195623.5263,327342264.94863,1669.68,1694.75,1662.03
BTCUSDT,2023-08-21,26126.92,30267.24233,788205156.3215925,26190.0,26258.42,25812.0
ETHUSDT,2023-08-21,1667.55,250835.1518,418860905.067397,1685.23,1688.59,1649.4
ETHUSDT,2023-08-22,1634.99,402012.045,657589420.923018,1667.56,1669.38,1580.0
BTCUSDT,2023-08-22,26056.0,34247.06688,886782344.1602929,26126.92,26139.42,25300.0
ETHUSDT,2023-08-23,1679.61,374761.1088,622717740.76397,1635.0,1702.11,1629.05
BTCUSDT,2023-08-23,26432.72,44023.69978,1156326251.922411,26055.99,26819.27,25812.82
ETHUSDT,2023-08-24,1661.16,231539.7805,383948287.500426,1679.61,1683.37,1635.28
BTCUSDT,2023-08-24,26180.05,30205.22116,792966965.8982658,26432.71,26577.87,25864.0
BTCUSDT,2023-08-25,26060.01,27753.33772,722611079.1898074,26180.05,26314.05,25777.15
ETHUSDT,2023-08-25,1653.8,236261.6898,390502520.582296,1661.16,1677.22,1635.51
BTCUSDT,2023-08-26,26017.37,10022.22322,261041530.4758038,26060.0,26125.77,25985.92
ETHUSDT,2023-08-26,1647.04,79175.425,130634757.648333,1653.79,1655.59,1644.0
BTCUSDT,2023-08-27,26101.77,12099.64216,315548363.0193776,26017.38,26182.23,25966.11
ETHUSDT,2023-08-27,1658.33,87789.9196,145109143.683836,1647.03,1660.24,1646.32
ETHUSDT,2023-08-28,1653.08,214351.0143,352868062.83225,1658.33,1664.34,1621.75
BTCUSDT,2023-08-28,26120.0,22692.62655,591008939.17657,26101.78,26253.99,25864.5
ETHUSDT,2023-08-29,1729.42,494371.0823,842464924.522092,1653.08,1745.84,1640.0
BTCUSDT,2023-08-29,27716.34,74251.99488,2023326050.758479,26120.0,28142.85,25922.0
BTCUSDT,2023-08-30,27299.99,35448.25848,969086451.1625257,27716.34,27768.57,27017.24
ETHUSDT,2023-08-30,1705.23,202841.4402,347291135.28552,1729.41,1730.93,1694.34
ETHUSDT,2023-08-31,1645.76,330518.2668,554219312.094311,1705.23,1729.0,1630.0
BTCUSDT,2023-08-31,25940.78,51032.80401,1360373186.0116708,27299.99,27587.51,25655.01
ETHUSDT,2023-09-01,1629.12,302406.1686,493457144.938849,1645.77,1654.53,1602.33
BTCUSDT,2023-09-01,25805.05,41032.15056,1059444591.7097493,25940.77,26156.0,25333.75
ETHUSDT,2023-09-02,1637.03,102145.9476,166937240.933972,1629.13,1645.0,1628.03
BTCUSDT,2023-09-02,25869.51,16250.77698,419812969.9468598,25805.04,25987.5,25752.47
BTCUSDT,2023-09-03,25971.21,17474.47667,453100690.1021077,25869.52,26135.0,25800.0
ETHUSDT,2023-09-03,1635.84,116767.2862,190979647.353311,1637.02,1647.5,1625.14
BTCUSDT,2023-09-04,25826.02,21777.59609,563532890.5699993,25971.21,26108.02,25631.21
ETHUSDT,2023-09-04,1630.51,168010.9056,274049115.417922,1635.84,1644.82,1616.32
BTCUSDT,2023-09-05,25792.1,21323.39337,548893707.6002005,25826.03,25915.49,25562.62
ETHUSDT,2023-09-05,1634.45,204365.4907,333010633.963955,1630.52,1648.02,1609.69
BTCUSDT,2023-09-06,25759.95,27262.52386,700763180.8011677,25792.11,26040.0,25372.51
ETHUSDT,2023-09-06,1633.15,219541.0193,358419121.474319,1634.46,1670.0,1609.2
BTCUSDT,2023-09-07,26255.0,27687.49567,718923008.9071183,25759.95,26443.14,25615.38
ETHUSDT,2023-09-07,1648.11,228558.2782,374542954.194732,1633.15,1660.0,1623.4
BTCUSDT,2023-09-08,25910.5,28999.76471,754184537.1096923,26255.0,26445.5,25647.26
ETHUSDT,2023-09-08,1636.44,221570.0458,362938822.785618,1648.11,1658.93,1616.21
ETHUSDT,2023-09-09,1635.54,58519.6229,95627623.417556,1636.43,1637.52,1629.74
BTCUSDT,2023-09-09,25901.61,10980.62277,284109473.8075783,25910.5,25945.09,25796.64
BTCUSDT,2023-09-10,25841.61,18738.26914,483577459.2055345,25901.6,26033.66,25570.57
ETHUSDT,2023-09-10,1617.42,207957.8428,336517904.443572,1635.53,1635.7,1600.0
ETHUSDT,2023-09-11,1551.85,417424.8189,657137141.34232,1617.42,1619.0,1531.01
BTCUSDT,2023-09-11,25162.52,41682.32,1057371884.6697066,25841.6,25900.69,24901.0
BTCUSDT,2023-09-12,25840.1,56434.38537,1464393036.9616623,25162.53,26567.0,25131.48
ETHUSDT,2023-09-12,1592.97,329739.9685,525392019.744392,1551.84,1626.0,1549.67
ETHUSDT,2023-09-13,1607.62,223409.2889,357304191.673901,1592.97,1619.3,1581.88
BTCUSDT,2023-09-13,26222.0,31610.82753,825437881.4687591,25840.1,26405.22,25764.17
ETHUSDT,2023-09-14,1626.47,275301.1505,447913522.75155,1607.61,1644.29,1607.05
BTCUSDT,2023-09-14,26522.73,38333.1725,1015267319.7730227,26222.0,26860.49,26126.77
BTCUSDT,2023-09-15,26600.0,26227.29369,695203258.0004445,26522.73,26888.0,26224.0
ETHUSDT,2023-09-15,1641.29,181340.024,295616593.107865,1626.48,1654.08,1611.42
BTCUSDT,2023-09-16,26559.67,13960.93351,370889866.4592735,26599.99,26777.0,26445.0
ETHUSDT,2023-09-16,1634.4,99555.4671,163144495.691079,1641.3,1653.17,1631.31
ETHUSDT,2023-09-17,1622.48,120227.4117,195464805.891003,1634.4,1635.0,1612.0
BTCUSDT,2023-09-17,26527.51,12998.10277,344703727.5601071,26559.67,26623.25,26399.0
ETHUSDT,2023-09-18,1636.66,279041.6978,458235380.246686,1622.48,1669.5,1603.88
BTCUSDT,2023-09-18,26762.51,43000.43256,1158780347.625305,26527.5,27409.0,26377.35
BTCUSDT,2023-09-19,27210.26,36190.52187,981539255.55962,26762.5,27483.57,26667.79
ETHUSDT,2023-09-19,1643.12,184282.4258,302910996.591828,1636.66,1661.04,1626.32
BTCUSDT,2023-09-20,27125.0,34207.21867,927206075.9626273,27210.25,27388.63,26800.0
ETHUSDT,2023-09-20,1622.26,232844.2347,379255954.951705,1643.13,1649.34,1604.51
ETHUSDT,2023-09-21,1583.94,240627.544,384503484.655841,1622.27,1625.3,1567.77
BTCUSDT,2023-09-21,26568.08,34476.82662,920768143.3513128,27125.01,27159.6,26377.7
ETHUSDT,2023-09-22,1593.08,124886.091,198987470.055888,1583.94,1602.68,1576.58
BTCUSDT,2023-09-22,26580.14,18198.2292,484331618.9485319,26568.08,26743.38,26468.77
ETHUSDT,2023-09-23,1593.86,64537.1341,102806906.083431,1593.07,1598.24,1587.45
BTCUSDT,2023-09-23,26575.96,9440.7026,250873957.3886738,26580.14,26632.81,26509.0
ETHUSDT,2023-09-24,1580.71,137517.8533,218549215.974009,1593.85,1601.12,1570.01
BTCUSDT,2023-09-24,26248.38,15706.65771,416368301.3736848,26575.97,26738.54,26122.08
BTCUSDT,2023-09-25,26304.81,26266.2039,688252596.3809944,26248.39,26446.15,25990.46
ETHUSDT,2023-09-25,1588.33,176706.9277,279294486.722661,1580.71,1597.5,1563.01
ETHUSDT,2023-09-26,1594.01,125583.0161,199551097.289548,1588.34,1599.78,1580.05
BTCUSDT,2023-09-26,26221.67,18495.35066,485217905.0421048,26304.8,26397.46,26088.34
ETHUSDT,2023-09-27,1598.64,274404.4328,440883556.960054,1594.02,1634.1,1583.5
BTCUSDT,2023-09-27,26372.99,34771.57978,918797815.048481,26221.68,26850.0,26112.06
ETHUSDT,2023-09-28,1652.99,331409.7015,541873730.296698,1598.63,1668.21,1598.14
BTCUSDT,2023-09-28,27021.39,44517.83491,1193420040.1309185,26373.0,27308.48,26342.4
ETHUSDT,2023-09-29,1667.45,251975.6728,420335662.096628,1653.0,1688.0,1648.37
BTCUSDT,2023-09-29,26906.96,28478.76219,767827314.9319088,27021.39,27244.89,26665.16
ETHUSDT,2023-09-30,1670.89,136924.9141,229630339.535437,1667.45,1694.32,1666.19
BTCUSDT,2023-09-30,26962.56,12804.62307,345406056.6806953,26906.96,27094.99,26886.31
BTCUSDT,2023-10-01,27992.57,24602.81468,674657121.9944204,26962.57,28065.51,26954.09
ETHUSDT,2023-10-01,1733.79,225611.5868,383793846.183488,1670.89,1751.0,1668.0
ETHUSDT,2023-10-02,1662.4,378575.6898,643680600.092603,1733.8,1744.0,1636.79
BTCUSDT,2023-10-02,27494.51,57071.14241,1600944483.4902065,27992.58,28580.0,27281.44
BTCUSDT,2023-10-03,27426.46,28928.96555,794301815.426502,27494.51,27676.52,27160.5
