symbol,date,open,high,low,close,volume,quote_volume
BTCUSDT,2023-05-15,26915.95,27656.91,26734.01,27158.95,6216.462988,169750826.37332356
ETHUSDT,2023-05-15,1799.13,1846.86,1784.43,1816.16,82094.70271,149752158.487456
BTCUSDT,2023-05-16,27158.95,27295.58,26850.01,27029.06,4060.450823,109876697.82290867
ETHUSDT,2023-05-16,1816.16,1832.59,1796.53,1824.01,72272.01508,131335622.8135649
BTCUSDT,2023-05-17,27029.06,27512.5,26535.0,27400.82,5253.655175,141809080.75404048
ETHUSDT,2023-05-17,1824.01,1837.34,1783.59,1822.15,77655.64955,140618164.2064624
ETHUSDT,2023-05-18,1822.15,1831.85,1771.38,1800.5,60547.5232,109631511.027575
BTCUSDT,2023-05-18,27400.82,27480.0,26362.93,26821.21,6860.195939,185631267.4525887
ETHUSDT,2023-05-19,1800.5,1829.25,1797.13,1812.07,46112.82285,83529622.1713307
BTCUSDT,2023-05-19,26821.21,27199.99,26632.01,26885.02,4080.414847,109674448.5327861
BTCUSDT,2023-05-20,26885.02,27148.72,26830.45,27105.97,1407.721392,37969289.27463085
ETHUSDT,2023-05-20,1812.07,1828.55,1807.03,1819.25,15646.32515,28409663.5720326
BTCUSDT,2023-05-21,27105.97,27279.77,26663.53,26746.01,2705.825157,72889087.88145046
ETHUSDT,2023-05-21,1819.25,1828.86,1797.59,1804.98,21062.7912,38141654.1199019
ETHUSDT,2023-05-22,1804.98,1828.62,1792.25,1817.23,32879.71111,59628025.1270577
BTCUSDT,2023-05-22,26746.01,27101.63,26540.0,26848.1,4834.047473,129670976.84082474
BTCUSDT,2023-05-23,26848.1,27499.99,26801.06,27220.05,6050.595436,164843039.90295818
ETHUSDT,2023-05-23,1817.23,1875.32,1815.5,1854.06,56914.95099,105351163.3031219
BTCUSDT,2023-05-24,27220.05,27220.06,26090.85,26328.6,7455.672868,197872499.1949378
ETHUSDT,2023-05-24,1854.06,1854.15,1776.64,1800.19,64795.30339,117222143.7617673
ETHUSDT,2023-05-25,1800.19,1818.54,1760.38,1806.05,61323.45649,109977835.3058668
BTCUSDT,2023-05-25,26328.6,26640.19,25877.31,26474.63,5948.195061,156373715.80295047
ETHUSDT,2023-05-26,1806.05,1837.9,1796.89,1827.82,36848.89797,67050824.3483765
BTCUSDT,2023-05-26,26474.63,26944.29,26326.36,26709.43,4103.817804,109152219.21455432
ETHUSDT,2023-05-27,1827.82,1835.98,1812.31,1830.17,16734.9382,30568725.8202654
BTCUSDT,2023-05-27,26709.43,26895.82,26554.61,26855.74,1623.047978,43375013.07024769
ETHUSDT,2023-05-28,1830.17,1922.5,1823.62,1908.83,47575.17033,88846363.7729918
BTCUSDT,2023-05-28,26855.74,28280.0,26770.17,28064.09,4976.487961,136733738.30448273
BTCUSDT,2023-05-29,28064.09,28442.0,27525.01,27737.11,5868.61412,163731564.98873338
ETHUSDT,2023-05-29,1908.83,1927.74,1873.46,1892.53,52517.69685,99746766.3508049
BTCUSDT,2023-05-30,27737.11,28039.76,27556.32,27694.38,5695.328347,158304903.0711017
ETHUSDT,2023-05-30,1892.53,1916.72,1881.47,1900.68,49101.85001,93492175.8374347
BTCUSDT,2023-05-31,27694.38,27830.5,26833.99,27211.51,7046.211834,191465717.53961387
ETHUSDT,2023-05-31,1900.68,1907.36,1846.8,1873.53,47766.62959,89356795.3976699
ETHUSDT,2023-06-01,1873.53,1888.84,1838.7,1861.81,64084.88854,119497172.6549266
BTCUSDT,2023-06-01,27211.51,27352.39,26609.31,26815.44,6035.760826,162416542.59728917
ETHUSDT,2023-06-02,1861.81,1910.69,1847.68,1906.8,59255.84304,111866078.1174001
BTCUSDT,2023-06-02,26815.44,27292.98,26507.88,27241.45,6454.217121,174462466.55524403
BTCUSDT,2023-06-03,27241.45,27325.45,26921.46,27072.14,2556.212168,69374936.31414609
ETHUSDT,2023-06-03,1906.8,1907.96,1882.0,1892.1,23940.45968,45381820.6976024
BTCUSDT,2023-06-04,27072.14,27457.1,26953.84,27117.45,2915.2484,79280189.90897904
ETHUSDT,2023-06-04,1892.1,1914.0,1884.39,1890.0,29560.88554,56161658.3098522
ETHUSDT,2023-06-05,1890.0,1890.8,1778.44,1810.25,104839.85497,192202685.2387181
BTCUSDT,2023-06-05,27117.45,27129.44,25396.08,25727.27,11373.596451,297821733.95040226
ETHUSDT,2023-06-06,1810.25,1898.23,1797.25,1884.02,92669.33493,171149280.3610012
BTCUSDT,2023-06-06,25727.27,27351.21,25351.1,27230.2,10324.624533,271308193.0771175
BTCUSDT,2023-06-07,27230.2,27388.0,26131.0,26343.37,9580.115948,255241776.0589883
ETHUSDT,2023-06-07,1884.02,1897.22,1820.68,1832.34,83733.62068,155280020.9732122
BTCUSDT,2023-06-08,26343.37,26815.58,26213.47,26501.57,5631.249805,149149269.672626
ETHUSDT,2023-06-08,1832.34,1861.19,1828.56,1845.66,40487.43038,74702693.3825432
BTCUSDT,2023-06-09,26501.57,26778.33,26275.01,26478.64,4649.188268,123351532.89688134
ETHUSDT,2023-06-09,1845.66,1855.09,1826.93,1840.25,44395.42109,81732567.2880597
ETHUSDT,2023-06-10,1840.25,1844.9,1716.38,1751.39,125656.82999,221084522.7441597
BTCUSDT,2023-06-10,26478.64,26531.99,25361.76,25841.03,8603.752727,221766836.76776958
BTCUSDT,2023-06-11,25841.03,26200.0,25634.73,25924.31,3982.409641,103104234.24812652
ETHUSDT,2023-06-11,1751.39,1778.1,1738.46,1752.62,54976.36008,96424911.9761126
BTCUSDT,2023-06-12,25924.31,26102.19,25617.0,25907.57,5359.366135,138639050.7299819
ETHUSDT,2023-06-12,1752.62,1759.5,1719.77,1742.47,62095.64932,107958705.1263322
ETHUSDT,2023-06-13,1742.47,1766.34,1724.17,1740.21,53123.98656,92654283.9660097
BTCUSDT,2023-06-13,25907.57,26428.56,25721.76,25935.73,5834.399113,151959981.42121634
ETHUSDT,2023-06-14,1740.21,1749.92,1627.32,1651.0,75879.32195,128654347.3375107
BTCUSDT,2023-06-14,25935.73,26111.65,24821.91,25130.23,6086.45754,155487397.51910275
ETHUSDT,2023-06-15,1651.0,1681.25,1627.5,1667.0,55011.1677,90704406.1091345
BTCUSDT,2023-06-15,25130.23,25756.08,24776.56,25596.64,5290.007872,133159947.08383062
BTCUSDT,2023-06-16,25596.64,26500.0,25169.84,26345.9,6650.332957,172135897.57312077
ETHUSDT,2023-06-16,1667.0,1729.08,1649.81,1718.04,60178.54752,101564394.1653214
BTCUSDT,2023-06-17,26345.9,26838.9,26182.15,26518.93,4217.36376,111901481.91598713
ETHUSDT,2023-06-17,1718.04,1772.0,1714.46,1727.76,36438.98029,63368787.8223998
BTCUSDT,2023-06-18,26518.93,26701.35,26254.01,26342.67,2856.064486,75698976.7146083
ETHUSDT,2023-06-18,1727.76,1747.72,1712.83,1720.88,27910.0299,48308643.9578356
BTCUSDT,2023-06-19,26342.67,27070.99,26260.71,26845.78,5545.941015,147555965.61814407
ETHUSDT,2023-06-19,1720.88,1751.85,1697.02,1737.12,42888.4871,73963258.6088106
ETHUSDT,2023-06-20,1737.12,1796.36,1714.62,1792.38,60333.53927,105864968.3804018
BTCUSDT,2023-06-20,26845.78,28400.0,26652.99,28303.87,9626.825647,264204485.7973999
ETHUSDT,2023-06-21,1792.38,1901.68,1787.51,1889.37,94278.14644,173820160.2766664
BTCUSDT,2023-06-21,28303.87,30800.0,28261.01,29995.09,14854.096218,437875321.5460537
ETHUSDT,2023-06-22,1889.37,1932.88,1866.6,1872.14,57173.28998,108486406.2967448
BTCUSDT,2023-06-22,29995.09,30505.03,29529.0,29887.38,8261.912519,248313195.95080596
ETHUSDT,2023-06-23,1872.14,1936.79,1861.91,1892.4,72972.47673,138296453.6120363
BTCUSDT,2023-06-23,29887.38,31433.17,29796.96,30686.59,10682.930018,327286902.6068303
BTCUSDT,2023-06-24,30686.59,30799.69,30260.11,30530.63,4127.91806,126240607.92983502
ETHUSDT,2023-06-24,1892.4,1905.7,1864.97,1875.21,38124.48898,71884609.5123614
BTCUSDT,2023-06-25,30530.63,31040.0,30280.4,30469.09,4942.740735,151389000.12622967
ETHUSDT,2023-06-25,1875.21,1929.81,1869.01,1898.87,54606.33039,103848281.0725087
ETHUSDT,2023-06-26,1898.87,1909.05,1837.18,1859.01,66511.42481,124654809.0407748
BTCUSDT,2023-06-26,30469.09,30664.0,29930.0,30269.76,6553.740012,198303392.7437512
BTCUSDT,2023-06-27,30269.76,31000.56,30229.72,30690.49,6100.607277,186613732.5630945
ETHUSDT,2023-06-27,1859.01,1912.4,1855.3,1889.58,58987.35135,111099315.9025369
BTCUSDT,2023-06-28,30690.49,30706.0,29845.0,30078.3,7350.785026,222453498.48116964
ETHUSDT,2023-06-28,1889.58,1890.23,1816.13,1827.79,68693.77194,127352432.615791
BTCUSDT,2023-06-29,30078.3,30836.8,30050.12,30450.49,6825.06682,208137239.5770527
ETHUSDT,2023-06-29,1827.79,1879.85,1827.78,1852.21,58409.21873,108332718.926178
ETHUSDT,2023-06-30,1852.21,1947.05,1823.88,1933.79,123780.63775,233658001.7928267
BTCUSDT,2023-06-30,30450.49,31280.7,29461.67,30477.09,15366.323425,468203414.4247787
ETHUSDT,2023-07-01,1933.79,1944.4,1909.56,1924.41,37567.26823,72257033.7067418
BTCUSDT,2023-07-01,30477.09,30657.88,30326.01,30587.66,2169.480142,66175842.32243174
BTCUSDT,2023-07-02,30587.66,30794.0,30165.09,30616.02,4112.506108,125540613.48107626
ETHUSDT,2023-07-02,1924.41,1961.48,1885.11,1937.4,59316.25015,113985999.9708469
BTCUSDT,2023-07-03,30616.02,31382.58,30569.99,31157.42,6540.978549,202265376.46325958
ETHUSDT,2023-07-03,1937.4,1976.23,1933.64,1955.65,67062.00239,131390971.7629126
BTCUSDT,2023-07-04,31157.42,31321.99,30613.63,30765.99,4798.895546,148643620.79254687
ETHUSDT,2023-07-04,1955.65,1966.87,1931.39,1935.97,47498.7945,92667728.0805281
ETHUSDT,2023-07-05,1935.97,1942.2,1894.19,1910.02,55853.36091,107047239.1530797
BTCUSDT,2023-07-05,30765.99,30874.45,30193.86,30502.53,4981.307615,151930332.00323662
ETHUSDT,2023-07-06,1910.02,1957.32,1846.1,1846.1,79097.44858,150407550.414764
BTCUSDT,2023-07-06,30502.53,31520.04,29855.0,29892.52,11091.011189,339159305.53438896
ETHUSDT,2023-07-07,1846.1,1877.86,1825.38,1870.54,52567.95434,97622131.1399884
BTCUSDT,2023-07-07,29892.52,30451.74,29674.61,30343.15,6680.031832,201440726.8560328
ETHUSDT,2023-07-08,1870.54,1873.0,1842.8,1865.23,25582.38452,47585884.2750217
BTCUSDT,2023-07-08,30343.15,30389.68,30050.0,30288.01,2487.25674,75154324.25943364
ETHUSDT,2023-07-09,1865.23,1878.8,1856.5,1862.84,27168.72717,50734150.1661605
BTCUSDT,2023-07-09,30288.01,30449.0,30068.33,30164.01,2699.747437,81710211.02881476
BTCUSDT,2023-07-10,30164.01,31042.15,29952.39,30414.69,6407.703667,194614760.59220296
ETHUSDT,2023-07-10,1862.84,1905.31,1846.7,1880.28,44977.11182,84109360.2968861
BTCUSDT,2023-07-11,30414.69,30817.5,30300.0,30621.99,4398.010776,134199951.36914936
ETHUSDT,2023-07-11,1880.28,1891.54,1862.67,1878.32,34429.33361,64539489.0500519
BTCUSDT,2023-07-12,30621.99,30974.51,30213.23,30384.0,5203.647746,159403672.49000162
ETHUSDT,2023-07-12,1878.32,1901.56,1864.36,1871.88,47037.78639,88667108.8217401
ETHUSDT,2023-07-13,1871.88,2012.8,1863.01,2004.43,97959.39295,191122721.5220781
BTCUSDT,2023-07-13,30384.0,31847.69,30249.69,31452.96,10770.493022,334318857.52096784
ETHUSDT,2023-07-14,2004.43,2029.18,1898.22,1937.91,92766.76175,182692882.9864838
BTCUSDT,2023-07-14,31452.96,31629.22,29898.77,30312.98,9931.56904,305566286.57030606
BTCUSDT,2023-07-15,30312.98,30392.37,30238.35,30285.99,1584.163867,48015675.68449049
ETHUSDT,2023-07-15,1937.91,1946.39,1926.31,1931.2,22379.93265,43292931.5784706
BTCUSDT,2023-07-16,30285.99,30441.66,30066.2,30232.5,2868.978295,86837474.12922364
ETHUSDT,2023-07-16,1931.2,1943.24,1914.16,1922.19,26488.09204,51115363.9918746
BTCUSDT,2023-07-17,30232.5,30331.99,29654.63,30138.0,5365.028571,161384614.24595574
ETHUSDT,2023-07-17,1922.19,1935.89,1873.61,1911.26,49897.51725,95159921.5056579
BTCUSDT,2023-07-18,30138.0,30239.42,29500.0,29862.15,5557.269733,166088939.8043782
ETHUSDT,2023-07-18,1911.26,1916.99,1876.5,1897.43,40142.22948,76180533.0180985
BTCUSDT,2023-07-19,29862.15,30192.26,29760.0,29907.11,5298.460429,158844646.45909196
ETHUSDT,2023-07-19,1897.43,1922.2,1882.15,1888.6,47640.62834,90753773.1503998
BTCUSDT,2023-07-20,29907.11,30416.0,29551.4,29807.13,7030.721913,210782153.2478563
ETHUSDT,2023-07-20,1888.6,1929.19,1878.25,1891.2,57850.51598,109971997.7645149
BTCUSDT,2023-07-21,29807.13,30060.74,29732.57,29900.01,3745.114242,111828250.34226775
ETHUSDT,2023-07-21,1891.2,1905.0,1884.9,1891.65,32323.60636,61202238.4467067
ETHUSDT,2023-07-22,1891.65,1897.05,1851.48,1866.17,19618.36808,36885481.3002393
BTCUSDT,2023-07-22,29900.01,29995.99,29629.98,29786.08,1655.889266,49437372.53319653
ETHUSDT,2023-07-23,1866.17,1904.83,1858.09,1888.83,28923.34722,54393813.6281742
BTCUSDT,2023-07-23,29786.08,30344.78,29733.99,30086.01,2820.364327,84657161.44831035
BTCUSDT,2023-07-24,30086.01,30094.52,28855.16,29180.0,6176.398932,181123097.685165
ETHUSDT,2023-07-24,1888.83,1890.62,1832.81,1850.0,45536.13221,84384580.8041578
ETHUSDT,2023-07-25,1850.0,1868.57,1845.61,1857.81,26357.65802,48937802.5578043
BTCUSDT,2023-07-25,29180.0,29372.79,29053.16,29232.0,2848.521683,83163672.76842958
BTCUSDT,2023-07-26,29232.0,29676.44,29100.1,29350.0,6051.277857,177565321.6598648
ETHUSDT,2023-07-26,1857.81,1887.49,1848.6,1871.82,63325.38779,118148314.8058436
BTCUSDT,2023-07-27,29350.0,29569.93,29085.99,29223.3,2830.964379,83063789.96411309
ETHUSDT,2023-07-27,1871.82,1886.14,1855.09,1861.35,32326.17882,60487570.8050456
BTCUSDT,2023-07-28,29223.3,29545.63,29130.77,29320.01,3059.711285,89685663.21341643
ETHUSDT,2023-07-28,1861.35,1883.58,1856.69,1874.32,18065.56552,33798624.9131967
BTCUSDT,2023-07-29,29320.01,29407.07,29261.07,29356.38,1054.286652,30915726.46952792
ETHUSDT,2023-07-29,1874.32,1886.21,1869.81,1880.61,9759.43943,18309745.3123921
BTCUSDT,2023-07-30,29356.38,29449.49,29027.51,29281.98,2577.240299,75397316.58646259
ETHUSDT,2023-07-30,1880.61,1885.08,1849.27,1861.71,32399.6407,60545906.7693438
ETHUSDT,2023-07-31,1861.71,1877.0,1851.25,1856.31,25273.97207,47098899.8957737
BTCUSDT,2023-07-31,29281.98,29530.37,29115.46,29234.04,3942.494885,115622889.45070459
BTCUSDT,2023-08-01,29234.04,29732.99,28555.0,29706.0,8188.992092,237912649.406292
ETHUSDT,2023-08-01,1856.31,1875.69,1811.18,1873.33,56345.23865,103555178.6966335
BTCUSDT,2023-08-02,29706.0,30037.5,28926.54,29178.74,8488.864789,249953203.9667252
ETHUSDT,2023-08-02,1873.33,1879.75,1821.31,1840.14,54052.27557,100006021.5626764
ETHUSDT,2023-08-03,1840.14,1859.12,1826.14,1835.92,38230.06723,70428351.969316
BTCUSDT,2023-08-03,29178.74,29429.98,28968.01,29194.0,4547.948602,132841413.736057
BTCUSDT,2023-08-04,29194.0,29329.31,28800.0,29114.01,4680.836674,136367507.17396748
ETHUSDT,2023-08-04,1835.92,1851.26,1815.22,1830.29,38676.2419,70983123.7305822
ETHUSDT,2023-08-05,1830.29,1838.86,1827.8,1836.6,13205.82257,24207434.793244
BTCUSDT,2023-08-05,29114.01,29154.04,28985.62,29074.89,1369.485183,39799078.87857458
ETHUSDT,2023-08-06,1836.6,1838.5,1826.0,1830.38,12489.02727,22889760.4545951
BTCUSDT,2023-08-06,29074.89,29199.98,28989.75,29091.99,1754.906843,51043251.69924554
ETHUSDT,2023-08-07,1830.38,1846.91,1802.0,1829.05,43335.13893,78984816.4711166
BTCUSDT,2023-08-07,29091.99,29275.31,28703.1,29214.08,4850.113255,140803012.7167067
ETHUSDT,2023-08-08,1829.05,1876.77,1826.35,1856.29,51504.9889,95254174.2335248
BTCUSDT,2023-08-08,29214.08,30214.75,29146.77,29769.28,9016.054264,267060152.84145945
ETHUSDT,2023-08-09,1856.29,1871.44,1846.38,1855.29,27317.11462,50734487.0539828
BTCUSDT,2023-08-09,29769.28,30136.73,29374.05,29579.99,6501.83446,193310391.928704
ETHUSDT,2023-08-10,1855.29,1865.79,1846.28,1852.35,21251.23024,39408244.7394059
BTCUSDT,2023-08-10,29579.99,29737.98,29310.0,29456.77,4401.706562,129971676.21890219
ETHUSDT,2023-08-11,1852.35,1857.44,1838.78,1848.83,18308.22144,33840171.0922063
BTCUSDT,2023-08-11,29456.77,29564.46,29249.99,29430.13,2304.071544,67790270.48119073
ETHUSDT,2023-08-12,1848.83,1853.6,1846.24,1849.98,9387.97855,17363881.5875266
BTCUSDT,2023-08-12,29430.13,29478.25,29382.0,29428.94,946.786217,27855128.38259177
ETHUSDT,2023-08-13,1849.98,1861.65,1834.54,1840.63,14273.08771,26393708.2243161
BTCUSDT,2023-08-13,29428.94,29467.7,29276.0,29304.7,1126.682339,33104530.87984004
ETHUSDT,2023-08-14,1840.63,1856.46,1835.01,1845.76,23257.23174,42953978.2861222
BTCUSDT,2023-08-14,29304.7,29691.0,29102.74,29434.0,4574.465295,134576839.2200419
ETHUSDT,2023-08-15,1845.76,1847.2,1813.8,1829.29,24970.56033,45732521.2271976
BTCUSDT,2023-08-15,29434.0,29499.9,29074.0,29202.0,3603.094927,105552976.04385433
ETHUSDT,2023-08-16,1829.29,1831.64,1797.95,1807.72,32285.14358,58633465.7594336
BTCUSDT,2023-08-16,29202.0,29260.0,28728.47,28734.01,5411.612103,157245014.82933986
ETHUSDT,2023-08-17,1807.72,1810.0,1507.29,1681.11,162490.93006,276914117.2316967
BTCUSDT,2023-08-17,28734.01,28782.0,24394.74,26622.0,19809.230843,538916263.9822003
ETHUSDT,2023-08-18,1681.11,1699.2,1639.96,1661.4,113111.04136,189269915.545849
BTCUSDT,2023-08-18,26622.0,26826.77,25607.13,26051.97,14285.630359,374545574.3442308
ETHUSDT,2023-08-19,1661.4,1696.6,1654.47,1669.81,32508.57715,54347883.5914486
BTCUSDT,2023-08-19,26051.97,26276.96,25802.88,26099.99,4046.484738,105303517.42540567
BTCUSDT,2023-08-20,26099.99,26297.7,25971.97,26189.99,3213.888434,83975031.62002304
ETHUSDT,2023-08-20,1669.81,1694.55,1662.07,1685.2,28532.98458,47782167.4746513
ETHUSDT,2023-08-21,1685.2,1688.6,1648.79,1667.59,48286.1419,80608742.9789889
BTCUSDT,2023-08-21,26189.99,26250.0,25810.0,26125.14,5358.604161,139504910.96975482
BTCUSDT,2023-08-22,26125.14,26137.97,25329.88,26055.96,7351.628763,190167944.8947335
ETHUSDT,2023-08-22,1667.59,1669.38,1578.88,1635.0,71759.41733,117186403.5243058
BTCUSDT,2023-08-23,26055.96,26828.97,25815.02,26434.1,9231.841678,242606836.3510965
ETHUSDT,2023-08-23,1635.0,1701.84,1629.6,1679.78,71874.15305,119495783.6774629
BTCUSDT,2023-08-24,26434.1,26581.96,25861.66,26179.04,5670.414738,148770066.12487194
ETHUSDT,2023-08-24,1679.78,1683.5,1636.05,1661.19,49943.00244,82794964.2625916
BTCUSDT,2023-08-25,26179.04,26308.0,25780.01,26057.97,7330.623157,190802348.69902462
ETHUSDT,2023-08-25,1661.19,1677.5,1635.46,1653.75,62441.96382,103226345.7210328
ETHUSDT,2023-08-26,1653.75,1655.6,1644.19,1646.95,14183.72433,23406494.6877801
BTCUSDT,2023-08-26,26057.97,26125.0,25986.86,26022.55,1510.386762,39329818.11324434
BTCUSDT,2023-08-27,26022.55,26180.0,25975.97,26102.0,1549.593018,40425215.41580064
ETHUSDT,2023-08-27,1646.95,1659.96,1646.41,1658.19,16578.59918,27412672.5974592
BTCUSDT,2023-08-28,26102.0,26249.82,25865.0,26120.01,5500.45893,143258124.93791932
ETHUSDT,2023-08-28,1658.19,1664.09,1621.83,1653.27,51869.36169,85360320.8393543
BTCUSDT,2023-08-29,26120.01,28139.45,25927.45,27719.97,18896.52923,514192325.26824164
ETHUSDT,2023-08-29,1653.27,1746.22,1640.26,1729.3,130860.79148,223061246.2350838
ETHUSDT,2023-08-30,1729.3,1730.98,1694.9,1705.39,51997.36957,89006020.6594034
BTCUSDT,2023-08-30,27719.97,27765.97,27009.26,27297.97,8193.605825,223886115.82093847
BTCUSDT,2023-08-31,27297.97,27572.64,25659.86,25938.0,12686.122428,337355658.5647142
ETHUSDT,2023-08-31,1705.39,1726.53,1629.84,1645.9,85032.73853,142565091.1226614
BTCUSDT,2023-09-01,25938.0,26158.19,25329.01,25806.01,8437.905792,217652233.46991023
ETHUSDT,2023-09-01,1645.9,1654.47,1602.26,1628.84,81456.41676,132771710.8331822
BTCUSDT,2023-09-02,25806.01,25982.19,25756.05,25867.89,2389.351715,61745910.87116651
ETHUSDT,2023-09-02,1628.84,1645.15,1628.01,1636.97,24312.49968,39750947.1039417
ETHUSDT,2023-09-03,1636.97,1647.85,1625.21,1635.77,25319.69709,41423139.5102617
BTCUSDT,2023-09-03,25867.89,26137.31,25797.1,25971.97,3322.59175,86179005.46974948
ETHUSDT,2023-09-04,1635.77,1644.83,1616.58,1630.61,31690.31033,51665643.4718363
BTCUSDT,2023-09-04,25971.97,26097.54,25634.0,25823.97,4311.241353,111507834.8954268
BTCUSDT,2023-09-05,25823.97,25906.82,25560.1,25793.11,4475.856559,115194770.77318059
ETHUSDT,2023-09-05,1630.61,1647.99,1609.74,1634.4,40069.16755,65322863.5280902
ETHUSDT,2023-09-06,1634.4,1670.34,1609.29,1633.13,52690.48714,86038677.3904761
BTCUSDT,2023-09-06,25793.11,26049.11,25372.77,25759.97,5720.939417,147043397.9643257
BTCUSDT,2023-09-07,25759.97,26449.4,25617.44,26253.97,5639.999579,146554752.62922484
ETHUSDT,2023-09-07,1633.13,1660.0,1623.66,1647.99,43491.08918,71298597.3223598
BTCUSDT,2023-09-08,26253.97,26443.86,25650.0,25909.69,6639.956775,172698399.7421814
ETHUSDT,2023-09-08,1647.99,1658.79,1616.55,1636.44,41266.0956,67460255.5792343
BTCUSDT,2023-09-09,25909.69,25948.55,25798.01,25899.97,1705.038172,44121229.64742254
ETHUSDT,2023-09-09,1636.44,1637.38,1630.04,1635.37,9649.94731,15770825.5525559
BTCUSDT,2023-09-10,25899.97,26040.0,25570.01,25845.02,4935.832373,127355969.14012563
ETHUSDT,2023-09-10,1635.37,1635.55,1597.86,1617.49,41298.01634,66808977.8015125
BTCUSDT,2023-09-11,25845.02,25899.99,24899.97,25166.2,11871.00632,300920329.761154
ETHUSDT,2023-09-11,1617.49,1618.99,1531.2,1551.89,103075.60893,162008433.8108081
ETHUSDT,2023-09-12,1551.89,1625.32,1549.75,1592.86,97037.30481,154579275.3562179
BTCUSDT,2023-09-12,25166.2,26577.52,25136.39,25837.97,18304.737927,474543001.7893912
BTCUSDT,2023-09-13,25837.97,26407.38,25762.17,26220.63,9658.379402,252205251.40079978
ETHUSDT,2023-09-13,1592.86,1618.9,1582.0,1607.61,63789.46687,102004504.9013381
ETHUSDT,2023-09-14,1607.61,1644.76,1607.16,1626.55,73621.35625,119821744.4643509
BTCUSDT,2023-09-14,26220.63,26877.97,26126.12,26524.75,9762.287861,258669302.89281344
ETHUSDT,2023-09-15,1626.55,1653.93,1611.51,1641.59,42125.36067,68651606.2105743
BTCUSDT,2023-09-15,26524.75,26886.59,26225.74,26602.75,5479.545904,145314187.80751583
ETHUSDT,2023-09-16,1641.59,1652.2,1631.46,1634.49,19734.24973,32344982.838386
BTCUSDT,2023-09-16,26602.75,26772.04,26450.0,26561.99,2778.163604,73812538.25305691
ETHUSDT,2023-09-17,1634.49,1634.99,1611.95,1622.41,26175.19868,42539037.239378
BTCUSDT,2023-09-17,26561.99,26619.97,26398.0,26525.99,2146.406128,56912957.81841997
BTCUSDT,2023-09-18,26525.99,27425.91,26376.0,26764.81,10614.16231,285750319.40257573
ETHUSDT,2023-09-18,1622.41,1668.91,1605.0,1636.87,73783.53589,121187328.9590139
ETHUSDT,2023-09-19,1636.87,1660.8,1626.74,1643.18,51379.72673,84498018.3258107
BTCUSDT,2023-09-19,26764.81,27482.99,26670.55,27206.21,9127.181065,247819137.18229744
BTCUSDT,2023-09-20,27206.21,27388.6,26798.39,27122.01,11251.370304,304895448.77584124
ETHUSDT,2023-09-20,1643.18,1649.2,1605.4,1622.29,79426.46618,129228458.5315232
ETHUSDT,2023-09-21,1622.29,1625.32,1567.7,1584.01,75663.09168,120704937.339015
BTCUSDT,2023-09-21,27122.01,27161.1,26377.21,26568.0,8423.36401,224890882.84807935
ETHUSDT,2023-09-22,1584.01,1602.6,1576.6,1593.05,44200.48435,70425629.0380491
BTCUSDT,2023-09-22,26568.0,26882.69,26455.42,26579.93,5600.893969,149093474.36772126
BTCUSDT,2023-09-23,26579.93,26635.96,26512.62,26577.99,1443.944683,38374343.06791187
ETHUSDT,2023-09-23,1593.05,1598.14,1587.7,1593.8,14234.28404,22676198.140722
BTCUSDT,2023-09-24,26577.99,26734.68,26120.0,26246.86,4122.626432,109066757.84467138
ETHUSDT,2023-09-24,1593.8,1601.0,1570.6,1580.77,39171.4324,62172990.7545495
BTCUSDT,2023-09-25,26246.86,26447.37,25990.39,26302.1,9800.05764,256710059.5483534
ETHUSDT,2023-09-25,1580.77,1597.45,1562.95,1588.3,77245.95616,121998391.1918662
ETHUSDT,2023-09-26,1588.3,1599.2,1580.4,1593.92,43859.20527,69680754.2477049
BTCUSDT,2023-09-26,26302.1,26396.25,26094.16,26219.98,5003.480275,131206741.58394618
ETHUSDT,2023-09-27,1593.92,1634.05,1583.41,1598.6,108581.39996,174563009.3020618
BTCUSDT,2023-09-27,26219.98,26850.0,26110.75,26373.97,10582.395348,279900161.4887932
BTCUSDT,2023-09-28,26373.97,27313.93,26346.1,27024.0,12829.411772,344126105.5933666
ETHUSDT,2023-09-28,1598.6,1668.48,1597.9,1652.98,136678.63395,224002541.2201613
ETHUSDT,2023-09-29,1652.98,1688.34,1648.41,1667.4,94598.27035,157898719.9489144
BTCUSDT,2023-09-29,27024.0,27248.35,26669.51,26910.0,9381.220373,252845397.51155752
BTCUSDT,2023-09-30,26910.0,27094.72,26892.0,26965.24,1770.824973,47779262.45154221
ETHUSDT,2023-09-30,1667.4,1694.27,1666.21,1670.85,34955.19091,58667964.5333156
BTCUSDT,2023-10-01,26965.24,28190.0,26957.42,27993.52,7228.033774,199166723.19481438
ETHUSDT,2023-10-01,1670.85,1759.16,1668.32,1733.67,80733.27488,137864689.3285082
BTCUSDT,2023-10-02,27993.52,28584.91,27285.6,27499.97,19163.339483,537651501.0185084
ETHUSDT,2023-10-02,1733.67,1743.44,1637.2,1662.44,154865.69601,262970079.0897416
BTCUSDT,2023-10-03,27499.97,27679.66,27169.98,27426.77,7938.512786,217830291.5255683
ETHUSDT,2023-10-03,1662.44,1670.44,1643.87,1656.84,66825.95609,110726804.3372351
BTCUSDT,2023-10-04,27426.77,27839.27,27210.79,27782.0,7719.610238,212480463.618912
