date,capital
2025-10-28,94952894.12066624
2025-10-29,94952894.12066624
2025-10-30,94952894.12066624
2025-10-31,94952894.12066624
2025-11-01,94952894.12066624
2025-11-02,94952894.12066624
2025-11-03,94952894.12066624
2025-11-04,94952894.12066624
2025-11-05,94952894.12066624
2025-11-06,96574127.29840225
2025-11-07,96574127.29840225
2025-11-08,96574127.29840225
2025-11-09,96574127.29840225
2025-11-10,96574127.29840225
2025-11-11,96574127.29840225
2025-11-12,96574127.29840225
2025-11-13,96574127.29840225
2025-11-14,96574127.29840225
2025-11-15,96574127.29840225
2025-11-16,96574127.29840225
2025-11-17,96574127.29840225
2025-11-18,96574127.29840225
2025-11-19,96574127.29840225
2025-11-20,96574127.29840225
2025-11-21,98070229.28834236
2025-11-22,98070229.28834236
