date,symbol,avg_funding_rate,sum_open_interest,long_short_ratio,volatility_24h,target_volatility_24h
2022-01-27,ETHUSDT,-6.724333333333334e-05,473557.178,,0.0,
2022-01-28,ETHUSDT,-5.6026666666666657e-05,496457.698,,0.0,
2022-01-28,BTCUSDT,-5.6026666666666657e-05,74300.295,,0.0,
2022-01-29,ETHUSDT,2.7176666666666667e-05,504724.96,,0.0,
2022-01-29,BTCUSDT,2.7176666666666667e-05,76366.56,,0.0,
2022-01-30,ETHUSDT,-2.3299999999999997e-06,517909.358,,0.0,
2022-01-30,BTCUSDT,-2.3299999999999997e-06,77188.563,,0.0,
2022-01-31,BTCUSDT,-2.2329999999999998e-05,82940.059,,0.0,
2022-01-31,ETHUSDT,-2.2329999999999998e-05,530482.589,,0.0,
2022-02-01,ETHUSDT,-7.024333333333333e-05,528579.875,,0.0,
2022-02-01,BTCUSDT,-7.024333333333333e-05,78646.497,,0.0,
2022-02-02,BTCUSDT,-1.955333333333333e-05,77987.839,,0.0,
2022-02-02,ETHUSDT,-1.955333333333333e-05,512936.431,,0.0,
2022-02-03,BTCUSDT,-0.00017255000000000002,78540.317,,0.0,
2022-02-03,ETHUSDT,-0.00017255000000000002,518718.059,,0.0,
2022-02-04,ETHUSDT,9.595333333333334e-05,553112.203,,0.0,
2022-02-04,BTCUSDT,9.595333333333334e-05,81589.691,,0.0,
2022-02-05,BTCUSDT,7.269e-05,81276.708,,0.0,
2022-02-05,ETHUSDT,7.269e-05,543970.615,,0.0,
2022-02-06,ETHUSDT,0.0001,540197.512,,0.0,
2022-02-06,BTCUSDT,0.0001,80481.849,,0.0,
2022-02-07,BTCUSDT,2.9720000000000003e-05,78171.041,,0.0,
2022-02-07,ETHUSDT,2.9720000000000003e-05,519454.402,,0.0,
2022-02-08,BTCUSDT,6.446e-05,72889.416,,0.0,
2022-02-08,ETHUSDT,6.446e-05,488285.478,,0.0,
2022-02-09,BTCUSDT,5.651333333333333e-05,74638.832,,0.0,
2022-02-09,ETHUSDT,5.651333333333333e-05,505212.069,,0.0,
2022-02-10,BTCUSDT,-1.3759999999999999e-05,71861.474,,0.0,
2022-02-10,ETHUSDT,-1.3759999999999999e-05,485398.948,,0.0,
2022-02-11,BTCUSDT,-2.0366666666666666e-05,72511.644,,0.0,
2022-02-11,ETHUSDT,-2.0366666666666666e-05,478980.239,,0.0,
2022-02-12,ETHUSDT,0.0001,478201.832,,0.0,
2022-02-12,BTCUSDT,0.0001,72665.077,,0.0,
2022-02-13,ETHUSDT,1.6749999999999997e-05,478827.921,,0.0,
2022-02-13,BTCUSDT,1.6749999999999997e-05,71764.955,,0.0,
2022-02-14,BTCUSDT,8.504333333333334e-05,74355.603,,0.0,
2022-02-14,ETHUSDT,8.504333333333334e-05,486806.149,,0.0,
2022-02-15,ETHUSDT,2.284e-05,498473.831,,0.0,
2022-02-15,BTCUSDT,2.284e-05,76263.866,,0.0,
2022-02-16,BTCUSDT,0.0001,76654.903,,0.0,
2022-02-16,ETHUSDT,0.0001,482200.639,,0.0,
2022-02-17,BTCUSDT,5.4606666666666674e-05,75522.763,,0.0,
2022-02-17,ETHUSDT,5.4606666666666674e-05,488228.23,,0.0,
2022-02-18,ETHUSDT,-3.181333333333333e-05,484633.831,,0.0,
2022-02-18,BTCUSDT,-3.181333333333333e-05,74126.464,,0.0,
2022-02-19,ETHUSDT,7.307333333333333e-05,472755.85,,0.0,
2022-02-19,BTCUSDT,7.307333333333333e-05,76887.558,,0.0,
