date,symbol,avg_funding_rate,sum_open_interest,long_short_ratio,volatility_24h,target_volatility_24h
2023-03-25,ETHUSDT,8.856666666666668e-06,752997.539,0.0,0.02968374860713838,0.0
2023-03-26,BTCUSDT,1.2300000000000024e-06,102629.095,0.0,0.028149515459160182,0.0
2023-03-26,ETHUSDT,2.0696666666666664e-05,734652.267,0.0,0.034812679464975786,0.0
2023-03-27,BTCUSDT,1.6393333333333334e-05,98842.385,0.0,0.056779285925051694,0.0
2023-03-27,ETHUSDT,3.596666666666667e-06,754670.849,0.0,0.05587540467232477,0.0
2023-03-28,BTCUSDT,2.4086666666666664e-05,102259.053,0.0,0.03266091002836728,0.0
2023-03-28,ETHUSDT,2.8576666666666664e-05,787619.805,0.0,0.05453447623992015,0.0
2023-03-29,ETHUSDT,9.194666666666667e-05,810903.86,0.0,0.031765342738672486,0.0
2023-03-29,BTCUSDT,7.724333333333333e-05,109511.276,0.0,0.05033082202657173,0.0
2023-03-30,ETHUSDT,3.689e-05,767036.512,0.0,0.038510238346246416,0.0
2023-03-30,BTCUSDT,4.5826666666666666e-05,101878.975,0.0,0.054638586471533135,0.0
2023-03-31,ETHUSDT,8.061666666666667e-05,914759.568,0.0,0.03899363470103965,0.0
2023-03-31,BTCUSDT,4.5486666666666666e-05,107656.907,0.0,0.04130395819349213,0.0
2023-04-01,ETHUSDT,8.768666666666667e-05,892551.592,0.0,0.020496532624105657,0.0
2023-04-01,BTCUSDT,9.613333333333334e-05,105961.485,0.0,0.023389983054303547,0.0
2023-04-02,ETHUSDT,4.169333333333333e-05,850026.398,0.0,0.030442248935078787,0.0
2023-04-02,BTCUSDT,5.311333333333333e-05,104861.668,0.0,0.0247326108262432,0.0
2023-04-03,BTCUSDT,2.0689999999999997e-05,94262.126,0.0,0.049449185024166765,0.0
2023-04-03,ETHUSDT,-1.7896666666666664e-05,800708.266,0.0,0.04351598072587418,0.0
2023-04-04,ETHUSDT,6.532666666666667e-05,1005621.037,0.0,0.05045716945498122,0.0
2023-04-04,BTCUSDT,-2.8806666666666666e-05,97309.131,0.0,0.028406830709780048,0.0
2023-04-05,BTCUSDT,5.514e-05,96112.037,0.0,0.036406904880301204,0.0
2023-04-05,ETHUSDT,8.951e-05,994743.17,0.0,0.04262692138318616,0.0
2023-04-06,BTCUSDT,6.883333333333332e-06,98516.755,0.0,0.01751430977632497,0.0
2023-04-06,ETHUSDT,3.826333333333333e-05,867074.541,0.0,0.030587870658836235,0.0
2023-04-07,BTCUSDT,1.953333333333334e-06,101978.693,0.0,0.012226297654773814,0.0
2023-04-07,ETHUSDT,4.273e-05,867658.186,0.0,0.022513648295372224,0.0
2023-04-08,BTCUSDT,1.3086666666666666e-05,101865.603,0.0,0.010868436413380173,0.0
2023-04-08,ETHUSDT,2.327e-05,877909.066,0.0,0.017754136859990662,0.0
2023-04-09,BTCUSDT,-2.6899999999999997e-06,103683.473,0.0,0.02742198704317291,0.0
2023-04-09,ETHUSDT,6.6e-06,823646.481,0.0,0.02873767385781343,0.0
2023-04-10,ETHUSDT,1.506666666666667e-06,845670.566,0.0,0.038807690292838766,0.0
2023-04-10,BTCUSDT,8.722333333333332e-05,118347.296,0.0,0.05692854562824288,0.0
2023-04-11,BTCUSDT,0.0001,113944.471,0.0,0.03280095146280776,0.0
2023-04-11,ETHUSDT,6.004e-05,818419.636,0.0,0.03035115861696548,0.0
2023-04-12,ETHUSDT,1.9849999999999998e-05,978270.896,0.0,0.0431017393028181,0.0
2023-04-12,BTCUSDT,6.508000000000001e-05,113700.363,0.0,0.02878661087866109,0.0
2023-04-13,BTCUSDT,7.030666666666667e-05,111911.107,0.0,0.026749926719297056,0.0
2023-04-13,ETHUSDT,0.0001,1196292.122,0.0,0.06312257679689831,0.0
2023-04-14,BTCUSDT,4.435666666666667e-05,99957.371,0.0,0.03723758829150399,0.0
2023-04-14,ETHUSDT,0.0001,1048658.898,0.0,0.061263852707677445,0.0
2023-04-15,ETHUSDT,0.0001,1072101.601,0.0,0.02021805661820974,0.0
2023-04-15,BTCUSDT,4.493333333333333e-05,101335.518,0.0,0.013668907940449976,0.0
2023-04-16,BTCUSDT,9.048e-05,99974.779,0.0,0.015122199256436842,0.0
2023-04-16,ETHUSDT,0.0001,1025256.583,0.0,0.03479549971908645,0.0
2023-04-17,BTCUSDT,9.125333333333334e-05,100537.124,0.0,0.03696464989802855,0.0
2023-04-17,ETHUSDT,0.0001,1010040.706,0.0,0.031400488794836263,0.0
2023-04-18,BTCUSDT,3.648333333333333e-05,98961.834,0.0,0.04616706953217111,0.0
2023-04-18,ETHUSDT,0.0001,968275.729,0.0,0.03755544884442945,0.0
2023-04-19,ETHUSDT,6.328333333333333e-05,896895.026,0.0,0.09499542122173193,0.0
2023-04-19,BTCUSDT,5.383333333333334e-05,96398.567,0.0,0.06434080798469187,0.0
2023-04-20,ETHUSDT,2.9066666666666664e-05,880088.198,0.0,0.03988960460530044,0.0
2023-04-20,BTCUSDT,6.048333333333334e-05,99015.036,0.0,0.03878866025030198,0.0
2023-04-21,ETHUSDT,8.003666666666666e-05,845432.599,0.0,0.07294913419913417,0.0
2023-04-21,BTCUSDT,8.765666666666667e-05,102306.642,0.0,0.04656086597559862,0.0
2023-04-22,ETHUSDT,2.5843333333333334e-05,841442.687,0.0,0.02521631907931611,0.0
2023-04-22,BTCUSDT,6.316e-05,104477.705,0.0,0.027402974769124542,0.0
2023-04-23,BTCUSDT,2.504333333333333e-05,103239.72,0.0,0.01913257905425002,0.0
2023-04-23,ETHUSDT,-3.300000000000001e-06,859173.023,0.0,0.026223607156288586,0.0
2023-04-24,BTCUSDT,3.667666666666667e-05,102400.925,0.0,0.039301754704973206,0.0
2023-04-24,ETHUSDT,5.1303333333333334e-05,862299.592,0.0,0.04632873304764851,0.0
2023-04-25,ETHUSDT,7.779e-05,867533.747,0.0,0.04268253457703436,0.0
2023-04-25,BTCUSDT,6.737666666666667e-05,101727.085,0.0,0.042539426656343894,0.0
2023-04-26,ETHUSDT,4.597666666666667e-05,745761.102,0.0,0.09794533034498294,0.0
2023-04-26,BTCUSDT,5.344e-05,92138.294,0.0,0.10030321278776164,0.0
2023-04-27,BTCUSDT,3.850666666666667e-05,98965.181,0.0,0.052028242642316466,0.0
2023-04-27,ETHUSDT,2.3516666666666665e-05,745077.989,0.0,0.04238154397773207,0.0
2023-04-28,BTCUSDT,8.158666666666667e-05,100443.384,0.0,0.024610921501706434,0.0
2023-04-28,ETHUSDT,8.389999999999999e-05,774877.223,0.0,0.026786517329495912,0.0
2023-04-29,BTCUSDT,4.871333333333333e-05,100274.392,0.0,0.015181753141613066,0.0
2023-04-29,ETHUSDT,5.517e-05,780065.189,0.0,0.018966864358341107,0.0
2023-04-30,BTCUSDT,4.2369999999999996e-05,98603.845,0.0,0.03020223796324808,0.0
2023-04-30,ETHUSDT,4.7936666666666665e-05,774185.09,0.0,0.040729818401742605,0.0
2023-05-01,BTCUSDT,-1.1230000000000004e-05,101704.991,0.0,0.05972325196760579,0.0
2023-05-01,ETHUSDT,1.8499999999999999e-06,820349.094,0.0,0.04386957163232182,0.0
2023-05-02,ETHUSDT,6.872666666666667e-05,821266.457,0.0,0.03282152792638557,0.0
2023-05-02,BTCUSDT,2.769e-05,101352.14,0.0,0.036082564165198124,0.0
2023-05-03,BTCUSDT,6.568e-05,96881.421,0.0,0.040608717227690064,0.0
2023-05-03,ETHUSDT,8.690666666666667e-05,805062.343,0.0,0.03967995631949764,0.0
2023-05-04,ETHUSDT,9.966666666666667e-05,820026.844,0.0,0.028191010217841976,0.0
2023-05-04,BTCUSDT,8.102000000000001e-05,101150.226,0.0,0.024977450912370778,0.0
2023-05-05,BTCUSDT,7.396e-05,105066.984,0.0,0.03644100842615671,0.0
2023-05-05,ETHUSDT,6.411666666666666e-05,951199.566,0.0,0.06533805757417596,0.0
2023-05-06,ETHUSDT,6.898000000000001e-05,843817.315,0.0,0.09162713885473996,0.0
2023-05-06,BTCUSDT,0.0001,98576.097,0.0,0.05225780052569891,0.0
2023-05-07,ETHUSDT,2.8333333333333335e-05,792677.284,0.0,0.036202193099759326,0.0
2023-05-07,BTCUSDT,4.804666666666667e-05,99776.713,0.0,0.026988606374518814,0.0
2023-05-08,BTCUSDT,1.6763333333333333e-05,105483.638,0.0,0.04969667170406144,0.0
2023-05-08,ETHUSDT,3.43e-05,824852.96,0.0,0.039625461674266504,0.0
2023-05-09,BTCUSDT,4.109666666666666e-05,108366.507,0.0,0.01806578728151188,0.0
2023-05-09,ETHUSDT,8.281666666666667e-05,833952.422,0.0,0.017851338173149878,0.0
2023-05-10,BTCUSDT,4.1096666666666676e-05,101812.58,0.0,0.05910908570164854,0.0
2023-05-10,ETHUSDT,4.4829999999999996e-05,824708.684,0.0,0.05503679627797767,0.0
2023-05-11,BTCUSDT,4.5763333333333336e-05,108769.133,0.0,0.03491564155451027,0.0
2023-05-11,ETHUSDT,2.4093333333333332e-05,872525.256,0.0,0.040775356338248026,0.0
2023-05-12,BTCUSDT,3.4529999999999996e-05,106741.877,0.0,0.049990479781669664,0.0
2023-05-12,ETHUSDT,4.556666666666667e-06,830482.683,0.0,0.04684671718709355,0.0
2023-05-13,BTCUSDT,3.2896666666666666e-05,107439.308,0.0,0.01407182384438037,0.0
2023-05-13,ETHUSDT,2.027e-05,834245.472,0.0,0.017966607966830882,0.0
2023-05-14,BTCUSDT,2.763666666666667e-05,107787.92,0.0,0.023901657503745087,0.0
2023-05-14,ETHUSDT,2.9346666666666668e-05,835029.248,0.0,0.01994160989851239,0.0
2023-05-15,ETHUSDT,-1.3773333333333334e-05,800351.178,0.0,0.03552072087950826,0.0
2023-05-15,BTCUSDT,8.803333333333334e-06,107218.265,0.0,0.035193812724426794,0.0
2023-05-16,BTCUSDT,5.875e-05,108701.108,0.0,0.0167512803054972,0.0
2023-05-16,ETHUSDT,1.9013333333333333e-05,803638.973,0.0,0.020800315870865883,0.0
2023-05-17,BTCUSDT,6.627333333333333e-05,107717.295,0.0,0.03549814205097132,0.0
2023-05-17,ETHUSDT,3.738e-05,813874.429,0.0,0.031207970795707137,0.0
2023-05-18,BTCUSDT,9.447333333333334e-05,104923.064,0.0,0.04279858108939814,0.0
2023-05-18,ETHUSDT,6.523333333333334e-05,816755.618,0.0,0.03415032588945876,0.0
2023-05-19,ETHUSDT,5.8593333333333334e-05,796359.028,0.0,0.018924797668076258,0.0
2023-05-19,BTCUSDT,3.668333333333333e-05,104135.566,0.0,0.021168510723815665,0.0
2023-05-20,ETHUSDT,2.8483333333333336e-05,793106.557,0.0,0.012603170588202988,0.0
2023-05-20,BTCUSDT,2.3063333333333337e-05,104910.991,0.0,0.01221506487753563,0.0
2023-05-21,BTCUSDT,5.703000000000001e-05,106075.082,0.0,0.024165070624850373,0.0
2023-05-21,ETHUSDT,2.186e-05,816821.687,0.0,0.019103160392263407,0.0
2023-05-22,ETHUSDT,5.649666666666667e-05,843035.222,0.0,0.020493540378825004,0.0
2023-05-22,BTCUSDT,2.6663333333333333e-05,105318.849,0.0,0.022272561307292764,0.0
2023-05-23,ETHUSDT,6.723e-05,870489.39,0.0,0.032362843700090654,0.0
2023-05-23,BTCUSDT,0.0001,104986.398,0.0,0.027376065329163334,0.0
2023-05-24,ETHUSDT,5.000333333333333e-05,857774.899,0.0,0.0436392341731338,0.0
2023-05-24,BTCUSDT,5.476333333333334e-05,114955.388,0.0,0.04381351230153005,0.0
2023-05-25,ETHUSDT,2.7340000000000003e-05,835065.86,0.0,0.03431690355470593,0.0
2023-05-25,BTCUSDT,8.606666666666667e-05,112009.395,0.0,0.030005517387328148,0.0
2023-05-26,ETHUSDT,6.789333333333333e-05,848212.964,0.0,0.022958052561569103,0.0
2023-05-26,BTCUSDT,8.178666666666667e-05,106124.898,0.0,0.022896301597233354,0.0
2023-05-27,BTCUSDT,7.690666666666667e-05,108509.587,0.0,0.013464175011921847,0.0
2023-05-27,ETHUSDT,2.5866666666666667e-05,826748.928,0.0,0.013708067911529068,0.0
2023-05-28,ETHUSDT,4.250000000000001e-06,832436.11,0.0,0.056430652497432385,0.0
2023-05-28,BTCUSDT,9.96e-05,111123.88,0.0,0.053707446258692504,0.0
2023-05-29,ETHUSDT,0.0001,832014.749,0.0,0.029711868887126642,0.0
2023-05-29,BTCUSDT,0.0001,111665.361,0.0,0.03349325445494553,0.0
2023-05-30,ETHUSDT,8.128666666666668e-05,853857.34,0.0,0.01946510440517737,0.0
2023-05-30,BTCUSDT,6.361333333333334e-05,111159.584,0.0,0.018374211075826985,0.0
2023-05-31,ETHUSDT,4.453e-05,850596.787,0.0,0.03287520557015011,0.0
2023-05-31,BTCUSDT,5.024333333333334e-05,111835.666,0.0,0.03672645591538578,0.0
2023-06-01,ETHUSDT,8.618666666666667e-05,820036.302,0.0,0.027770760887675335,0.0
2023-06-01,BTCUSDT,7.245666666666667e-05,113512.884,0.0,0.02790119864355189,0.0
2023-06-02,BTCUSDT,7.994e-05,112574.959,0.0,0.029837151734624225,0.0
2023-06-02,ETHUSDT,7.640666666666665e-05,871535.439,0.0,0.03411034960484472,0.0
2023-06-03,BTCUSDT,7.662e-05,114427.864,0.0,0.016270620109481118,0.0
2023-06-03,ETHUSDT,6.269000000000001e-05,852512.606,0.0,0.015119704269372904,0.0
2023-06-04,BTCUSDT,8.283333333333335e-05,108910.339,0.0,0.019359909085542266,0.0
2023-06-04,ETHUSDT,5.235e-05,862784.567,0.0,0.016594829868575682,0.0
2023-06-05,ETHUSDT,3.369e-05,880672.58,0.0,0.06354038330856394,0.0
2023-06-05,BTCUSDT,9.131333333333332e-05,119703.257,0.0,0.0686338942317041,0.0
2023-06-06,BTCUSDT,-1.9719999999999998e-05,109276.405,0.0,0.07481218889480741,0.0
2023-06-06,ETHUSDT,1.2946666666666664e-05,798821.559,0.0,0.05416140097490522,0.0
2023-06-07,BTCUSDT,8.001666666666667e-05,103134.113,0.0,0.048750470069399386,0.0
2023-06-07,ETHUSDT,7.552666666666668e-05,770437.992,0.0,0.04215561537915484,0.0
2023-06-08,ETHUSDT,6.098666666666668e-05,771982.097,0.0,0.018423363361410133,0.0
2023-06-08,BTCUSDT,4.201666666666667e-05,103365.912,0.0,0.022827240154195193,0.0
2023-06-09,BTCUSDT,6.302666666666666e-05,102600.296,0.0,0.020364136451048623,0.0
2023-06-09,ETHUSDT,5.2136666666666665e-05,786566.575,0.0,0.016182777871396645,0.0
2023-06-10,ETHUSDT,4.403333333333333e-05,848636.405,0.0,0.07581227436823106,0.0
2023-06-10,BTCUSDT,4.9909999999999995e-05,101877.44,0.0,0.04743171768641633,0.0
2023-06-11,ETHUSDT,3.4886666666666666e-05,828342.816,0.0,0.023444457129809304,0.0
2023-06-11,BTCUSDT,4.524e-05,99498.324,0.0,0.022296496705892368,0.0
2023-06-12,ETHUSDT,6.686000000000001e-05,855909.306,0.0,0.024012264513869317,0.0
2023-06-12,BTCUSDT,5.116333333333333e-05,102429.719,0.0,0.019220075072987654,0.0
2023-06-13,BTCUSDT,7.561e-05,103262.894,0.0,0.027876379350258506,0.0
2023-06-13,ETHUSDT,5.943e-05,857776.439,0.0,0.025298406200409376,0.0
2023-06-14,BTCUSDT,2.9383333333333334e-05,103676.104,0.0,0.05185957899179404,0.0
2023-06-14,ETHUSDT,4.4829999999999996e-05,847859.247,0.0,0.07523421687331085,0.0
2023-06-15,ETHUSDT,-4.224666666666666e-05,827888.827,0.0,0.032684133426190566,0.0
2023-06-15,BTCUSDT,3.205e-05,104064.098,0.0,0.03802846076580644,0.0
2023-06-16,ETHUSDT,-4.832666666666667e-05,762206.905,0.0,0.049699821232043084,0.0
2023-06-16,BTCUSDT,1.6626666666666664e-05,104683.485,0.0,0.05258201701093571,0.0
2023-06-17,BTCUSDT,9.137000000000001e-05,103336.204,0.0,0.027507742682646233,0.0
2023-06-17,ETHUSDT,5.5219999999999996e-05,765166.72,0.0,0.03567623899953676,0.0
2023-06-18,BTCUSDT,6.214666666666667e-05,104265.911,0.0,0.01817339354417255,0.0
2023-06-18,ETHUSDT,1.2373333333333332e-05,765814.266,0.0,0.021354775318461163,0.0
2023-06-19,BTCUSDT,5.7090000000000004e-05,109297.517,0.0,0.03115343757571237,0.0
2023-06-19,ETHUSDT,3.998333333333334e-05,762865.115,0.0,0.03669486986021278,0.0
2023-06-20,ETHUSDT,1.1806666666666665e-05,756166.202,0.0,0.04648397595136682,0.0
2023-06-20,BTCUSDT,4.350000000000001e-06,121586.072,0.0,0.06234933158010074,0.0
2023-06-21,BTCUSDT,6.282e-05,116876.639,0.0,0.08621971755839734,0.0
2023-06-21,ETHUSDT,3.5940000000000005e-05,745831.922,0.0,0.06092220027431935,0.0
2023-06-22,BTCUSDT,9.745333333333334e-05,117868.697,0.0,0.03306778242677829,0.0
2023-06-22,ETHUSDT,0.0001,741018.92,0.0,0.03831438098495215,0.0
2023-06-23,BTCUSDT,0.0001,115129.513,0.0,0.05568342603037159,0.0
2023-06-23,ETHUSDT,8.096e-05,728193.896,0.0,0.04149667054222597,0.0
2023-06-24,ETHUSDT,7.804666666666667e-05,720489.642,0.0,0.022726302761299087,0.0
2023-06-24,BTCUSDT,0.0001,113465.673,0.0,0.018821132085361778,0.0
2023-06-25,ETHUSDT,0.0001,754292.204,0.0,0.0327245333909297,0.0
2023-06-25,BTCUSDT,0.0001,113831.688,0.0,0.026285376584148736,0.0
2023-06-26,BTCUSDT,0.0001,114980.488,0.0,0.025683986503679788,0.0
2023-06-26,ETHUSDT,8.063666666666667e-05,744492.686,0.0,0.039458813652362,0.0
2023-06-27,BTCUSDT,0.0001,116005.417,0.0,0.025600328518537833,0.0
2023-06-27,ETHUSDT,3.966e-05,776317.984,0.0,0.030973240517720543,0.0
2023-06-28,BTCUSDT,7.966666666666667e-05,112157.56,0.0,0.029840718678387456,0.0
2023-06-28,ETHUSDT,5.358333333333333e-05,778337.226,0.0,0.042555520287205974,0.0
2023-06-29,BTCUSDT,8.624666666666666e-05,118245.274,0.0,0.02631086173082045,0.0
2023-06-29,ETHUSDT,4.228333333333334e-05,743198.048,0.0,0.028608624722475832,0.0
2023-06-30,BTCUSDT,0.0001,106000.787,0.0,0.05909350562373195,0.0
2023-06-30,ETHUSDT,7.988333333333333e-05,834323.766,0.0,0.06584738881044369,0.0
2023-07-01,ETHUSDT,0.0001,836267.923,0.0,0.018783002785747006,0.0
2023-07-01,BTCUSDT,0.0001,109297.114,0.0,0.011673469921762615,0.0
2023-07-02,ETHUSDT,0.0001,793757.372,0.0,0.04151850915265086,0.0
2023-07-02,BTCUSDT,0.0001,108567.819,0.0,0.021236284287240215,0.0
2023-07-03,ETHUSDT,0.0001,855557.549,0.0,0.022997442455242986,0.0
2023-07-03,BTCUSDT,0.0001,117790.91,0.0,0.026832322064913778,0.0
2023-07-04,ETHUSDT,0.0001,800264.817,0.0,0.01939330068398332,0.0
2023-07-04,BTCUSDT,0.0001,113978.741,0.0,0.023390481888145815,0.0
2023-07-05,ETHUSDT,0.0001,796534.663,0.0,0.025823611954677746,0.0
2023-07-05,BTCUSDT,0.0001,112524.927,0.0,0.022939872213694434,0.0
2023-07-06,ETHUSDT,7.592666666666667e-05,759588.173,0.0,0.06150735573118246,0.0
2023-07-06,BTCUSDT,6.404e-05,103023.136,0.0,0.058578582331360624,0.0
2023-07-07,ETHUSDT,4.4653333333333335e-05,752407.699,0.0,0.028754010695187154,0.0
2023-07-07,BTCUSDT,1.4203333333333332e-05,103474.852,0.0,0.025178136303535638,0.0
2023-07-08,ETHUSDT,1.5726666666666666e-05,763165.981,0.0,0.017066695272064114,0.0
2023-07-08,BTCUSDT,2.6913333333333335e-05,103417.433,0.0,0.011668588305643036,0.0
2023-07-09,ETHUSDT,3.0946666666666666e-05,755470.551,0.0,0.012772517066725376,0.0
2023-07-09,BTCUSDT,6.227e-05,102280.534,0.0,0.013314404367814616,0.0
2023-07-10,ETHUSDT,4.809666666666666e-05,751901.304,0.0,0.031856928496174254,0.0
2023-07-10,BTCUSDT,1.8876666666666665e-05,105970.925,0.0,0.036556359365593226,0.0
2023-07-11,BTCUSDT,6.743e-05,107958.057,0.0,0.017756563557716182,0.0
2023-07-11,ETHUSDT,6.576333333333333e-05,761511.821,0.0,0.016627078384798114,0.0
2023-07-12,ETHUSDT,8.536666666666666e-05,758610.048,0.0,0.020691572099785553,0.0
2023-07-12,BTCUSDT,6.056666666666666e-05,111207.495,0.0,0.026161632459522733,0.0
2023-07-13,ETHUSDT,7.299999999999993e-07,892652.119,0.0,0.07642235058210878,0.0
2023-07-13,BTCUSDT,1.838e-05,111251.884,0.0,0.051428516905892493,0.0
2023-07-14,ETHUSDT,0.0001,722668.024,0.0,0.06943626919462603,0.0
2023-07-14,BTCUSDT,0.0001,101218.264,0.0,0.058210891517266244,0.0
2023-07-15,ETHUSDT,5.590333333333334e-05,758938.727,0.0,0.01054185661002908,0.0
2023-07-15,BTCUSDT,-4.406666666666666e-06,100166.722,0.0,0.00527803834009325,0.0
2023-07-16,ETHUSDT,4.7846666666666664e-05,749138.393,0.0,0.01597630363826611,0.0
2023-07-16,BTCUSDT,4.782666666666666e-05,100914.517,0.0,0.012959678059887167,0.0
2023-07-17,BTCUSDT,5.1080000000000006e-05,104796.208,0.0,0.023225707940954878,0.0
2023-07-17,ETHUSDT,3.0283333333333332e-05,736367.282,0.0,0.03321346126666565,0.0
2023-07-18,BTCUSDT,6.0860000000000003e-05,106871.785,0.0,0.027726029967566408,0.0
2023-07-18,ETHUSDT,7.465333333333333e-05,751823.575,0.0,0.021946152304820502,0.0
2023-07-19,ETHUSDT,8.566333333333334e-05,758684.667,0.0,0.023310640777727744,0.0
2023-07-19,BTCUSDT,7.638e-05,104830.827,0.0,0.014500510110217257,0.0
2023-07-20,BTCUSDT,5.952e-05,109741.984,0.0,0.03192910610587092,0.0
2023-07-20,ETHUSDT,6.325333333333333e-05,752448.698,0.0,0.028145099864590406,0.0
2023-07-21,ETHUSDT,3.215666666666667e-05,746120.676,0.0,0.011925916523872964,0.0
2023-07-21,BTCUSDT,2.457e-05,106641.249,0.0,0.011719089771639978,0.0
2023-07-22,BTCUSDT,1.1053333333333333e-05,106104.839,0.0,0.012886329679184759,0.0
2023-07-22,ETHUSDT,2.3343333333333334e-05,770722.022,0.0,0.03294382504288155,0.0
2023-07-23,ETHUSDT,3.464333333333333e-05,725429.967,0.0,0.025367347154979646,0.0
2023-07-23,BTCUSDT,7.426666666666666e-05,100438.528,0.0,0.021592375327560268,0.0
2023-07-24,ETHUSDT,5.695666666666666e-05,769989.46,0.0,0.03309825639250641,0.0
2023-07-24,BTCUSDT,8.112666666666668e-05,111783.054,0.0,0.04326253780371559,0.0
2023-07-25,ETHUSDT,8.626333333333333e-05,744571.678,0.0,0.012946238643768392,0.0
2023-07-25,BTCUSDT,8.026666666666666e-05,108289.552,0.0,0.011859817978320322,0.0
2023-07-26,ETHUSDT,8.565999999999999e-05,754644.356,0.0,0.021854856813007018,0.0
2023-07-26,BTCUSDT,8.406333333333333e-05,109215.116,0.0,0.020026588491955277,0.0
2023-07-27,ETHUSDT,7.370666666666667e-05,778046.553,0.0,0.01697056357107529,0.0
2023-07-27,BTCUSDT,3.280666666666667e-05,109903.596,0.0,0.016874531405663237,0.0
2023-07-28,BTCUSDT,7.016e-05,107974.662,0.0,0.014433496360055885,0.0
2023-07-28,ETHUSDT,6.572666666666666e-05,815652.117,0.0,0.01504758752849116,0.0
2023-07-29,ETHUSDT,7.161666666666667e-05,814095.836,0.0,0.009378407851690354,0.0
2023-07-29,BTCUSDT,7.365666666666667e-05,108230.511,0.0,0.005467107034639831,0.0
2023-07-30,BTCUSDT,6.0226666666666664e-05,106354.161,0.0,0.014912319660005946,0.0
2023-07-30,ETHUSDT,5.211666666666667e-05,767059.408,0.0,0.021195640490982208,0.0
2023-07-31,ETHUSDT,1.4799999999999999e-05,790485.467,0.0,0.01436355698801874,0.0
2023-07-31,BTCUSDT,5.99e-05,108848.649,0.0,0.014571811860044874,0.0
2023-08-01,ETHUSDT,7.012666666666668e-05,766872.342,0.0,0.035984090120391804,0.0
2023-08-01,BTCUSDT,7.689333333333333e-05,109366.38,0.0,0.03989737788372187,0.0
2023-08-02,ETHUSDT,0.0001,781537.88,0.0,0.03222824579814797,0.0
2023-08-02,BTCUSDT,0.0001,112389.114,0.0,0.03954734471256534,0.0
2023-08-03,ETHUSDT,0.0001,782386.458,0.0,0.018477235936316266,0.0
2023-08-03,BTCUSDT,0.0001,111599.595,0.0,0.01660715142459608,0.0
2023-08-04,ETHUSDT,8.276666666666667e-05,775531.752,0.0,0.02308407128020117,0.0
2023-08-04,BTCUSDT,9.372e-05,114691.666,0.0,0.018686578857843836,0.0
2023-08-05,BTCUSDT,8.060333333333333e-05,112647.61,0.0,0.006366642920809286,0.0
2023-08-05,ETHUSDT,8.693666666666666e-05,773370.83,0.0,0.006494143285208306,0.0
2023-08-06,BTCUSDT,0.0001,111146.048,0.0,0.007583600163709464,0.0
2023-08-06,ETHUSDT,7.295e-05,791742.631,0.0,0.0074342126840787085,0.0
2023-08-07,BTCUSDT,9.223e-05,111593.785,0.0,0.020278946809712824,0.0
2023-08-07,ETHUSDT,9.777000000000001e-05,839094.883,0.0,0.025632049360566192,0.0
2023-08-08,BTCUSDT,8.360000000000001e-05,124013.292,0.0,0.03755502537047611,0.0
2023-08-08,ETHUSDT,7.212333333333333e-05,794608.159,0.0,0.02837724215246642,0.0
2023-08-09,ETHUSDT,6.091333333333333e-05,791816.7,0.0,0.01407235671537171,0.0
2023-08-09,BTCUSDT,8.838e-05,118156.705,0.0,0.026635962776605553,0.0
2023-08-10,BTCUSDT,9.425666666666667e-05,118619.19,0.0,0.014471686642643368,0.0
2023-08-10,ETHUSDT,9.198333333333332e-05,790863.705,0.0,0.011110390943168034,0.0
2023-08-11,BTCUSDT,9.041000000000001e-05,118264.448,0.0,0.011731910047423928,0.0
2023-08-11,ETHUSDT,2.8566666666666665e-05,773004.791,0.0,0.012699941559706515,0.0
2023-08-12,BTCUSDT,9.768333333333333e-05,117209.238,0.0,0.0037388641330763713,0.0
2023-08-12,ETHUSDT,5.852666666666666e-05,775579.679,0.0,0.004147874146900761,0.0
2023-08-13,BTCUSDT,8.212333333333333e-05,114752.923,0.0,0.00704597979742813,0.0
2023-08-13,ETHUSDT,6.063666666666667e-05,782354.422,0.0,0.015504676401697729,0.0
2023-08-14,BTCUSDT,0.0001,107377.723,0.0,0.02096228691854045,0.0
2023-08-14,ETHUSDT,9.960666666666666e-05,786327.93,0.0,0.011697681604067589,0.0
2023-08-15,BTCUSDT,0.0001,114193.358,0.0,0.015146220468124711,0.0
2023-08-15,ETHUSDT,8.794e-05,844484.852,0.0,0.019597654626206013,0.0
2023-08-16,BTCUSDT,0.0001,116933.237,0.0,0.01923425180397302,0.0
2023-08-16,ETHUSDT,8.924333333333333e-05,872562.889,0.0,0.02200100708835263,0.0
2023-08-17,BTCUSDT,0.0001,106577.393,0.0,0.15764552024261835,0.0
2023-08-17,ETHUSDT,8.190666666666667e-05,788530.178,0.0,0.1885782272456871,0.0
2023-08-18,ETHUSDT,-1.9816666666666666e-05,695775.942,0.0,0.03642910474722416,0.0
2023-08-18,BTCUSDT,5.04e-05,95823.468,0.0,0.04677042174018225,0.0
2023-08-19,ETHUSDT,-6.929999999999999e-05,634030.24,0.0,0.025636876831526646,0.0
2023-08-19,BTCUSDT,-1.9606666666666666e-05,87632.047,0.0,0.018629040604408873,0.0
2023-08-20,ETHUSDT,-7.387333333333334e-05,650488.41,0.0,0.020271233136994034,0.0
2023-08-20,BTCUSDT,-2.542e-05,89701.308,0.0,0.012855336397220344,0.0
2023-08-21,BTCUSDT,-1.2e-05,91004.523,0.0,0.01837995971725495,0.0
